bin,position,mean,sem,genotype,region,group,n_regions
21,-987.3417721518988,3.776642089627718,0.3657742813502026,WT,intron1,antiparallel,710
22,-936.7088607594937,3.654127006478153,0.3400688623360507,WT,intron1,antiparallel,710
23,-886.0759493670887,3.650634047961571,0.3325877800144216,WT,intron1,antiparallel,710
24,-835.4430379746836,3.6444608902069326,0.3277966730460906,WT,intron1,antiparallel,710
25,-784.8101265822784,3.629398561956737,0.3090705260484917,WT,intron1,antiparallel,710
26,-734.1772151898733,3.6724399662745393,0.31411430146366504,WT,intron1,antiparallel,710
27,-683.5443037974683,3.719257821725568,0.3205690806468261,WT,intron1,antiparallel,710
28,-632.9113924050632,3.7556708405387234,0.3171020272373414,WT,intron1,antiparallel,710
29,-582.2784810126582,3.8052153619779667,0.3158246468325341,WT,intron1,antiparallel,710
30,-531.6455696202531,3.938079145978874,0.32076880800663676,WT,intron1,antiparallel,710
31,-481.0126582278481,4.014080728129042,0.3372604073815669,WT,intron1,antiparallel,710
32,-430.37974683544303,4.0552401865334575,0.3524875287525475,WT,intron1,antiparallel,710
33,-379.746835443038,4.098101630832108,0.3647654634793056,WT,intron1,antiparallel,710
34,-329.11392405063293,4.088874038831729,0.3650798287669945,WT,intron1,antiparallel,710
35,-278.4810126582279,4.206891945758336,0.4000447096878054,WT,intron1,antiparallel,710
36,-227.84810126582283,4.154537408806348,0.39955938412318726,WT,intron1,antiparallel,710
37,-177.21518987341778,4.01253782386735,0.3884770894283656,WT,intron1,antiparallel,710
38,-126.58227848101274,3.841852975405438,0.3709846780273264,WT,intron1,antiparallel,710
39,-75.94936708860769,3.7151427060348885,0.33812498116030315,WT,intron1,antiparallel,710
40,-25.316455696202638,3.5588038181419104,0.2984701176995246,WT,intron1,antiparallel,710
41,25.31645569620241,3.442976637992501,0.25595063205150775,WT,intron1,antiparallel,710
42,75.94936708860769,3.3516037763508275,0.22628169866068815,WT,intron1,antiparallel,710
43,126.58227848101251,3.312754401452105,0.21601756372858155,WT,intron1,antiparallel,710
44,177.21518987341778,3.2978899733561304,0.2111643963319296,WT,intron1,antiparallel,710
45,227.8481012658226,3.397205910682678,0.2180729056854506,WT,intron1,antiparallel,710
46,278.4810126582279,3.3971753725065312,0.22267910779123729,WT,intron1,antiparallel,710
47,329.1139240506327,3.397726138707058,0.22258146577373622,WT,intron1,antiparallel,710
48,379.746835443038,3.4172196223590294,0.2249459103060932,WT,intron1,antiparallel,710
49,430.37974683544326,3.4333355862389148,0.24685386510513332,WT,intron1,antiparallel,710
50,481.0126582278481,3.4150863853295643,0.27252201022263933,WT,intron1,antiparallel,710
51,531.6455696202534,3.475563865437754,0.2989929734283806,WT,intron1,antiparallel,710
52,582.2784810126582,3.4945582346938586,0.29945828855804696,WT,intron1,antiparallel,710
53,632.9113924050635,3.5008682466090564,0.27316284211418307,WT,intron1,antiparallel,710
54,683.5443037974683,3.4608581163636956,0.24611445697826248,WT,intron1,antiparallel,710
55,734.1772151898736,3.326985690082183,0.23172245890455168,WT,intron1,antiparallel,710
56,784.8101265822784,3.2738876257435257,0.2281679394045422,WT,intron1,antiparallel,710
57,835.4430379746836,3.221117666545608,0.22790027914880095,WT,intron1,antiparallel,710
58,886.0759493670885,3.1051820864319244,0.2200474058620423,WT,intron1,antiparallel,710
59,936.7088607594937,3.040723784023607,0.21099800892682521,WT,intron1,antiparallel,710
60,987.3417721518986,3.015500215649045,0.2097347314651191,WT,intron1,antiparallel,710
61,1037.9746835443038,2.9744380553496277,0.2081385099306507,WT,intron1,antiparallel,710
62,1088.6075949367087,2.906031316711309,0.19729813028873025,WT,intron1,antiparallel,710
63,1139.240506329114,2.8956140226556664,0.19517709668457786,WT,intron1,antiparallel,710
64,1189.8734177215188,2.954590632868485,0.21533586057039697,WT,intron1,antiparallel,710
65,1240.506329113924,2.9964675328328574,0.2295563967221863,WT,intron1,antiparallel,710
66,1291.1392405063293,3.0052450343723027,0.22801463853577492,WT,intron1,antiparallel,710
67,1341.7721518987341,2.998991788794737,0.21921354162096812,WT,intron1,antiparallel,710
68,1392.4050632911394,2.921320115211424,0.2128407984481975,WT,intron1,antiparallel,710
69,1443.0379746835442,2.9152811091091713,0.21778077446075794,WT,intron1,antiparallel,710
70,1493.6708860759495,3.041401067208796,0.2506523051522813,WT,intron1,antiparallel,710
71,1544.3037974683543,3.0518128434749836,0.2570422869275231,WT,intron1,antiparallel,710
72,1594.9367088607596,3.0114776002039934,0.25022294014112156,WT,intron1,antiparallel,710
73,1645.5696202531644,2.933573249586311,0.24510584053067003,WT,intron1,antiparallel,710
74,1696.2025316455697,2.90016782086444,0.23853128305029134,WT,intron1,antiparallel,710
75,1746.8354430379745,2.885579903466041,0.2488690152920119,WT,intron1,antiparallel,710
76,1797.4683544303798,2.9318224415241834,0.3016905596227587,WT,intron1,antiparallel,710
77,1848.1012658227846,3.0357923543968113,0.3721226236832862,WT,intron1,antiparallel,710
78,1898.73417721519,3.068191481993232,0.3963468379154222,WT,intron1,antiparallel,710
79,1949.3670886075947,3.049755064349779,0.3545115451614566,WT,intron1,antiparallel,710
80,2000,3.027426583445688,0.3159200739010528,WT,intron1,antiparallel,710
1,-2000,3.131516093963232,0.21006110304994408,WT,intron1,hybrid,1092
2,-1949.367088607595,3.1739749682124283,0.21220995366421574,WT,intron1,hybrid,1092
3,-1898.73417721519,3.25992648397901,0.22095615878543157,WT,intron1,hybrid,1092
4,-1848.1012658227849,3.319450600916504,0.22849029275054028,WT,intron1,hybrid,1092
5,-1797.4683544303798,3.414494470643182,0.22806163553236097,WT,intron1,hybrid,1092
6,-1746.8354430379748,3.49514464479663,0.23515224137666157,WT,intron1,hybrid,1092
7,-1696.2025316455697,3.479945808216766,0.24232752742101707,WT,intron1,hybrid,1092
8,-1645.5696202531644,3.4635782904779226,0.25432520228386313,WT,intron1,hybrid,1092
9,-1594.9367088607596,3.4595715074457676,0.26445585178483255,WT,intron1,hybrid,1092
10,-1544.3037974683543,3.444221571152609,0.26786557104137865,WT,intron1,hybrid,1092
11,-1493.6708860759495,3.4397922616141767,0.2686050705476559,WT,intron1,hybrid,1092
12,-1443.0379746835442,3.4589156975363347,0.26536395169521254,WT,intron1,hybrid,1092
13,-1392.4050632911392,3.4597172352318655,0.25835187022872175,WT,intron1,hybrid,1092
14,-1341.7721518987341,3.523378417285953,0.2719388049533706,WT,intron1,hybrid,1092
15,-1291.139240506329,3.5870461968471714,0.2770883363846072,WT,intron1,hybrid,1092
16,-1240.506329113924,3.5444579611418447,0.25656220881617287,WT,intron1,hybrid,1092
17,-1189.873417721519,3.5895902646228364,0.2387490381808522,WT,intron1,hybrid,1092
18,-1139.240506329114,3.682185916256555,0.25619420836125434,WT,intron1,hybrid,1092
19,-1088.607594936709,3.9088884208148507,0.28305086325623174,WT,intron1,hybrid,1092
20,-1037.9746835443038,4.183161758483548,0.32282845604610455,WT,intron1,hybrid,1092
21,-987.3417721518988,4.318743359070266,0.342925689107995,WT,intron1,hybrid,1092
22,-936.7088607594937,4.4236268214523,0.35092501004083976,WT,intron1,hybrid,1092
23,-886.0759493670887,4.452360415090426,0.34251828784706645,WT,intron1,hybrid,1092
24,-835.4430379746836,4.467601189546387,0.31944226672334997,WT,intron1,hybrid,1092
25,-784.8101265822784,4.484759682326672,0.32523906096567634,WT,intron1,hybrid,1092
26,-734.1772151898733,4.549155808660283,0.34796999114944915,WT,intron1,hybrid,1092
27,-683.5443037974683,4.60352370832502,0.35719769997469253,WT,intron1,hybrid,1092
28,-632.9113924050632,4.5402254178119374,0.34976710581647386,WT,intron1,hybrid,1092
29,-582.2784810126582,4.432527703048255,0.33241712142530827,WT,intron1,hybrid,1092
30,-531.6455696202531,4.317748976320719,0.30598597161011165,WT,intron1,hybrid,1092
31,-481.0126582278481,4.297773490234463,0.30049477678396064,WT,intron1,hybrid,1092
32,-430.37974683544303,4.280985864141776,0.29996337069118995,WT,intron1,hybrid,1092
33,-379.746835443038,4.310108600779185,0.29546064794837995,WT,intron1,hybrid,1092
34,-329.11392405063293,4.297532565893562,0.2935426909686857,WT,intron1,hybrid,1092
35,-278.4810126582279,4.276859703422029,0.3130338997817574,WT,intron1,hybrid,1092
36,-227.84810126582283,4.319369511241878,0.33713035734854163,WT,intron1,hybrid,1092
37,-177.21518987341778,4.318876369853159,0.34908161164376295,WT,intron1,hybrid,1092
38,-126.58227848101274,4.3216277978206294,0.33673391888978277,WT,intron1,hybrid,1092
39,-75.94936708860769,4.382720421685841,0.31662783756383056,WT,intron1,hybrid,1092
40,-25.316455696202638,4.363540562651824,0.30140999434448107,WT,intron1,hybrid,1092
41,25.31645569620241,4.414061472068048,0.2924619109428844,WT,intron1,hybrid,1092
42,75.94936708860769,4.4242543201772575,0.2888978748819125,WT,intron1,hybrid,1092
43,126.58227848101251,4.422210691307781,0.2778535012187331,WT,intron1,hybrid,1092
44,177.21518987341778,4.398533997791154,0.2620373895728984,WT,intron1,hybrid,1092
45,227.8481012658226,4.385550949730716,0.26543766767644095,WT,intron1,hybrid,1092
46,278.4810126582279,4.386389644253676,0.2721860142577431,WT,intron1,hybrid,1092
47,329.1139240506327,4.36902292428727,0.2832293127266558,WT,intron1,hybrid,1092
48,379.746835443038,4.419917228613436,0.2935489548435201,WT,intron1,hybrid,1092
49,430.37974683544326,4.528566369862638,0.32622756465254027,WT,intron1,hybrid,1092
50,481.0126582278481,4.632527672176833,0.34606219678650635,WT,intron1,hybrid,1092
51,531.6455696202534,4.733063655345722,0.37160177967914126,WT,intron1,hybrid,1092
52,582.2784810126582,4.887363743199097,0.4028381427469008,WT,intron1,hybrid,1092
53,632.9113924050635,4.9905569981611695,0.4206753883992683,WT,intron1,hybrid,1092
54,683.5443037974683,5.015941047822017,0.4296115426197426,WT,intron1,hybrid,1092
55,734.1772151898736,5.0272918906243875,0.4502732647098107,WT,intron1,hybrid,1092
56,784.8101265822784,4.984763112057988,0.4535785192581142,WT,intron1,hybrid,1092
57,835.4430379746836,4.986926225066476,0.4538059774446996,WT,intron1,hybrid,1092
58,886.0759493670885,4.950692104844237,0.4354493895418953,WT,intron1,hybrid,1092
59,936.7088607594937,4.825283373174359,0.40689836122545336,WT,intron1,hybrid,1092
60,987.3417721518986,4.679579954115317,0.3728136549204252,WT,intron1,hybrid,1092
61,1037.9746835443038,4.482157487236828,0.339044034905767,WT,intron1,hybrid,1092
62,1088.6075949367087,4.268125083776184,0.3189054496151917,WT,intron1,hybrid,1092
63,1139.240506329114,4.157967989002974,0.32426694661081723,WT,intron1,hybrid,1092
64,1189.8734177215188,4.174643081583819,0.34353490082126903,WT,intron1,hybrid,1092
65,1240.506329113924,4.037510528098678,0.34002667564630834,WT,intron1,hybrid,1092
66,1291.1392405063293,3.870391159045245,0.3120373974718877,WT,intron1,hybrid,1092
67,1341.7721518987341,3.759551088610557,0.2881128477367276,WT,intron1,hybrid,1092
68,1392.4050632911394,3.6039875362738876,0.2545757494737903,WT,intron1,hybrid,1092
69,1443.0379746835442,3.4318301838490846,0.2276516790324605,WT,intron1,hybrid,1092
70,1493.6708860759495,3.364849339942647,0.22122762173923913,WT,intron1,hybrid,1092
71,1544.3037974683543,3.319426844937315,0.21538855433408352,WT,intron1,hybrid,1092
72,1594.9367088607596,3.307672248720686,0.20967909390621878,WT,intron1,hybrid,1092
73,1645.5696202531644,3.2292892253384338,0.20278505330260327,WT,intron1,hybrid,1092
74,1696.2025316455697,3.1633888958923984,0.21207991886045363,WT,intron1,hybrid,1092
75,1746.8354430379745,3.1360161273710894,0.23665658573224124,WT,intron1,hybrid,1092
76,1797.4683544303798,3.15201646120557,0.2785395335034932,WT,intron1,hybrid,1092
77,1848.1012658227846,3.209809893825261,0.3015230400497624,WT,intron1,hybrid,1092
78,1898.73417721519,3.286229022329398,0.31351701736289517,WT,intron1,hybrid,1092
79,1949.3670886075947,3.3177561736550816,0.30726618384687476,WT,intron1,hybrid,1092
80,2000,3.376535513601169,0.28930114363752435,WT,intron1,hybrid,1092
1,-2000,1.8555488564264373,0.04631143633249108,WT,intron1,none,12787
2,-1949.367088607595,1.8494158374878888,0.04588343534711242,WT,intron1,none,12787
3,-1898.73417721519,1.8394210326989953,0.04540575980412722,WT,intron1,none,12787
4,-1848.1012658227849,1.805170087543343,0.04384471389372388,WT,intron1,none,12787
5,-1797.4683544303798,1.768104502016405,0.041981146773900906,WT,intron1,none,12787
6,-1746.8354430379748,1.7432251667525147,0.039633830556332364,WT,intron1,none,12787
7,-1696.2025316455697,1.7370905449849299,0.04057792136036136,WT,intron1,none,12787
8,-1645.5696202531644,1.7312342191570893,0.041055536996661,WT,intron1,none,12787
9,-1594.9367088607596,1.7100330171756988,0.040410523452568306,WT,intron1,none,12787
10,-1544.3037974683543,1.6865028578237948,0.03866821637463552,WT,intron1,none,12787
11,-1493.6708860759495,1.6553821968803248,0.03661042294992587,WT,intron1,none,12787
12,-1443.0379746835442,1.624068254168145,0.03459694982037008,WT,intron1,none,12787
13,-1392.4050632911392,1.611019662857541,0.032428130248192716,WT,intron1,none,12787
14,-1341.7721518987341,1.6031389406567798,0.03146798126587693,WT,intron1,none,12787
15,-1291.139240506329,1.5891188093654158,0.03174734574452914,WT,intron1,none,12787
16,-1240.506329113924,1.5743766986047552,0.03181073987136214,WT,intron1,none,12787
17,-1189.873417721519,1.552618027901436,0.030664949980417158,WT,intron1,none,12787
18,-1139.240506329114,1.5174225206911247,0.029269157236996406,WT,intron1,none,12787
19,-1088.607594936709,1.4951402278444632,0.028785624093825814,WT,intron1,none,12787
20,-1037.9746835443038,1.485861313819798,0.02815862832060749,WT,intron1,none,12787
21,-987.3417721518988,1.460955614548841,0.02803901523140151,WT,intron1,none,12787
22,-936.7088607594937,1.431368189483222,0.027160673214606558,WT,intron1,none,12787
23,-886.0759493670887,1.404611900969443,0.025312560743024362,WT,intron1,none,12787
24,-835.4430379746836,1.381729760148137,0.02338406057279099,WT,intron1,none,12787
25,-784.8101265822784,1.352660570406866,0.020666934696231556,WT,intron1,none,12787
26,-734.1772151898733,1.325728577158167,0.01836519565719155,WT,intron1,none,12787
27,-683.5443037974683,1.2946204812967914,0.016330301103725863,WT,intron1,none,12787
28,-632.9113924050632,1.266379550219945,0.015025851852648969,WT,intron1,none,12787
29,-582.2784810126582,1.2496987832614213,0.014777616653451777,WT,intron1,none,12787
30,-531.6455696202531,1.2337113174473628,0.014156431672013352,WT,intron1,none,12787
31,-481.0126582278481,1.2163333597058004,0.013245622980266658,WT,intron1,none,12787
32,-430.37974683544303,1.2053071974970477,0.012658618087716605,WT,intron1,none,12787
33,-379.746835443038,1.203165008238109,0.012318238356647943,WT,intron1,none,12787
34,-329.11392405063293,1.1973661993200728,0.012090492690230515,WT,intron1,none,12787
35,-278.4810126582279,1.1912979671700987,0.011956024728632327,WT,intron1,none,12787
36,-227.84810126582283,1.1822576584850708,0.011625867270020787,WT,intron1,none,12787
37,-177.21518987341778,1.1709318201015422,0.011445887653451451,WT,intron1,none,12787
38,-126.58227848101274,1.1653447252194715,0.011331014851400742,WT,intron1,none,12787
39,-75.94936708860769,1.1659376792655398,0.011323488921002246,WT,intron1,none,12787
40,-25.316455696202638,1.1678339027583584,0.011335651659281723,WT,intron1,none,12787
41,25.31645569620241,1.1650338571487442,0.01130008577656024,WT,intron1,none,12787
42,75.94936708860769,1.1552189023449846,0.011238749704221571,WT,intron1,none,12787
43,126.58227848101251,1.1611045518911545,0.011257946328654421,WT,intron1,none,12787
44,177.21518987341778,1.1722179161953652,0.01134800894913217,WT,intron1,none,12787
45,227.8481012658226,1.1892074069178407,0.011617600947450048,WT,intron1,none,12787
46,278.4810126582279,1.1985099590232653,0.011775004125434,WT,intron1,none,12787
47,329.1139240506327,1.2083000808670585,0.011989536143300273,WT,intron1,none,12787
48,379.746835443038,1.2161767292946952,0.012129832462211115,WT,intron1,none,12787
49,430.37974683544326,1.2240823749126406,0.012525493567321314,WT,intron1,none,12787
50,481.0126582278481,1.2377566945553138,0.013006311622710973,WT,intron1,none,12787
51,531.6455696202534,1.2544256499593047,0.013700640321485675,WT,intron1,none,12787
52,582.2784810126582,1.268959287405481,0.014391893093160833,WT,intron1,none,12787
53,632.9113924050635,1.2919793677443914,0.015424038585049833,WT,intron1,none,12787
54,683.5443037974683,1.3092937225465453,0.016329568300499003,WT,intron1,none,12787
55,734.1772151898736,1.3262415836322752,0.0174053716807704,WT,intron1,none,12787
56,784.8101265822784,1.3503580750693238,0.01843098437167612,WT,intron1,none,12787
57,835.4430379746836,1.3630702331239966,0.01965055964476628,WT,intron1,none,12787
58,886.0759493670885,1.3811859602317225,0.021147339828240883,WT,intron1,none,12787
59,936.7088607594937,1.4069768463924528,0.02284045234825089,WT,intron1,none,12787
60,987.3417721518986,1.4363512267086642,0.024890881143700683,WT,intron1,none,12787
61,1037.9746835443038,1.4693541855204248,0.026970521371649802,WT,intron1,none,12787
62,1088.6075949367087,1.4927080573948386,0.028198500717222748,WT,intron1,none,12787
63,1139.240506329114,1.5088496031544454,0.029055271670303896,WT,intron1,none,12787
64,1189.8734177215188,1.536978852935712,0.0310710422008749,WT,intron1,none,12787
65,1240.506329113924,1.556257292550723,0.03252634342504166,WT,intron1,none,12787
66,1291.1392405063293,1.593162486646177,0.03460466786111269,WT,intron1,none,12787
67,1341.7721518987341,1.6215480086442886,0.035377375043802305,WT,intron1,none,12787
68,1392.4050632911394,1.6375359854489182,0.03604451822735625,WT,intron1,none,12787
69,1443.0379746835442,1.6622885091093726,0.036830274092394415,WT,intron1,none,12787
70,1493.6708860759495,1.6819685802326028,0.03768215031863757,WT,intron1,none,12787
71,1544.3037974683543,1.6907064605493014,0.0389639809629616,WT,intron1,none,12787
72,1594.9367088607596,1.7027244056127868,0.04258326527817541,WT,intron1,none,12787
73,1645.5696202531644,1.7187779663764067,0.046967669332985365,WT,intron1,none,12787
74,1696.2025316455697,1.7453332971835076,0.051375354742167145,WT,intron1,none,12787
75,1746.8354430379745,1.7697376763556445,0.053333961458176045,WT,intron1,none,12787
76,1797.4683544303798,1.7832680099322968,0.053654318772197486,WT,intron1,none,12787
77,1848.1012658227846,1.7874339531153052,0.05269237581975592,WT,intron1,none,12787
78,1898.73417721519,1.7883677938943754,0.04850369988173964,WT,intron1,none,12787
79,1949.3670886075947,1.785531087552172,0.04428892721093804,WT,intron1,none,12787
80,2000,1.8066839279175477,0.04331381053686534,WT,intron1,none,12787
1,-2000,3.30085300278306,0.051588675480198035,WT,enhancer,parallel,16000
2,-1949.367088607595,3.328692660705596,0.05224619494538244,WT,enhancer,parallel,16000
3,-1898.73417721519,3.3577507868153353,0.053511148375402474,WT,enhancer,parallel,16000
4,-1848.1012658227849,3.41427512507389,0.05635512587746,WT,enhancer,parallel,16000
5,-1797.4683544303798,3.4701574776967368,0.059270133684774094,WT,enhancer,parallel,16000
6,-1746.8354430379748,3.52165886498183,0.061228921037871496,WT,enhancer,parallel,16000
7,-1696.2025316455697,3.5800617698357007,0.06223969413680572,WT,enhancer,parallel,16000
8,-1645.5696202531644,3.6482440415719153,0.06341754882102471,WT,enhancer,parallel,16000
9,-1594.9367088607596,3.7259955138816436,0.06680401633280451,WT,enhancer,parallel,16000
10,-1544.3037974683543,3.781918379628261,0.07012193425377196,WT,enhancer,parallel,16000
11,-1493.6708860759495,3.8498402824308973,0.07362971282402152,WT,enhancer,parallel,16000
12,-1443.0379746835442,3.9410474296441675,0.07534152815482537,WT,enhancer,parallel,16000
13,-1392.4050632911392,4.034699936803927,0.07562100953142398,WT,enhancer,parallel,16000
14,-1341.7721518987341,4.145749864605566,0.07646624641361588,WT,enhancer,parallel,16000
15,-1291.139240506329,4.231335734056979,0.0754896843780088,WT,enhancer,parallel,16000
16,-1240.506329113924,4.330868845284979,0.07479698272273891,WT,enhancer,parallel,16000
17,-1189.873417721519,4.463253075252125,0.07777259178487295,WT,enhancer,parallel,16000
18,-1139.240506329114,4.623724664056251,0.0828983684889235,WT,enhancer,parallel,16000
19,-1088.607594936709,4.791187252432953,0.08808751469079694,WT,enhancer,parallel,16000
20,-1037.9746835443038,4.957084491211126,0.09132094871977331,WT,enhancer,parallel,16000
21,-987.3417721518988,5.128289851110577,0.09366596602103672,WT,enhancer,parallel,16000
22,-936.7088607594937,5.308081586667498,0.09595821272893001,WT,enhancer,parallel,16000
23,-886.0759493670887,5.494776741010298,0.09779768619268799,WT,enhancer,parallel,16000
24,-835.4430379746836,5.696227211141189,0.09889722798772752,WT,enhancer,parallel,16000
25,-784.8101265822784,5.93884256021743,0.099294110298255,WT,enhancer,parallel,16000
26,-734.1772151898733,6.141566709241668,0.0986760429714488,WT,enhancer,parallel,16000
27,-683.5443037974683,6.352718700429201,0.09784225933688862,WT,enhancer,parallel,16000
28,-632.9113924050632,6.573980824526747,0.09642014700930274,WT,enhancer,parallel,16000
29,-582.2784810126582,6.809214064193169,0.09528019835332643,WT,enhancer,parallel,16000
30,-531.6455696202531,7.047913972362131,0.09463464357029813,WT,enhancer,parallel,16000
31,-481.0126582278481,7.304896697196613,0.0954268828978313,WT,enhancer,parallel,16000
32,-430.37974683544303,7.5563629221623145,0.09715644365192862,WT,enhancer,parallel,16000
33,-379.746835443038,7.8142235021057225,0.09910330702801418,WT,enhancer,parallel,16000
34,-329.11392405063293,8.067862112691602,0.1004156611228325,WT,enhancer,parallel,16000
35,-278.4810126582279,8.286461496752997,0.10050948669348789,WT,enhancer,parallel,16000
36,-227.84810126582283,8.48896633568878,0.101454980469694,WT,enhancer,parallel,16000
37,-177.21518987341778,8.67993722038726,0.1030271128132448,WT,enhancer,parallel,16000
38,-126.58227848101274,8.892198847035418,0.10548372541373974,WT,enhancer,parallel,16000
39,-75.94936708860769,9.066904568788608,0.10649147017323601,WT,enhancer,parallel,16000
40,-25.316455696202638,9.179627172953287,0.10805549806623305,WT,enhancer,parallel,16000
41,25.31645569620241,9.180966525216798,0.10931648572284934,WT,enhancer,parallel,16000
42,75.94936708860769,9.074890778786093,0.10903885929660109,WT,enhancer,parallel,16000
43,126.58227848101251,8.922878289540758,0.10737666402338283,WT,enhancer,parallel,16000
44,177.21518987341778,8.773544333857398,0.10574382599212075,WT,enhancer,parallel,16000
45,227.8481012658226,8.615998994289637,0.10361685242791477,WT,enhancer,parallel,16000
46,278.4810126582279,8.43095753066639,0.10326768444179193,WT,enhancer,parallel,16000
47,329.1139240506327,8.237542886098922,0.10375400515123116,WT,enhancer,parallel,16000
48,379.746835443038,8.073496303656547,0.10407628295954678,WT,enhancer,parallel,16000
49,430.37974683544326,7.890698686018784,0.10510216307001062,WT,enhancer,parallel,16000
50,481.0126582278481,7.6705015297807755,0.10635515496375295,WT,enhancer,parallel,16000
51,531.6455696202534,7.438248909464032,0.10862513494710414,WT,enhancer,parallel,16000
52,582.2784810126582,7.178776122487883,0.10958083616591084,WT,enhancer,parallel,16000
53,632.9113924050635,6.923530393675367,0.10920256314016133,WT,enhancer,parallel,16000
54,683.5443037974683,6.640334706466695,0.10764426345928063,WT,enhancer,parallel,16000
55,734.1772151898736,6.372418302849581,0.10499793071493238,WT,enhancer,parallel,16000
56,784.8101265822784,6.096710642092427,0.10135450035409702,WT,enhancer,parallel,16000
57,835.4430379746836,5.834819241264065,0.0969619234165543,WT,enhancer,parallel,16000
58,886.0759493670885,5.5712573508822425,0.09198413860083947,WT,enhancer,parallel,16000
59,936.7088607594937,5.371439724161178,0.08936446726917666,WT,enhancer,parallel,16000
60,987.3417721518986,5.195615072001914,0.08796842074410953,WT,enhancer,parallel,16000
61,1037.9746835443038,5.0221849445948505,0.0862488636603366,WT,enhancer,parallel,16000
62,1088.6075949367087,4.856461169170191,0.0846356535571533,WT,enhancer,parallel,16000
63,1139.240506329114,4.715108044484059,0.08293571111396175,WT,enhancer,parallel,16000
64,1189.8734177215188,4.570243347917497,0.08036023476526115,WT,enhancer,parallel,16000
65,1240.506329113924,4.403287609881262,0.0761290204232355,WT,enhancer,parallel,16000
66,1291.1392405063293,4.267231304223538,0.07224167846519414,WT,enhancer,parallel,16000
67,1341.7721518987341,4.169891464172105,0.06968450221409489,WT,enhancer,parallel,16000
68,1392.4050632911394,4.067504260179649,0.06706172593009149,WT,enhancer,parallel,16000
69,1443.0379746835442,3.990626097938617,0.06496290338073361,WT,enhancer,parallel,16000
70,1493.6708860759495,3.90903721763134,0.06383140046594359,WT,enhancer,parallel,16000
71,1544.3037974683543,3.835591801218341,0.06519963166757962,WT,enhancer,parallel,16000
72,1594.9367088607596,3.771439952366352,0.06524454376886084,WT,enhancer,parallel,16000
73,1645.5696202531644,3.7154734256189066,0.06369466216913244,WT,enhancer,parallel,16000
74,1696.2025316455697,3.6643841131724915,0.06421434843207534,WT,enhancer,parallel,16000
75,1746.8354430379745,3.605507435738792,0.06489089731615603,WT,enhancer,parallel,16000
76,1797.4683544303798,3.5739956280430656,0.06630644173933925,WT,enhancer,parallel,16000
77,1848.1012658227846,3.5353344868238765,0.06553903016030646,WT,enhancer,parallel,16000
78,1898.73417721519,3.4940199984828633,0.06379062508927223,WT,enhancer,parallel,16000
79,1949.3670886075947,3.4417106916570166,0.06126364422524485,WT,enhancer,parallel,16000
80,2000,3.380303889209976,0.058547518309514636,WT,enhancer,parallel,16000
1,-2000,2.8077829051592653,0.13685635858944165,WT,enhancer,antiparallel,1728
2,-1949.367088607595,2.7429746989675876,0.12539437193275932,WT,enhancer,antiparallel,1728
3,-1898.73417721519,2.691459201268024,0.11291701243605538,WT,enhancer,antiparallel,1728
4,-1848.1012658227849,2.665890210924417,0.10291579456814891,WT,enhancer,antiparallel,1728
5,-1797.4683544303798,2.675304888771088,0.09803430550101094,WT,enhancer,antiparallel,1728
6,-1746.8354430379748,2.7213618942428335,0.09906009549575982,WT,enhancer,antiparallel,1728
7,-1696.2025316455697,2.765784955509467,0.10474536035359866,WT,enhancer,antiparallel,1728
8,-1645.5696202531644,2.8105189834475333,0.11269357341903646,WT,enhancer,antiparallel,1728
9,-1594.9367088607596,2.9028667056298367,0.12461929630918675,WT,enhancer,antiparallel,1728
10,-1544.3037974683543,2.9715162239278907,0.13312219744894596,WT,enhancer,antiparallel,1728
11,-1493.6708860759495,3.0404058384090478,0.13980330576577277,WT,enhancer,antiparallel,1728
12,-1443.0379746835442,3.0990077698442304,0.14671600433058796,WT,enhancer,antiparallel,1728
13,-1392.4050632911392,3.1858629110598087,0.15711643480339643,WT,enhancer,antiparallel,1728
14,-1341.7721518987341,3.3045526945407007,0.17116890276359129,WT,enhancer,antiparallel,1728
15,-1291.139240506329,3.4391858632526833,0.19065581793964473,WT,enhancer,antiparallel,1728
16,-1240.506329113924,3.555994330936192,0.1988984173338972,WT,enhancer,antiparallel,1728
17,-1189.873417721519,3.6811672563101223,0.20710351434620186,WT,enhancer,antiparallel,1728
18,-1139.240506329114,3.884881033770924,0.22223501541420598,WT,enhancer,antiparallel,1728
19,-1088.607594936709,4.064382244564685,0.2391331202257972,WT,enhancer,antiparallel,1728
20,-1037.9746835443038,4.225291045424931,0.24969047023969976,WT,enhancer,antiparallel,1728
21,-987.3417721518988,4.369367613980984,0.2572025397292913,WT,enhancer,antiparallel,1728
22,-936.7088607594937,4.530942334125255,0.2655205118807123,WT,enhancer,antiparallel,1728
23,-886.0759493670887,4.724592691727074,0.2784695624290759,WT,enhancer,antiparallel,1728
24,-835.4430379746836,4.950648102404803,0.28739828970599246,WT,enhancer,antiparallel,1728
25,-784.8101265822784,5.157346199736643,0.2756590510878684,WT,enhancer,antiparallel,1728
26,-734.1772151898733,5.387625724693048,0.2649258233582784,WT,enhancer,antiparallel,1728
27,-683.5443037974683,5.6018871124134755,0.25987566817229185,WT,enhancer,antiparallel,1728
28,-632.9113924050632,5.907998543003643,0.2643646832578963,WT,enhancer,antiparallel,1728
