genotype,stratify_by,signal,quartile,position,mean,sem,n
dKO,G4_quartile,S9.6 (R-loop),Q1,-949.4949494949497,0.6626029204129458,0.02548891933035641,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-909.0909090909092,0.6630934286430233,0.025752230369797353,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-868.6868686868688,0.6641738551397983,0.025861446981325906,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-828.2828282828284,0.6520552527252409,0.02597818345193635,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-787.878787878788,0.647116024919194,0.025875388466310916,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-747.4747474747476,0.6585588965285374,0.02623488149923672,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-707.0707070707072,0.6628473541744477,0.02617169104146043,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-666.6666666666667,0.6571448958348483,0.025617500312899572,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-626.2626262626263,0.6572067983235186,0.02555991283354719,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-585.8585858585859,0.6271656056347532,0.024767022993434726,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-545.4545454545455,0.6160551790035909,0.025464183919094864,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-505.0505050505051,0.609613526183562,0.02583581585710834,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-464.64646464646466,0.6065140757908623,0.025521385237938385,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-424.24242424242425,0.6282085997190673,0.02578437829367496,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-383.83838383838383,0.6549395988034882,0.025735268091325758,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-343.43434343434365,0.6574502199916056,0.02555150734152036,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-303.03030303030323,0.6501301554449923,0.02506260101695607,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-262.6262626262628,0.6555561044673343,0.025659470586532476,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-222.2222222222224,0.6675796552246178,0.026615773838211926,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-181.81818181818198,0.6833491034415748,0.02735700310137537,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-141.41414141414157,0.6906990530547589,0.026934439464965185,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-101.01010101010115,0.6838026327765878,0.026264336610867394,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-60.60606060606074,0.6842952949414753,0.0260030110769035,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,-20.20202020202032,0.6783413434870684,0.02619564207904392,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,20.202020202020094,0.6614116749851032,0.026557821651848022,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,60.60606060606051,0.6812984582259716,0.02712887821215073,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,101.0101010101007,0.6856977604715649,0.026822402925094434,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,141.41414141414134,0.6789524060598198,0.026517345137021395,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,181.81818181818153,0.6614317853933266,0.026238610677738545,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,222.22222222222217,0.6523767743901636,0.025291350836654677,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,262.62626262626236,0.668111398481079,0.02560006059189568,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,303.030303030303,0.6707051128937475,0.02560919004692667,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,343.4343434343432,0.6572741744001248,0.024951208533840755,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,383.83838383838383,0.6285105746785776,0.024286220035659552,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,424.242424242424,0.6313112776406707,0.024374661061583983,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,464.64646464646466,0.6412082124036402,0.025116463599249884,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,505.05050505050485,0.6471632179364253,0.02543560442153571,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,545.4545454545455,0.6555642071136841,0.02536529696877541,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,585.8585858585857,0.6749420357996859,0.026155649483047175,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,626.2626262626259,0.6775651186568868,0.026494993708791017,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,666.6666666666665,0.677449984489576,0.026635667923902862,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,707.0707070707067,0.6874539669869563,0.02719635842995671,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,747.4747474747473,0.6924279422359209,0.026470057176875325,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,787.8787878787875,0.6688034597440813,0.026253485975639198,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,828.2828282828282,0.6653911763060519,0.026661944810146707,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,868.6868686868684,0.652485479095387,0.026190031702391984,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,909.090909090909,0.6457417230024548,0.025499786320668294,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,949.4949494949492,0.6481904216296368,0.025293970030974708,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,989.8989898989898,0.6471056712650419,0.025016425691437635,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1030.30303030303,0.6605328405240255,0.025626627644662843,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1070.7070707070707,0.6708176201853743,0.027415473560554713,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1111.1111111111109,0.6723472157680754,0.027691560670733292,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1151.5151515151515,0.6601118049951145,0.025574376874780605,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1191.9191919191917,0.646812290814014,0.025136550943815474,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1232.3232323232323,0.6392928994640976,0.02499310697354031,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1272.7272727272725,0.6355981310993881,0.024728443169503775,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1313.1313131313127,0.6385998063908179,0.024643845540359543,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1353.5353535353534,0.6472365470624181,0.025239753774267383,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1393.9393939393935,0.6595371153176113,0.026329235925252433,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1434.3434343434342,0.6772549490506921,0.02670757574942757,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1474.7474747474744,0.6827151237014086,0.02646686338426641,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1515.151515151515,0.6916799472036135,0.026471030780782934,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1555.5555555555552,0.6977821595534335,0.026477905318062517,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1595.9595959595958,0.706337949447762,0.026567730410411765,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1636.363636363636,0.7294996240203322,0.02710601519154923,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1676.7676767676767,0.7562854653685959,0.027442117774799792,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1717.1717171717169,0.755823794152444,0.027957662849615005,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1757.5757575757575,0.7552100098095975,0.02799080342242607,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1797.9797979797977,0.758607160244521,0.028044446337502246,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1838.3838383838383,0.7641672496209124,0.028068191027426522,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1878.7878787878785,0.7642302550401366,0.02822285096203847,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1919.1919191919187,0.752880294958812,0.028157634063758676,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,1959.5959595959594,0.778044186698476,0.02871708095043614,6117
dKO,G4_quartile,S9.6 (R-loop),Q1,2000,0.8025274741011151,0.029441092033819102,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-2000,0.9209786035121447,0.03170597205656039,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1959.5959595959596,0.9339809863825678,0.03199478426869373,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1919.1919191919192,0.9255561055087493,0.032041949220986785,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1878.7878787878788,0.9191931498165822,0.031890672842479616,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1838.3838383838383,0.9271666454758566,0.03195107337396896,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1797.979797979798,0.9099528677689667,0.03164682093675468,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1757.5757575757575,0.8782956367841057,0.03132706708394001,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1717.1717171717173,0.844973037372616,0.03079321997168247,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1676.7676767676767,0.8443668406418529,0.03048145104232059,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1636.3636363636365,0.8598428791299794,0.03071352426008826,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1595.9595959595958,0.8632991745396457,0.030759973454206748,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1555.5555555555557,0.8682416271897185,0.030653739700656376,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1515.1515151515152,0.8848540586409612,0.030720446975828975,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1474.7474747474748,0.8824091597172603,0.03031795057293815,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1434.3434343434344,0.8703454389604065,0.030236493854215316,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1393.939393939394,0.8730554478550505,0.03022653774966645,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1353.5353535353536,0.8576114587890646,0.030448663905397366,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1313.1313131313132,0.8731445854337738,0.031164873441261984,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1272.7272727272727,0.901507862775869,0.03278426283692234,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1232.3232323232323,0.9279162487360819,0.03880973679920375,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1191.919191919192,0.9498307822404888,0.04835385892471049,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1151.5151515151515,0.9477302461640262,0.04051073914911086,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1111.1111111111113,0.8880307673719303,0.03318303631622794,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1070.7070707070707,0.8787117921081556,0.03251811341364898,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-1030.3030303030305,0.890572367955988,0.03264422411095663,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-989.89898989899,0.8733657014854497,0.032787265253280816,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-949.4949494949497,0.8698826992949646,0.03167562241551075,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-909.0909090909092,0.860416466332308,0.030343752011742366,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-868.6868686868688,0.8416578502343528,0.029831530873255383,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-828.2828282828284,0.8785520064787297,0.031069458457118664,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-787.878787878788,0.8902426340537286,0.03129648801780096,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-747.4747474747476,0.8835200913602628,0.031708106624918846,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-707.0707070707072,0.9008968138137319,0.03270607427551222,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-666.6666666666667,0.8866091982951252,0.03239158592354261,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-626.2626262626263,0.8688734599337864,0.031216023823705592,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-585.8585858585859,0.8660618967897216,0.031436794727664336,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-545.4545454545455,0.8622704350468241,0.03219619524995348,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-505.0505050505051,0.8552719570259989,0.032389262885032306,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-464.64646464646466,0.8465825017835807,0.03213400621352593,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-424.24242424242425,0.8502300098135492,0.032569428885726476,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-383.83838383838383,0.8553783992429952,0.032136824204477436,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-343.43434343434365,0.8711966479506714,0.0327070513385206,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-303.03030303030323,0.9019125074732115,0.03372236142133406,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-262.6262626262628,0.895278522384483,0.03316357398500475,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-222.2222222222224,0.8988608936109296,0.03329086474107209,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-181.81818181818198,0.8869872335576382,0.032573582143406936,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-141.41414141414157,0.8853435376259693,0.03159862024496493,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-101.01010101010115,0.8855429060026501,0.031698277583584185,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-60.60606060606074,0.8790110190575304,0.03127482050241915,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,-20.20202020202032,0.867208040785947,0.03133112900619429,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,20.202020202020094,0.8630721893253392,0.031104014069099566,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,60.60606060606051,0.8766742669577713,0.03174186737473096,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,101.0101010101007,0.8532925657146065,0.0308548045239239,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,141.41414141414134,0.8638570840619582,0.03076288512045792,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,181.81818181818153,0.8686795923317692,0.03254171193025298,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,222.22222222222217,0.8545653146939622,0.03315333981984958,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,262.62626262626236,0.8464776873141752,0.03259185383919612,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,303.030303030303,0.8266104089492616,0.030731049675107803,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,343.4343434343432,0.8153869687745765,0.02938553242194459,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,383.83838383838383,0.8255202142709012,0.029303394528343272,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,424.242424242424,0.816828058301339,0.029258502086713892,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,464.64646464646466,0.8340998962840401,0.02993191746064163,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,505.05050505050485,0.851009454294721,0.03043320266096937,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,545.4545454545455,0.8753297818548875,0.031124860274879592,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,585.8585858585857,0.8853467945926534,0.0315237653524078,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,626.2626262626259,0.8785868229194893,0.03165092853704699,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,666.6666666666665,0.8868846151536869,0.03235295362998658,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,707.0707070707067,0.9101608814244865,0.032720254631466134,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,747.4747474747473,0.9218411078560961,0.0331330671803156,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,787.8787878787875,0.9204869261826598,0.03260739261923877,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,828.2828282828282,0.9246016142182321,0.0323784075465329,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,868.6868686868684,0.9280193899983636,0.03224772745690053,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,909.090909090909,0.9325240846398162,0.03227214614385424,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,949.4949494949492,0.9351210971603655,0.03235467258406603,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,989.8989898989898,0.9290954839334201,0.032601425814140585,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1030.30303030303,0.944447741371499,0.03415269175401692,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1070.7070707070707,0.9445558094688349,0.035015199630946695,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1111.1111111111109,0.9531170472044321,0.0357204153478111,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1151.5151515151515,0.9551262956996831,0.03441980131248274,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1191.9191919191917,0.9300633863546149,0.032332785291349884,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1232.3232323232323,0.9006968080542985,0.031630048489132465,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1272.7272727272725,0.8649021389797448,0.03059662995813658,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1313.1313131313127,0.8620319264070254,0.030854556676814606,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1353.5353535353534,0.8635555969654739,0.030408807314307736,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1393.9393939393935,0.8693986997751436,0.030314021830988653,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1434.3434343434342,0.8521165233276351,0.029732877958390563,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1474.7474747474744,0.8393771128941928,0.030020800890061188,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1515.151515151515,0.8293714816177792,0.03058087832257145,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1555.5555555555552,0.8402559145051607,0.030952167472350686,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1595.9595959595958,0.8702954928476833,0.032140419438354224,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1636.363636363636,0.8846417581858281,0.032511913461870094,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1676.7676767676767,0.8957788327359598,0.032244381751095653,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1717.1717171717169,0.8868189128387501,0.032149385634992964,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1757.5757575757575,0.8772723097143771,0.03140352242914818,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1797.9797979797977,0.8704427446980848,0.03087932790110114,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1838.3838383838383,0.8320901465107854,0.029895483867004042,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1878.7878787878785,0.8375720368565619,0.030285245138083082,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1919.1919191919187,0.8532137741091773,0.03054736690466295,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,1959.5959595959594,0.8566407591143426,0.031058697627310762,6117
dKO,G4_quartile,S9.6 (R-loop),Q2,2000,0.8691711062720974,0.03227284454432778,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-2000,0.9807139577920928,0.04116859598759346,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1959.5959595959596,0.9611552723610557,0.040868233125373195,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1919.1919191919192,0.9209189058533206,0.03710151350477126,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1878.7878787878788,0.9000277047754369,0.035136917279420476,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1838.3838383838383,0.8976371087141067,0.03511868182042273,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1797.979797979798,0.8786944075834655,0.03378607533035125,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1757.5757575757575,0.8693286861331024,0.03498398072530932,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1717.1717171717173,0.8757101151461428,0.03655526717861882,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1676.7676767676767,0.8627452116180112,0.03557908848264407,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1636.3636363636365,0.8709294576555296,0.033730571575327085,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1595.9595959595958,0.8635349603650637,0.03194151810332079,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1555.5555555555557,0.8605229105535318,0.031141403042575858,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1515.1515151515152,0.8626956561506557,0.031575614161360635,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1474.7474747474748,0.8714198751515058,0.03180582863627409,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1434.3434343434344,0.8757322973652362,0.031138397275505922,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1393.939393939394,0.8715258290675594,0.030410452776899615,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1353.5353535353536,0.8520860711646395,0.029633383563429604,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1313.1313131313132,0.834922837205443,0.028686388976330957,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1272.7272727272727,0.8131028429908563,0.028402946546371145,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1232.3232323232323,0.8072260488132362,0.02909980695729395,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1191.919191919192,0.8163489328249681,0.03008307310173976,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1151.5151515151515,0.817396739201938,0.030859382797074706,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1111.1111111111113,0.8137356387979368,0.030429320552422666,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1070.7070707070707,0.8237075534256515,0.030227965508525186,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-1030.3030303030305,0.8309548022971021,0.029888923341255657,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-989.89898989899,0.8238689013665194,0.030158656834679505,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-949.4949494949497,0.8367707505554522,0.029764502205951948,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-909.0909090909092,0.8505341363110237,0.029793531162857108,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-868.6868686868688,0.8279645409763944,0.029093266370056343,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-828.2828282828284,0.8267021286186953,0.029140389728843696,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-787.878787878788,0.8310536313488908,0.02957439978809989,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-747.4747474747476,0.8293632536963461,0.028944364785947672,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-707.0707070707072,0.842999510330267,0.029984108783398935,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-666.6666666666667,0.8453798016998731,0.029953202736667,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-626.2626262626263,0.8467850777900715,0.03117319591381312,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-585.8585858585859,0.8493277708410463,0.03174050548100347,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-545.4545454545455,0.850621636108312,0.03140984903012554,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-505.0505050505051,0.8647652949829595,0.031021084700430468,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-464.64646464646466,0.881237046176504,0.030504573432362677,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-424.24242424242425,0.8563186848191617,0.030375968448744604,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-383.83838383838383,0.8450985225028766,0.02969353851735889,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-343.43434343434365,0.8484570560117826,0.029645462230667764,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-303.03030303030323,0.8369201589030839,0.02924153921244702,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-262.6262626262628,0.8400353388096482,0.029700130005611333,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-222.2222222222224,0.8464319485153454,0.030718482655321348,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-181.81818181818198,0.8484217053946582,0.030310384857355356,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-141.41414141414157,0.8565336980307908,0.029892256900241842,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-101.01010101010115,0.8768675444135863,0.030601604165121542,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-60.60606060606074,0.8753053237278511,0.030195666269764915,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,-20.20202020202032,0.8803276666011338,0.02965611885510522,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,20.202020202020094,0.8599694006891062,0.02910914802182466,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,60.60606060606051,0.8472527743784262,0.028760031097448083,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,101.0101010101007,0.8286511599351858,0.02883401740733133,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,141.41414141414134,0.841712177698338,0.029073069838646725,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,181.81818181818153,0.8360884687403314,0.028603462985445367,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,222.22222222222217,0.8379804424057079,0.02885600724645078,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,262.62626262626236,0.8321710368663741,0.0291591294245456,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,303.030303030303,0.8264897935417255,0.028978790167820467,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,343.4343434343432,0.8235837581226958,0.02854449617859078,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,383.83838383838383,0.8297549409970472,0.028437384734706084,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,424.242424242424,0.8151463512430862,0.02765422034720822,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,464.64646464646466,0.8060505882875055,0.02778385741172278,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,505.05050505050485,0.8194864499650877,0.028780428862711874,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,545.4545454545455,0.8391684479418648,0.028993882729301108,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,585.8585858585857,0.8657874991557906,0.029489713131125885,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,626.2626262626259,0.8778534139385736,0.029874965838555822,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,666.6666666666665,0.8755128348718159,0.029744651905355832,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,707.0707070707067,0.8780234244539953,0.029294302309057958,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,747.4747474747473,0.8575956283874289,0.02886544546401375,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,787.8787878787875,0.8394888645608315,0.028822509469969317,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,828.2828282828282,0.8463830843284651,0.029186778605078047,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,868.6868686868684,0.8505814325635005,0.029474130620434136,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,909.090909090909,0.851737888821329,0.02927855472281818,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,949.4949494949492,0.8265680028866205,0.02844605185362549,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,989.8989898989898,0.8128431791608677,0.027998431341499753,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,1030.30303030303,0.8157954401059874,0.028356050583705793,6117
dKO,G4_quartile,S9.6 (R-loop),Q3,1070.7070707070707,0.8521501611077509,0.029539722201561036,6117
