ko,dz_class,genotype,bin,position,mean,sem,n
FANCJKO,stable,WT,1,-2000,3.7927866723150774,0.15478269125753275,3159
FANCJKO,stable,WT,2,-1949.367088607595,3.843946666838537,0.15163587908847553,3159
FANCJKO,stable,WT,3,-1898.73417721519,3.8523886558960996,0.14427094568867935,3159
FANCJKO,stable,WT,4,-1848.1012658227849,3.8708829262478766,0.13870760287706085,3159
FANCJKO,stable,WT,5,-1797.4683544303798,3.884680152068199,0.13701588927720118,3159
FANCJKO,stable,WT,6,-1746.8354430379748,3.904109117017462,0.1363664605053765,3159
FANCJKO,stable,WT,7,-1696.2025316455697,3.8958075524516103,0.1367049844981511,3159
FANCJKO,stable,WT,8,-1645.5696202531644,3.877029094272391,0.13706201269232843,3159
FANCJKO,stable,WT,9,-1594.9367088607596,3.881886039663244,0.13856229267250292,3159
FANCJKO,stable,WT,10,-1544.3037974683543,3.880115137179466,0.13989675254038056,3159
FANCJKO,stable,WT,11,-1493.6708860759495,3.8548963247090686,0.14296125130132975,3159
FANCJKO,stable,WT,12,-1443.0379746835442,3.85973170155222,0.14462669262153716,3159
FANCJKO,stable,WT,13,-1392.4050632911392,3.886372191680312,0.14462997791534066,3159
FANCJKO,stable,WT,14,-1341.7721518987341,3.901703056775405,0.142880873181052,3159
FANCJKO,stable,WT,15,-1291.139240506329,3.936756400243635,0.14293476554388218,3159
FANCJKO,stable,WT,16,-1240.506329113924,3.9692142082946242,0.14255780961060582,3159
FANCJKO,stable,WT,17,-1189.873417721519,3.967555216639759,0.1412711812824114,3159
FANCJKO,stable,WT,18,-1139.240506329114,3.908434550851486,0.1404860809165236,3159
FANCJKO,stable,WT,19,-1088.607594936709,3.8553442529664963,0.13943811832015876,3159
FANCJKO,stable,WT,20,-1037.9746835443038,3.7984647991003913,0.13797727883165253,3159
FANCJKO,stable,WT,21,-987.3417721518988,3.7777381087702966,0.13789092143093082,3159
FANCJKO,stable,WT,22,-936.7088607594937,3.7584631284971057,0.13463061734174908,3159
FANCJKO,stable,WT,23,-886.0759493670887,3.7423203599273096,0.12941911464759984,3159
FANCJKO,stable,WT,24,-835.4430379746836,3.7444421170811193,0.1299475912960409,3159
FANCJKO,stable,WT,25,-784.8101265822784,3.782880818081818,0.12886075323516002,3159
FANCJKO,stable,WT,26,-734.1772151898733,3.8194854253611634,0.13119136515899354,3159
FANCJKO,stable,WT,27,-683.5443037974683,3.924449910458173,0.14211863737625505,3159
FANCJKO,stable,WT,28,-632.9113924050632,4.01618497849517,0.14993223990152024,3159
FANCJKO,stable,WT,29,-582.2784810126582,4.08922357779786,0.1517818248299087,3159
FANCJKO,stable,WT,30,-531.6455696202531,4.120053964678315,0.1510471766179634,3159
FANCJKO,stable,WT,31,-481.0126582278481,4.157850053925749,0.15362929650929905,3159
FANCJKO,stable,WT,32,-430.37974683544303,4.198210530021692,0.1623661839132607,3159
FANCJKO,stable,WT,33,-379.746835443038,4.237548776648021,0.17122016410725105,3159
FANCJKO,stable,WT,34,-329.11392405063293,4.291332590650428,0.18119966415543928,3159
FANCJKO,stable,WT,35,-278.4810126582279,4.395501420143927,0.19885113115218297,3159
FANCJKO,stable,WT,36,-227.84810126582283,4.473753374291332,0.21269039289148498,3159
FANCJKO,stable,WT,37,-177.21518987341778,4.54300896045615,0.220913533934983,3159
FANCJKO,stable,WT,38,-126.58227848101274,4.588117891968812,0.22355916146593854,3159
FANCJKO,stable,WT,39,-75.94936708860769,4.557151339504177,0.21114520943290813,3159
FANCJKO,stable,WT,40,-25.316455696202638,4.4493836715420905,0.18670958167553742,3159
FANCJKO,stable,WT,41,25.31645569620241,4.394258317940343,0.16735827091940822,3159
FANCJKO,stable,WT,42,75.94936708860769,4.339399058959951,0.1520378109322868,3159
FANCJKO,stable,WT,43,126.58227848101251,4.280326465452423,0.1427058668620635,3159
FANCJKO,stable,WT,44,177.21518987341778,4.26890495477327,0.14103221598459495,3159
FANCJKO,stable,WT,45,227.8481012658226,4.28818676433521,0.1488981699857717,3159
FANCJKO,stable,WT,46,278.4810126582279,4.291274130726031,0.15685859685731324,3159
FANCJKO,stable,WT,47,329.1139240506327,4.334837553552703,0.1696829796138803,3159
FANCJKO,stable,WT,48,379.746835443038,4.376385065193001,0.1760393371863927,3159
FANCJKO,stable,WT,49,430.37974683544326,4.365138793164974,0.17066501791637456,3159
FANCJKO,stable,WT,50,481.0126582278481,4.2972943602398725,0.1666569788805715,3159
FANCJKO,stable,WT,51,531.6455696202534,4.274524584240182,0.17392475411726216,3159
FANCJKO,stable,WT,52,582.2784810126582,4.286445113053563,0.18357693683766257,3159
FANCJKO,stable,WT,53,632.9113924050635,4.276445772266972,0.1895653196247122,3159
FANCJKO,stable,WT,54,683.5443037974683,4.27235335808232,0.18709469835441672,3159
FANCJKO,stable,WT,55,734.1772151898736,4.30000975020314,0.18945456103835473,3159
FANCJKO,stable,WT,56,784.8101265822784,4.346341937558616,0.1954018451260025,3159
FANCJKO,stable,WT,57,835.4430379746836,4.363495204725937,0.2001881948894244,3159
FANCJKO,stable,WT,58,886.0759493670885,4.313612759425518,0.19663609666565868,3159
FANCJKO,stable,WT,59,936.7088607594937,4.2407718103495755,0.18820577759569673,3159
FANCJKO,stable,WT,60,987.3417721518986,4.175898991119664,0.18060454231850345,3159
FANCJKO,stable,WT,61,1037.9746835443038,4.100245137233026,0.1681475140637569,3159
FANCJKO,stable,WT,62,1088.6075949367087,4.041077916769334,0.16118588270018536,3159
FANCJKO,stable,WT,63,1139.240506329114,3.974450524449537,0.1542444413585186,3159
FANCJKO,stable,WT,64,1189.8734177215188,3.9417504019657748,0.14766744117529965,3159
FANCJKO,stable,WT,65,1240.506329113924,3.8919009126549695,0.14233599024396612,3159
FANCJKO,stable,WT,66,1291.1392405063293,3.8116023870592217,0.13261097999580104,3159
FANCJKO,stable,WT,67,1341.7721518987341,3.7702577652377243,0.1249998232230121,3159
FANCJKO,stable,WT,68,1392.4050632911394,3.79009260922076,0.12727814056346332,3159
FANCJKO,stable,WT,69,1443.0379746835442,3.800442689596707,0.12915883372953899,3159
FANCJKO,stable,WT,70,1493.6708860759495,3.80412289215616,0.13015913742047244,3159
FANCJKO,stable,WT,71,1544.3037974683543,3.8054175915450905,0.1314995370863421,3159
FANCJKO,stable,WT,72,1594.9367088607596,3.8334698249637875,0.13286374241128698,3159
FANCJKO,stable,WT,73,1645.5696202531644,3.848873467741227,0.1337450499769525,3159
FANCJKO,stable,WT,74,1696.2025316455697,3.8287198067770563,0.1331175599348613,3159
FANCJKO,stable,WT,75,1746.8354430379745,3.8396036971582697,0.1336361867014472,3159
FANCJKO,stable,WT,76,1797.4683544303798,3.8440295110310356,0.13125543974245693,3159
FANCJKO,stable,WT,77,1848.1012658227846,3.839791464858434,0.1285252093939668,3159
FANCJKO,stable,WT,78,1898.73417721519,3.8324554930428127,0.1322360016932153,3159
FANCJKO,stable,WT,79,1949.3670886075947,3.884354040728373,0.14936998387130165,3159
FANCJKO,stable,WT,80,2000,3.9132963842745383,0.16376228053131117,3159
dKO,gained,WT,1,-2000,2.9095724492392434,0.28884130851595663,214
dKO,gained,WT,2,-1949.367088607595,2.8022808202701937,0.2539574739511532,214
dKO,gained,WT,3,-1898.73417721519,2.7485082802222895,0.23984215376068888,214
dKO,gained,WT,4,-1848.1012658227849,2.828059548436667,0.2445958470907198,214
dKO,gained,WT,5,-1797.4683544303798,2.8350591664299416,0.24250323543571833,214
dKO,gained,WT,6,-1746.8354430379748,2.864218406331873,0.23776367164526802,214
dKO,gained,WT,7,-1696.2025316455697,2.8892249935512604,0.23388616178010097,214
dKO,gained,WT,8,-1645.5696202531644,2.8528591969897072,0.2362147444729264,214
dKO,gained,WT,9,-1594.9367088607596,2.83024949289928,0.24398959534540837,214
dKO,gained,WT,10,-1544.3037974683543,2.7776606744397836,0.24787720011299819,214
dKO,gained,WT,11,-1493.6708860759495,2.6841192759345995,0.23138942106222057,214
dKO,gained,WT,12,-1443.0379746835442,2.6533599601059317,0.22044846432701373,214
dKO,gained,WT,13,-1392.4050632911392,2.6269859480077975,0.218207454068794,214
dKO,gained,WT,14,-1341.7721518987341,2.607720813049334,0.22491170689165474,214
dKO,gained,WT,15,-1291.139240506329,2.6383914671880064,0.22030129523985045,214
dKO,gained,WT,16,-1240.506329113924,2.6637491691372475,0.20885879559733572,214
dKO,gained,WT,17,-1189.873417721519,2.8107922536190424,0.2232923317530799,214
dKO,gained,WT,18,-1139.240506329114,2.7836078630169605,0.22345387871420141,214
dKO,gained,WT,19,-1088.607594936709,2.659147021852178,0.2088091822513452,214
dKO,gained,WT,20,-1037.9746835443038,2.6200212927473667,0.2140272610958005,214
dKO,gained,WT,21,-987.3417721518988,2.726027130920939,0.24012920249635208,214
dKO,gained,WT,22,-936.7088607594937,2.8088338060245337,0.2748065098332016,214
dKO,gained,WT,23,-886.0759493670887,2.8405994200075155,0.2930971011550239,214
dKO,gained,WT,24,-835.4430379746836,2.94862423855939,0.31052588400614917,214
dKO,gained,WT,25,-784.8101265822784,2.9481900548563567,0.2967548475927317,214
dKO,gained,WT,26,-734.1772151898733,2.7567918881151905,0.23927715219469936,214
dKO,gained,WT,27,-683.5443037974683,2.656990979475396,0.1980397845849373,214
dKO,gained,WT,28,-632.9113924050632,2.652731536496837,0.20888560119165017,214
dKO,gained,WT,29,-582.2784810126582,2.571056780573735,0.21106348180597687,214
dKO,gained,WT,30,-531.6455696202531,2.5048343168166567,0.21208882841710927,214
dKO,gained,WT,31,-481.0126582278481,2.5234942776243265,0.20943284684473817,214
dKO,gained,WT,32,-430.37974683544303,2.605069216534356,0.21200050288208333,214
dKO,gained,WT,33,-379.746835443038,2.6599968635144635,0.20538702458378347,214
dKO,gained,WT,34,-329.11392405063293,2.705824024907525,0.20259823871029783,214
dKO,gained,WT,35,-278.4810126582279,2.6652775263674906,0.192036918933396,214
dKO,gained,WT,36,-227.84810126582283,2.624730252424876,0.1922931232748318,214
dKO,gained,WT,37,-177.21518987341778,2.5928029156288255,0.19787388484587645,214
dKO,gained,WT,38,-126.58227848101274,2.661757716003608,0.21588186706537452,214
dKO,gained,WT,39,-75.94936708860769,2.7667445049293318,0.2408285794826095,214
dKO,gained,WT,40,-25.316455696202638,2.738563570664308,0.250231502161203,214
dKO,gained,WT,41,25.31645569620241,2.8256258449153364,0.27517216681208684,214
dKO,gained,WT,42,75.94936708860769,2.824511877209227,0.26306307956046066,214
dKO,gained,WT,43,126.58227848101251,2.855474912648632,0.2371521670058219,214
dKO,gained,WT,44,177.21518987341778,2.8779492428406748,0.22223511531971876,214
dKO,gained,WT,45,227.8481012658226,2.823669487393905,0.20258283154993528,214
dKO,gained,WT,46,278.4810126582279,2.790709681975136,0.1978247325848034,214
dKO,gained,WT,47,329.1139240506327,2.7793531995101883,0.21650497699132054,214
dKO,gained,WT,48,379.746835443038,2.8360099331723565,0.24034781521206458,214
dKO,gained,WT,49,430.37974683544326,2.8608040794442378,0.25197800510802915,214
dKO,gained,WT,50,481.0126582278481,2.7520427464361874,0.2394176821944169,214
dKO,gained,WT,51,531.6455696202534,2.8150048581981957,0.24380741311119095,214
dKO,gained,WT,52,582.2784810126582,2.8379382703237446,0.2479478345471708,214
dKO,gained,WT,53,632.9113924050635,2.8037631354599357,0.23284453359171456,214
dKO,gained,WT,54,683.5443037974683,2.773688783872165,0.21733046010601825,214
dKO,gained,WT,55,734.1772151898736,2.745179829467494,0.216556882376926,214
dKO,gained,WT,56,784.8101265822784,2.623088663760747,0.18873048109679594,214
dKO,gained,WT,57,835.4430379746836,2.620585181586839,0.1819505095182306,214
dKO,gained,WT,58,886.0759493670885,2.6809201274074126,0.19658745835469232,214
dKO,gained,WT,59,936.7088607594937,2.744759266142533,0.1970999337292567,214
dKO,gained,WT,60,987.3417721518986,2.7719508392565717,0.19230956118621564,214
dKO,gained,WT,61,1037.9746835443038,2.758636127457812,0.18899097158548486,214
dKO,gained,WT,62,1088.6075949367087,2.7230892591015943,0.18925611780820445,214
dKO,gained,WT,63,1139.240506329114,2.7468618588209894,0.19590176450582733,214
dKO,gained,WT,64,1189.8734177215188,2.8647452213496805,0.20990911231080478,214
dKO,gained,WT,65,1240.506329113924,2.946659813484299,0.22649238663225907,214
dKO,gained,WT,66,1291.1392405063293,2.941019180259229,0.23219270065778236,214
dKO,gained,WT,67,1341.7721518987341,3.0050470689004083,0.2351263856028637,214
dKO,gained,WT,68,1392.4050632911394,3.011888320241762,0.2342470268340328,214
dKO,gained,WT,69,1443.0379746835442,2.897890628100927,0.2119168545345617,214
dKO,gained,WT,70,1493.6708860759495,2.8943831778575326,0.2128671168169609,214
dKO,gained,WT,71,1544.3037974683543,2.725081554291033,0.20089223196696063,214
dKO,gained,WT,72,1594.9367088607596,2.7102807033470486,0.20768111526422137,214
dKO,gained,WT,73,1645.5696202531644,2.637905440679592,0.21393860555684507,214
dKO,gained,WT,74,1696.2025316455697,2.5133818192422575,0.19515048015408484,214
dKO,gained,WT,75,1746.8354430379745,2.515822730599163,0.18801634280978186,214
dKO,gained,WT,76,1797.4683544303798,2.5203746892952843,0.1744889469984031,214
dKO,gained,WT,77,1848.1012658227846,2.418088715458956,0.15726163686695863,214
dKO,gained,WT,78,1898.73417721519,2.445508003123453,0.16471373116399773,214
dKO,gained,WT,79,1949.3670886075947,2.4185706740562045,0.17014477832612065,214
dKO,gained,WT,80,2000,2.3303951317424714,0.1749493007051724,214
dKO,stable,WT,1,-2000,3.8979222470021315,0.16827230124016515,2671
dKO,stable,WT,2,-1949.367088607595,3.962043399046709,0.16554720805477105,2671
dKO,stable,WT,3,-1898.73417721519,3.975993801220725,0.1588959916603816,2671
dKO,stable,WT,4,-1848.1012658227849,3.987357193204655,0.15377802246495653,2671
dKO,stable,WT,5,-1797.4683544303798,4.004933427157926,0.15342122728954924,2671
dKO,stable,WT,6,-1746.8354430379748,4.034423892932127,0.15400212629116877,2671
dKO,stable,WT,7,-1696.2025316455697,4.024661374703249,0.15536782052970524,2671
dKO,stable,WT,8,-1645.5696202531644,4.006502416945569,0.1561314395302784,2671
dKO,stable,WT,9,-1594.9367088607596,3.9987495943754037,0.15774966770880935,2671
dKO,stable,WT,10,-1544.3037974683543,4.000695446135325,0.1596998044123973,2671
dKO,stable,WT,11,-1493.6708860759495,3.9931201876969755,0.16389266159609658,2671
dKO,stable,WT,12,-1443.0379746835442,3.9981063776969554,0.16580003296853454,2671
dKO,stable,WT,13,-1392.4050632911392,4.028847605660213,0.16596282243207341,2671
dKO,stable,WT,14,-1341.7721518987341,4.055900613418995,0.16404794005563034,2671
dKO,stable,WT,15,-1291.139240506329,4.103923608839296,0.1650423915759466,2671
dKO,stable,WT,16,-1240.506329113924,4.141365795322353,0.16467311385562663,2671
dKO,stable,WT,17,-1189.873417721519,4.114448080349397,0.16250845244919876,2671
dKO,stable,WT,18,-1139.240506329114,4.018336557549037,0.15978221432072853,2671
dKO,stable,WT,19,-1088.607594936709,3.9459875850604296,0.15610767637041045,2671
dKO,stable,WT,20,-1037.9746835443038,3.8736738091861205,0.15200254679762287,2671
dKO,stable,WT,21,-987.3417721518988,3.8452530735086206,0.15132357724277282,2671
dKO,stable,WT,22,-936.7088607594937,3.8246964734347144,0.1483959467052598,2671
dKO,stable,WT,23,-886.0759493670887,3.8061095226535513,0.14287055585474992,2671
dKO,stable,WT,24,-835.4430379746836,3.796326198021779,0.14349827149233715,2671
dKO,stable,WT,25,-784.8101265822784,3.8402671112866047,0.14374665599185454,2671
dKO,stable,WT,26,-734.1772151898733,3.9020299831303142,0.14811013172194676,2671
dKO,stable,WT,27,-683.5443037974683,4.049003233947097,0.16281284957221742,2671
dKO,stable,WT,28,-632.9113924050632,4.160140230381636,0.1722515151322363,2671
dKO,stable,WT,29,-582.2784810126582,4.24091138652956,0.1740598431908553,2671
dKO,stable,WT,30,-531.6455696202531,4.273584676274762,0.17293950588000728,2671
dKO,stable,WT,31,-481.0126582278481,4.304051600771868,0.1756375218814918,2671
dKO,stable,WT,32,-430.37974683544303,4.332471241800731,0.18537404630227383,2671
dKO,stable,WT,33,-379.746835443038,4.361272955123783,0.19530013975449578,2671
dKO,stable,WT,34,-329.11392405063293,4.404117889068672,0.20617746341952078,2671
dKO,stable,WT,35,-278.4810126582279,4.520701927467781,0.22641164137754544,2671
dKO,stable,WT,36,-227.84810126582283,4.601358679204372,0.24163546095439806,2671
dKO,stable,WT,37,-177.21518987341778,4.6760172949437715,0.2504728938905912,2671
dKO,stable,WT,38,-126.58227848101274,4.723958156883352,0.25348249838207493,2671
dKO,stable,WT,39,-75.94936708860769,4.682460312133988,0.2380244182492148,2671
dKO,stable,WT,40,-25.316455696202638,4.565691850447824,0.2092311432743804,2671
dKO,stable,WT,41,25.31645569620241,4.485352789037582,0.1860395110945455,2671
dKO,stable,WT,42,75.94936708860769,4.428029005660199,0.1684717458765331,2671
dKO,stable,WT,43,126.58227848101251,4.387828263325086,0.15878672783029651,2671
dKO,stable,WT,44,177.21518987341778,4.379789388723979,0.15673640312239592,2671
dKO,stable,WT,45,227.8481012658226,4.405525633885324,0.16592518237812903,2671
dKO,stable,WT,46,278.4810126582279,4.412708452259365,0.17506764225247345,2671
dKO,stable,WT,47,329.1139240506327,4.465877610599892,0.19026538905733986,2671
dKO,stable,WT,48,379.746835443038,4.507135411972977,0.19696415062257142,2671
dKO,stable,WT,49,430.37974683544326,4.476883482041318,0.1892650862421109,2671
dKO,stable,WT,50,481.0126582278481,4.4026975588055866,0.1812222175922834,2671
dKO,stable,WT,51,531.6455696202534,4.370360534181908,0.18882210669470878,2671
dKO,stable,WT,52,582.2784810126582,4.395010406192019,0.20386211910688787,2671
dKO,stable,WT,53,632.9113924050635,4.429189335776524,0.21553884301878054,2671
dKO,stable,WT,54,683.5443037974683,4.449281756924018,0.21470672464107138,2671
dKO,stable,WT,55,734.1772151898736,4.495774447636466,0.21849226432663424,2671
dKO,stable,WT,56,784.8101265822784,4.559367472160834,0.2259453398755522,2671
dKO,stable,WT,57,835.4430379746836,4.5687256187799345,0.2316287231020723,2671
dKO,stable,WT,58,886.0759493670885,4.495540812158352,0.2272501395403802,2671
dKO,stable,WT,59,936.7088607594937,4.395226601410281,0.21667873818108535,2671
dKO,stable,WT,60,987.3417721518986,4.307265506694041,0.20652853907160273,2671
dKO,stable,WT,61,1037.9746835443038,4.213139961708147,0.18951402675465193,2671
dKO,stable,WT,62,1088.6075949367087,4.148365828339919,0.18028785329069902,2671
dKO,stable,WT,63,1139.240506329114,4.078448881225819,0.17227554454725738,2671
dKO,stable,WT,64,1189.8734177215188,4.060647537809149,0.1665270847978972,2671
dKO,stable,WT,65,1240.506329113924,4.020653932677455,0.16258422743390874,2671
dKO,stable,WT,66,1291.1392405063293,3.9389298087009608,0.15188015144482625,2671
dKO,stable,WT,67,1341.7721518987341,3.8938600373116383,0.1430627173824506,2671
dKO,stable,WT,68,1392.4050632911394,3.9108703942708303,0.14582587196495234,2671
dKO,stable,WT,69,1443.0379746835442,3.919980364079989,0.14756122438335387,2671
dKO,stable,WT,70,1493.6708860759495,3.895875119501533,0.14686817123560006,2671
dKO,stable,WT,71,1544.3037974683543,3.9006363017806307,0.14754460299501623,2671
dKO,stable,WT,72,1594.9367088607596,3.9326794533290386,0.14884153042811205,2671
dKO,stable,WT,73,1645.5696202531644,3.9539365433798617,0.1496181276141643,2671
dKO,stable,WT,74,1696.2025316455697,3.9270814044603797,0.14765901216922014,2671
dKO,stable,WT,75,1746.8354430379745,3.934960951457886,0.14839592593294387,2671
dKO,stable,WT,76,1797.4683544303798,3.948493864242316,0.14818064761878907,2671
dKO,stable,WT,77,1848.1012658227846,3.9684709413236376,0.1463076367533641,2671
dKO,stable,WT,78,1898.73417721519,3.983800844821861,0.1519983916092366,2671
dKO,stable,WT,79,1949.3670886075947,4.050537488750047,0.17243293244898952,2671
dKO,stable,WT,80,2000,4.074283312559872,0.1883831526723325,2671
dKO,lost,WT,1,-2000,3.4625045517045008,0.6428081672635096,284
dKO,lost,WT,2,-1949.367088607595,3.506114061267723,0.6194683652347199,284
dKO,lost,WT,3,-1898.73417721519,3.519796163904275,0.5551280852856487,284
dKO,lost,WT,4,-1848.1012658227849,3.5710110420828136,0.5040481309698394,284
dKO,lost,WT,5,-1797.4683544303798,3.5543848254898904,0.45449344208085646,284
dKO,lost,WT,6,-1746.8354430379748,3.4629113311470956,0.4124180281111579,284
dKO,lost,WT,7,-1696.2025316455697,3.4295971126679525,0.38092807799573136,284
dKO,lost,WT,8,-1645.5696202531644,3.4082733040012663,0.36744031092874374,284
dKO,lost,WT,9,-1594.9367088607596,3.548171694757233,0.37257708015032376,284
dKO,lost,WT,10,-1544.3037974683543,3.554722521344261,0.35773358671115085,284
dKO,lost,WT,11,-1493.6708860759495,3.417605808869774,0.34477739320646494,284
dKO,lost,WT,12,-1443.0379746835442,3.4286830356423286,0.3538576081668317,284
dKO,lost,WT,13,-1392.4050632911392,3.4616372626488197,0.347363670540383,284
dKO,lost,WT,14,-1341.7721518987341,3.397418830744537,0.33458367345432083,284
dKO,lost,WT,15,-1291.139240506329,3.3153632336631067,0.2920852687490637,284
dKO,lost,WT,16,-1240.506329113924,3.30708660443344,0.2918427637530968,284
dKO,lost,WT,17,-1189.873417721519,3.417669686792602,0.31750754905127554,284
dKO,lost,WT,18,-1139.240506329114,3.676464929681429,0.39085265476335607,284
dKO,lost,WT,19,-1088.607594936709,3.853397449036719,0.4720561206339482,284
dKO,lost,WT,20,-1037.9746835443038,3.9185837892019695,0.5327401660996576,284
dKO,lost,WT,21,-987.3417721518988,3.870058109847033,0.5416605123877861,284
dKO,lost,WT,22,-936.7088607594937,3.8125307305374054,0.5014004440632888,284
dKO,lost,WT,23,-886.0759493670887,3.801448182916977,0.46682340145102347,284
dKO,lost,WT,24,-835.4430379746836,3.8449221288066515,0.46195552049672267,284
dKO,lost,WT,25,-784.8101265822784,3.8603070885838475,0.42111034609702164,284
dKO,lost,WT,26,-734.1772151898733,3.8417744780762093,0.39600014854465376,284
dKO,lost,WT,27,-683.5443037974683,3.7122271247984657,0.36182074477017806,284
dKO,lost,WT,28,-632.9113924050632,3.6941634938778454,0.36197363987202763,284
dKO,lost,WT,29,-582.2784810126582,3.8132475553152148,0.380493725285869,284
dKO,lost,WT,30,-531.6455696202531,3.9048591737959866,0.3892693704254261,284
dKO,lost,WT,31,-481.0126582278481,4.013211311692364,0.408043304583325,284
dKO,lost,WT,32,-430.37974683544303,4.13537642957459,0.44264812599354153,284
dKO,lost,WT,33,-379.746835443038,4.279837400949617,0.47885078110091456,284
dKO,lost,WT,34,-329.11392405063293,4.433140608164626,0.5268077369285166,284
dKO,lost,WT,35,-278.4810126582279,4.5117096854711365,0.577360471054921,284
dKO,lost,WT,36,-227.84810126582283,4.647731456664246,0.6372865170708079,284
dKO,lost,WT,37,-177.21518987341778,4.732508466193374,0.6778579066717332,284
dKO,lost,WT,38,-126.58227848101274,4.735756441382735,0.6832579556593396,284
dKO,lost,WT,39,-75.94936708860769,4.711979290571571,0.6834083902889029,284
dKO,lost,WT,40,-25.316455696202638,4.6432730512831695,0.6333835642410796,284
dKO,lost,WT,41,25.31645569620241,4.715042431318144,0.5986841519127388,284
dKO,lost,WT,42,75.94936708860769,4.663544159100649,0.5558055408617786,284
dKO,lost,WT,43,126.58227848101251,4.378844642043114,0.5089441990212638,284
dKO,lost,WT,44,177.21518987341778,4.325031721701085,0.512504513892961,284
dKO,lost,WT,45,227.8481012658226,4.343018132996671,0.5362444281905193,284
dKO,lost,WT,46,278.4810126582279,4.334442300818895,0.5603319876361488,284
dKO,lost,WT,47,329.1139240506327,4.327562489476002,0.5804631039942288,284
dKO,lost,WT,48,379.746835443038,4.368011363646794,0.6115804381395308,284
dKO,lost,WT,49,430.37974683544326,4.4922466980151725,0.6336055042749712,284
dKO,lost,WT,50,481.0126582278481,4.507529289501374,0.7070615698062686,284
dKO,lost,WT,51,531.6455696202534,4.500651112820061,0.7458434280089183,284
dKO,lost,WT,52,582.2784810126582,4.372299962091334,0.6768913049481924,284
dKO,lost,WT,53,632.9113924050635,3.973444450867008,0.5514233378437754,284
dKO,lost,WT,54,683.5443037974683,3.76567569724271,0.47244513453533915,284
dKO,lost,WT,55,734.1772151898736,3.6532251850204287,0.43202866786290167,284
dKO,lost,WT,56,784.8101265822784,3.650029348747831,0.42491493345287845,284
dKO,lost,WT,57,835.4430379746836,3.738844529093711,0.4311951189143398,284
dKO,lost,WT,58,886.0759493670885,3.804050083000895,0.43315175560311614,284
dKO,lost,WT,59,936.7088607594937,3.877348476452447,0.4506785011370024,284
dKO,lost,WT,60,987.3417721518986,3.95506139131499,0.4885724099416244,284
dKO,lost,WT,61,1037.9746835443038,4.00609318949527,0.5470559063735846,284
dKO,lost,WT,62,1088.6075949367087,3.9872396695865713,0.5637471934745123,284
dKO,lost,WT,63,1139.240506329114,3.895938371828464,0.5443894978603641,284
dKO,lost,WT,64,1189.8734177215188,3.62587333109737,0.47041015584342366,284
dKO,lost,WT,65,1240.506329113924,3.3966097790758374,0.3780144751549295,284
dKO,lost,WT,66,1291.1392405063293,3.286108713138831,0.3294107203015987,284
dKO,lost,WT,67,1341.7721518987341,3.203896097258223,0.3084671266556563,284
dKO,lost,WT,68,1392.4050632911394,3.2417524907678508,0.3064678760089768,284
dKO,lost,WT,69,1443.0379746835442,3.3498453429075474,0.336674340898177,284
dKO,lost,WT,70,1493.6708860759495,3.6094583128567592,0.4058369333335312,284
dKO,lost,WT,71,1544.3037974683543,3.704090312934817,0.43837282680033046,284
dKO,lost,WT,72,1594.9367088607596,3.7196130267219365,0.4471281925121574,284
dKO,lost,WT,73,1645.5696202531644,3.758320259894004,0.45525089030435173,284
dKO,lost,WT,74,1696.2025316455697,3.8984866971896848,0.49310217661335476,284
dKO,lost,WT,75,1746.8354430379745,3.9417194643210918,0.4929839087014813,284
dKO,lost,WT,76,1797.4683544303798,3.89097840474525,0.42339996055260914,284
dKO,lost,WT,77,1848.1012658227846,3.779018819013112,0.38647324051927107,284
dKO,lost,WT,78,1898.73417721519,3.537091639609964,0.340119952724351,284
dKO,lost,WT,79,1949.3670886075947,3.500664139154931,0.34642396470162684,284
dKO,lost,WT,80,2000,3.659345441547358,0.4056093180671516,284
DHX36KO,gained,DHX36KO,1,-2000,8.66891838392401,1.9242903202261696,102
DHX36KO,gained,DHX36KO,2,-1949.367088607595,8.964398830217473,1.9069390134524227,102
DHX36KO,gained,DHX36KO,3,-1898.73417721519,8.931841100142671,1.6828906649197066,102
DHX36KO,gained,DHX36KO,4,-1848.1012658227849,9.297107300734988,1.5848401355968034,102
DHX36KO,gained,DHX36KO,5,-1797.4683544303798,8.814771386727788,1.307441315976288,102
DHX36KO,gained,DHX36KO,6,-1746.8354430379748,8.56815358694862,1.2632319513647419,102
DHX36KO,gained,DHX36KO,7,-1696.2025316455697,7.926503210262536,1.1460259674461328,102
DHX36KO,gained,DHX36KO,8,-1645.5696202531644,7.348065147236282,1.0582682840013515,102
DHX36KO,gained,DHX36KO,9,-1594.9367088607596,7.189290938603333,1.0771186995594506,102
DHX36KO,gained,DHX36KO,10,-1544.3037974683543,7.1388842269486075,1.045727395540863,102
DHX36KO,gained,DHX36KO,11,-1493.6708860759495,7.013049564330406,0.9814320082824365,102
DHX36KO,gained,DHX36KO,12,-1443.0379746835442,6.684761787715301,0.9207307209816405,102
DHX36KO,gained,DHX36KO,13,-1392.4050632911392,6.706228697299957,0.9542169261959003,102
DHX36KO,gained,DHX36KO,14,-1341.7721518987341,6.635559084602431,0.9463866167544925,102
DHX36KO,gained,DHX36KO,15,-1291.139240506329,6.44371938644671,0.9236080847543319,102
DHX36KO,gained,DHX36KO,16,-1240.506329113924,6.727956163914375,0.9585155866009486,102
