ko,dz_class,genotype,bin,position,mean,sem,n
DHX36KO,lost,WT,20,-1037.9746835443038,2.933549527793095,0.40443643268009183,116
DHX36KO,lost,WT,21,-987.3417721518988,2.8752487222833194,0.3944998132406518,116
DHX36KO,lost,WT,22,-936.7088607594937,3.0224044353523474,0.4332473169327409,116
DHX36KO,lost,WT,23,-886.0759493670887,3.146880871208235,0.5198098984673515,116
DHX36KO,lost,WT,24,-835.4430379746836,3.2523289165620146,0.6020730141414344,116
DHX36KO,lost,WT,25,-784.8101265822784,3.3726342408615966,0.5957225299733241,116
DHX36KO,lost,WT,26,-734.1772151898733,3.2713373670427277,0.51954528392245,116
DHX36KO,lost,WT,27,-683.5443037974683,3.016479704852762,0.3660347146943248,116
DHX36KO,lost,WT,28,-632.9113924050632,2.8605049032109906,0.31431691965877917,116
DHX36KO,lost,WT,29,-582.2784810126582,2.777434800226113,0.3244247290294657,116
DHX36KO,lost,WT,30,-531.6455696202531,2.8750419195630084,0.3627126432733924,116
DHX36KO,lost,WT,31,-481.0126582278481,2.9214190074972723,0.3843323498149659,116
DHX36KO,lost,WT,32,-430.37974683544303,2.8689887449522127,0.3954799480818237,116
DHX36KO,lost,WT,33,-379.746835443038,2.7958730373505887,0.3708961884124295,116
DHX36KO,lost,WT,34,-329.11392405063293,2.734021076786107,0.35736543599403403,116
DHX36KO,lost,WT,35,-278.4810126582279,2.6594495740567132,0.3283693235247193,116
DHX36KO,lost,WT,36,-227.84810126582283,2.5956891360502135,0.29085090758865534,116
DHX36KO,lost,WT,37,-177.21518987341778,2.5474991630480206,0.2635752777856484,116
DHX36KO,lost,WT,38,-126.58227848101274,2.5710722622857696,0.2599242030354817,116
DHX36KO,lost,WT,39,-75.94936708860769,2.681839593799635,0.280735843842082,116
DHX36KO,lost,WT,40,-25.316455696202638,2.7846712121881287,0.2937062697363988,116
DHX36KO,lost,WT,41,25.31645569620241,2.90720720317857,0.3162331173387409,116
DHX36KO,lost,WT,42,75.94936708860769,3.095340702794064,0.3649793895935862,116
DHX36KO,lost,WT,43,126.58227848101251,3.311598946089032,0.44088617777159783,116
DHX36KO,lost,WT,44,177.21518987341778,3.3943199507669473,0.496723631373425,116
DHX36KO,lost,WT,45,227.8481012658226,3.4537863113551306,0.5871882434161062,116
DHX36KO,lost,WT,46,278.4810126582279,3.5162671312175946,0.5958326190994522,116
DHX36KO,lost,WT,47,329.1139240506327,3.452714650761122,0.5572839557408378,116
DHX36KO,lost,WT,48,379.746835443038,3.423855302779154,0.5425591201852739,116
DHX36KO,lost,WT,49,430.37974683544326,3.5197243102597096,0.5593812493338701,116
DHX36KO,lost,WT,50,481.0126582278481,3.454796344274762,0.5373994003994625,116
DHX36KO,lost,WT,51,531.6455696202534,3.465537362496058,0.47733659083085866,116
DHX36KO,lost,WT,52,582.2784810126582,3.477494201468325,0.4592068277439378,116
DHX36KO,lost,WT,53,632.9113924050635,3.219886534666193,0.3867834431906802,116
DHX36KO,lost,WT,54,683.5443037974683,3.0045035100942368,0.3471134568502775,116
DHX36KO,lost,WT,55,734.1772151898736,2.919022506132893,0.3123207281175896,116
DHX36KO,lost,WT,56,784.8101265822784,3.0143919664278798,0.30175904580225643,116
DHX36KO,lost,WT,57,835.4430379746836,3.1206950786744043,0.31586047739036094,116
DHX36KO,lost,WT,58,886.0759493670885,3.143251934017258,0.345601515147331,116
DHX36KO,lost,WT,59,936.7088607594937,2.99962011218071,0.3416376785905317,116
DHX36KO,lost,WT,60,987.3417721518986,2.968578647505278,0.33647030730815414,116
DHX36KO,lost,WT,61,1037.9746835443038,2.9964247757196425,0.3581362394591482,116
DHX36KO,lost,WT,62,1088.6075949367087,2.9603833854541013,0.35653903717072294,116
DHX36KO,lost,WT,63,1139.240506329114,2.9671894930765546,0.36282000211264726,116
DHX36KO,lost,WT,64,1189.8734177215188,2.9079815424036703,0.35111059411088513,116
DHX36KO,lost,WT,65,1240.506329113924,2.9842431463455332,0.37783994111770014,116
DHX36KO,lost,WT,66,1291.1392405063293,3.0795032594053224,0.39273507035703303,116
DHX36KO,lost,WT,67,1341.7721518987341,2.9561860506219424,0.35709523279643307,116
DHX36KO,lost,WT,68,1392.4050632911394,2.8934775957362406,0.3248313584275576,116
DHX36KO,lost,WT,69,1443.0379746835442,2.8292916483372106,0.30593589276000155,116
DHX36KO,lost,WT,70,1493.6708860759495,2.7607016711605006,0.26359269989290474,116
DHX36KO,lost,WT,71,1544.3037974683543,2.665058948562063,0.25104158648803143,116
DHX36KO,lost,WT,72,1594.9367088607596,2.7450151347291882,0.2678420709442506,116
DHX36KO,lost,WT,73,1645.5696202531644,2.9489144156239497,0.3104353385667671,116
DHX36KO,lost,WT,74,1696.2025316455697,3.1755564722932617,0.35170271127109226,116
DHX36KO,lost,WT,75,1746.8354430379745,3.27915335893631,0.37977116455897053,116
DHX36KO,lost,WT,76,1797.4683544303798,3.405451098892881,0.4178928546084669,116
DHX36KO,lost,WT,77,1848.1012658227846,3.3038892306199017,0.4178319035554407,116
DHX36KO,lost,WT,78,1898.73417721519,3.1220716758706106,0.43505834012500494,116
DHX36KO,lost,WT,79,1949.3670886075947,3.0126848107918924,0.44851153284523637,116
DHX36KO,lost,WT,80,2000,3.185942185843128,0.5146229127903297,116
FANCJKO,gained,WT,1,-2000,1.8013873876844135,0.6289413445386147,7
FANCJKO,gained,WT,2,-1949.367088607595,2.0446545016197932,0.9322057068306476,7
FANCJKO,gained,WT,3,-1898.73417721519,2.494389268443698,1.2488424602968324,7
FANCJKO,gained,WT,4,-1848.1012658227849,2.820774087451753,1.4426821356944561,7
FANCJKO,gained,WT,5,-1797.4683544303798,2.3604150120417278,1.1186508947882723,7
FANCJKO,gained,WT,6,-1746.8354430379748,2.1636490188326154,0.9306802129872301,7
FANCJKO,gained,WT,7,-1696.2025316455697,1.9313189776738486,0.9134887670023586,7
