motif_id,tf,motif_gc,frac_unclassified,frac_classified,frac_background,log2OR_vs_classified,p_vs_classified,log2OR_vs_background,p_vs_background,q_vs_classified,q_vs_background
MA0784.1,POU1F1,0.251,0.08445229681978798,0.04469964664310954,0.03904593639575972,0.9787435083637686,8.015117351344631e-51,1.1822098152508107,5.813785187827803e-69,5.588109854301958e-50,6.5713390153326374e-68
MA0485.2,HOXC9,0.321,0.020023557126030624,0.009069493521790341,0.00895170789163722,1.1560842968283143,2.1546191788890802e-17,1.1750533610142884,8.1610066101595e-18,5.866225939603117e-17,2.396894067393302e-17
MA0854.1,Alx1,0.333,0.023792697290930507,0.01154299175500589,0.010836277974087162,1.0596005257754584,7.174694739058706e-18,1.1515401015262472,3.016147066303043e-20,2.0351035267444085e-17,9.825527124288516e-20
MA0068.2,PAX4,0.25,0.020965842167255593,0.011778563015312132,0.009540636042402828,0.8437745930186668,2.550844596844617e-11,1.1502004488552364,5.307954078053123e-18,5.515739331148071e-11,1.5713229135823926e-17
MA0700.2,LHX2,0.285,0.034746760895170786,0.015547703180212015,0.01595995288574794,1.1870822883214953,4.053362250780659e-30,1.1487935605259805,1.1933528286302964e-28,1.6798934661568732e-29,5.362898856374705e-28
MA0786.1,POU3F1,0.226,0.08881036513545347,0.052237926972909306,0.04210836277974087,0.8220674661341422,7.65288660400161e-40,1.148199873850344,5.358003349582328e-69,4.1369952221631894e-39,6.149339228905256e-68
MA0789.1,POU3F4,0.217,0.06236749116607774,0.023851590106007067,0.029151943462897525,1.4436858962489454,1.8965744400465758e-70,1.1466480075419565,1.9762224476500092e-49,1.9650618503815909e-69,1.431322277618356e-48
MA0903.1,HOXB3,0.308,0.03121319199057715,0.012956419316843345,0.0143698468786808,1.2935078493735082,5.3957066328899405e-31,1.1423847093577748,1.042885475560233e-25,2.3402309000790088e-30,4.205365214961804e-25
MA0792.1,POU5F1B,0.224,0.06136631330977621,0.02508833922261484,0.028798586572438164,1.3441373131282337,2.796782829479116e-62,1.1398733839919617,3.119434720988605e-48,2.398160908955656e-61,2.2375945210168263e-47
MA0628.1,POU6F1,0.209,0.022673733804475855,0.0107773851590106,0.010424028268551237,1.088405230814518,8.295952816652128e-18,1.1368815021657395,5.25995657766899e-19,2.3266093237678523e-17,1.6281857290211894e-18
MA0913.2,HOXD9,0.253,0.052473498233215544,0.024146054181389872,0.024734982332155476,1.1613502177694255,7.174989912100104e-43,1.1257557358574175,7.810489509924095e-41,4.0859102858218915e-42,4.896323675969222e-40
MA0899.1,HOXA10,0.27,0.06713780918727916,0.04558303886925795,0.03191990577149588,0.591283984340739,7.111848118947777e-18,1.1254321899201936,1.9822848467684615e-51,2.024976601807268e-17,1.5404005163429919e-50
MA0075.3,PRRX2,0.199,0.0284452296819788,0.015371024734982332,0.013309776207302709,0.9059892294574726,1.5515529525389185e-16,1.11630605490668,8.904975444968862e-23,4.1190694042492287e-16,3.1938036932436403e-22
MA1419.1,IRF4,0.456,0.030153121319199058,0.01342756183745583,0.014134275618374558,1.190025090365922,1.7458715805238178e-26,1.115148573027583,5.326256723581912e-24,6.415863049609696e-26,2.0376346234831317e-23
MA0032.2,FOXC1,0.204,0.10400471142520612,0.05753828032979976,0.05088339222614841,0.9266656790499566,3.3787594454970983e-56,1.1140474270790721,4.050633933655726e-76,2.59850984158849e-55,5.811101758667637e-75
MA0704.1,Lhx4,0.197,0.025677267373380448,0.014723203769140165,0.012014134275618375,0.8172999203060006,7.050737966706906e-13,1.1139708835064994,1.1603637041212952e-20,1.6385827174963715e-12,3.830227094134895e-20
MA1463.1,ARGFX,0.204,0.03651354534746761,0.0199057714958775,0.017196702002355714,0.8989307050588182,1.776225749274886e-20,1.1136320337523007,1.3182212049504894e-28,5.475472764293657e-20,5.88858095145548e-28
MA0706.1,MEOX2,0.311,0.03297997644287397,0.015371024734982332,0.015547703180212015,1.1259370730605611,1.8242453030259472e-26,1.1092214094596402,7.248049430589585e-26,6.671014686555669e-26,2.9546693307212187e-25
MA1504.1,HOXC4,0.254,0.030153121319199058,0.01431095406360424,0.01425206124852768,1.0970051317704086,2.0856577861544915e-23,1.103028349575567,1.3269693148195232e-23,7.137159213170875e-23,4.974467883695298e-23
MA0465.2,CDX2,0.292,0.0702002355712603,0.03297997644287397,0.03404004711425206,1.1458269323372836,3.551097657807276e-55,1.0986420096650387,1.3213155639794678e-51,2.675877629014372e-54,1.0486185220517904e-50
MA0847.2,FOXD2,0.275,0.09452296819787986,0.05541813898704358,0.04658421672555948,0.8309855078119606,6.297298327974273e-43,1.094786512812249,1.0177738259190412e-67,3.613680425129852e-42,1.1003757596168184e-66
MA0846.1,FOXC2,0.232,0.13156654888103653,0.07555948174322732,0.06625441696113074,0.8900309816987473,6.502394176906027e-65,1.0939967817619665,1.0315654725386678e-91,5.9886247604591315e-64,1.9238696062846153e-90
MA1500.1,HOXB6,0.314,0.028857479387514724,0.01342756183745583,0.013722025912838633,1.1248002356264137,2.3871774028809642e-23,1.0931411957355375,2.3408795448320688e-22,8.094701557041815e-23,8.276285025804376e-22
MA0843.1,TEF,0.313,0.013250883392226149,0.007302709069493522,0.0062426383981154295,0.8656519659517791,6.065403285646513e-8,1.0924840194679108,4.465970329351889e-11,1.1009223481976396e-7,1.0126485913971152e-10
MA0507.1,POU2F2,0.289,0.09787985865724382,0.05665488810365135,0.04840989399293286,0.8529599181177616,2.723523916672444e-46,1.0922850006974725,1.0927710438301358e-69,1.6931240348647028e-45,1.38170711643607e-68
MA0705.1,Lhx8,0.307,0.02408716136631331,0.013545347467608953,0.011484098939929329,0.844596664980622,8.411951832388802e-13,1.085206159770319,9.82994083016042e-19,1.9428223117529555e-12,3.0053835488933086e-18
MA1125.1,ZNF384,0.153,0.16537102473498233,0.11731448763250883,0.08586572438162544,0.575981819857704,4.505687895308894e-37,1.0765810792196744,1.0096243536110115e-109,2.2711102499327264e-36,2.689927742120766e-108
MA0041.1,Foxd3,0.223,0.1423439340400471,0.08645465253239105,0.07314487632508834,0.8102467188420708,2.8789000909719866e-59,1.07221096983455,2.8097161179953385e-95,2.2847441147501086e-58,5.515916379011901e-94
MA0725.1,VSX1,0.221,0.018138987043580683,0.008716136631330978,0.008716136631330978,1.0685865740913967,3.6358189352258864e-14,1.0685865740913967,3.6358189352258864e-14,8.922108308152997e-14,9.011032975676117e-14
MA0726.1,VSX2,0.211,0.018138987043580683,0.008716136631330978,0.008716136631330978,1.0685865740913967,3.6358189352258864e-14,1.0685865740913967,3.6358189352258864e-14,8.922108308152997e-14,9.011032975676117e-14
MA0787.1,POU3F2,0.223,0.07791519434628975,0.049941107184923436,0.03910482921083628,0.6844877764921817,4.864398518166667e-26,1.053494833893965,3.5979371826034595e-53,1.77016648514748e-25,3.0500694752524778e-52
MA0906.1,HOXC12,0.34,0.013604240282685512,0.005830388692579506,0.006595995288574794,1.229568833235382,2.0610372433420554e-13,1.051300852994047,9.957427311994812e-11,4.91224850969065e-13,2.1912214674773245e-10
MA1607.1,Foxl2,0.297,0.08109540636042403,0.04387514723203769,0.0408716136631331,0.9430542023831462,4.637156243056037e-46,1.049812644363826,7.118194801341346e-55,2.8589409564626476e-45,6.397799182892343e-54
MA0658.1,LHX6,0.279,0.022673733804475855,0.009658421672555949,0.011071849234393404,1.2477286499294007,8.213003717143819e-22,1.049191269034037,7.461482544698126e-17,2.6183336636706364e-21,2.0769649172928368e-16
MA1476.1,DLX5,0.228,0.01513545347467609,0.00800942285041225,0.007361601884570083,0.9260722709515677,8.481830208820343e-10,1.0482276766751513,9.942885939658231e-12,1.6918303036844856e-9,2.317935284682825e-11
MA0886.1,EMX2,0.293,0.019199057714958775,0.008421672555948174,0.009363957597173145,1.201798158365238,1.0172812456743926e-17,1.04792088433688,1.7592820454238555e-14,2.84229142049849e-17,4.433866236102014e-14
MA0755.1,CUX2,0.28,0.015371024734982332,0.006124852767962308,0.007479387514723204,1.3367920362100987,7.409615344271188e-17,1.0478302252902143,6.9747304604904305e-12,1.974133231009395e-16,1.6413719001658868e-11
MA0707.1,MNX1,0.237,0.046819787985865724,0.022968197879858657,0.0232037691401649,1.0621948149399454,1.6729677960914077e-33,1.0471441847074618,9.288692840682329e-33,7.75176382536764e-33,4.7461403144856287e-32
MA0125.1,Nobox,0.26,0.0232037691401649,0.011130742049469965,0.011425206124852767,1.0755490769962393,7.271341978241138e-18,1.037547115332264,6.353016372808002e-17,2.0547049680938973e-17,1.7750375333763183e-16
MA0718.1,RAX,0.26,0.030918727915194347,0.013604240282685512,0.015312131919905771,1.2082267367211066,9.732512202400243e-28,1.0354555178668308,6.334127183441504e-22,3.723309796405427e-27,2.1775386538467107e-21
MA0892.1,GSX1,0.308,0.03380447585394582,0.021142520612485276,0.01678445229681979,0.6950982041502471,9.707852838025736e-13,1.0340079460128895,9.475367312910559e-24,2.2352031534466663e-12,3.5881340179854197e-23
MA0754.1,CUX1,0.298,0.012720848056537103,0.00530035335689046,0.0062426383981154295,1.2691799082091506,3.299275950542703e-13,1.0329488940132396,7.18378000502355e-10,7.788797022483724e-13,1.531171395356448e-9
MA0627.2,POU2F3,0.284,0.08474676089517079,0.05259128386336867,0.04363957597173145,0.7378425496646502,7.519637615019058e-32,1.0204306516940682,1.3837467064470958e-54,3.359071653176178e-31,1.2144412270700395e-53
MA0618.1,LBX1,0.24,0.039693757361601884,0.021024734982332156,0.019964664310954065,0.9436522104335242,7.340797043770735e-24,1.0197451893393195,5.875314365401623e-27,2.5470858579781247e-23,2.4762624387511925e-26
MA0702.2,LMX1A,0.115,0.034746760895170786,0.019493521790341577,0.017432273262661956,0.855547176547959,4.144143413163515e-18,1.0195535422217636,7.824099185069978e-24,1.1936413074208425e-17,2.9779479551337773e-23
MA0722.1,VAX1,0.244,0.024734982332155476,0.011189634864546525,0.012485276796230859,1.16221376351012,2.8286882889711736e-21,1.0026503680580983,5.0068711471800684e-17,8.866392704086116e-21,1.4148204074986101e-16
MA0723.1,VAX2,0.258,0.024734982332155476,0.011189634864546525,0.012485276796230859,1.16221376351012,2.8286882889711736e-21,1.0026503680580983,5.0068711471800684e-17,8.866392704086116e-21,1.4148204074986101e-16
MA0612.2,EMX1,0.234,0.008362779740871613,0.004652532391048292,0.0041813898704358065,0.8473228178581824,2.5460692481617204e-5,1.0010171467567717,1.2080700452497883e-6,4.007104766094185e-5,2.1611996492957844e-6
MA0866.1,SOX21,0.304,0.03992932862190813,0.019022379269729092,0.02037691401648999,1.099661777297504,1.7215450969092905e-30,0.9985787458744421,3.1530859210386025e-26,7.33870081311046e-30,1.2995591696656338e-25
MA0772.1,IRF7,0.374,0.06166077738515901,0.03510011778563015,0.03191990577149588,0.8526246398706125,2.36234659567553e-30,0.9942706531515022,5.799535697585212e-39,9.956556838270878e-30,3.3538400235647815e-38
MA1639.1,MEIS1(var.2),0.321,0.04093050647820966,0.019375736160188457,0.020965842167255593,1.1098361792372629,1.1868815584930152e-31,0.9938713744697545,1.2325253289784216e-26,5.270319301403508e-31,5.1655275023477667e-26
MA0662.1,MIXL1,0.293,0.03339222614840989,0.019375736160188457,0.01707891637220259,0.8051111604871624,7.018581632936652e-16,0.9902264925180808,5.860179428971625e-22,1.818007603531508e-15,2.0239323398207558e-21
MA0043.3,HLF,0.341,0.028916372202591283,0.012190812720848057,0.014782096584216725,1.268716183167434,4.939735266814714e-28,0.9874796906916159,3.6060760693553634e-19,1.929341627771611e-27,1.125578555539373e-18
MA0634.1,ALX3,0.276,0.036336866902237926,0.02149587750294464,0.01872791519434629,0.7786160780391441,3.0465931032311307e-16,0.9812692792337409,2.1411059891765627e-23,7.974591070212013e-16,7.986325339628578e-23
MA0716.1,PRRX1,0.216,0.0342756183745583,0.020553592461719672,0.0176678445229682,0.7573200307663516,9.265912884751306e-15,0.9794917382252922,4.1145235141144754e-22,2.319587587927676e-14,1.4276439728043716e-21
MA0721.1,UNCX,0.233,0.0342756183745583,0.020553592461719672,0.0176678445229682,0.7573200307663516,9.265912884751306e-15,0.9794917382252922,4.1145235141144754e-22,2.319587587927676e-14,1.4276439728043716e-21
MA1606.1,Foxf1,0.292,0.06707891637220259,0.0339811542991755,0.03521790341578328,1.0308027993920872,1.1748272109972125e-44,0.9774243562520445,5.567458798544204e-41,7.125374791901793e-44,3.5197663251813357e-40
MA1499.1,HOXB4,0.234,0.027797408716136632,0.012779740871613663,0.014487632508833921,1.1414132851121621,4.632205747486703e-23,0.9583430893456756,1.1617593768550348e-17,1.5358335500555913e-22,3.359195717573085e-17
MA1507.1,HOXD4,0.243,0.027797408716136632,0.012779740871613663,0.014487632508833921,1.1414132851121621,4.632205747486703e-23,0.9583430893456756,1.1617593768550348e-17,1.5358335500555913e-22,3.359195717573085e-17
MA1636.1,CEBPG(var.2),0.357,0.03362779740871614,0.014958775029446408,0.017726737338044758,1.1946921565128392,1.7014049615337952e-29,0.9461402578139941,1.3813912977524823e-20,7.012420449194537e-29,4.539726467503752e-20
MA0853.1,Alx4,0.348,0.0212603062426384,0.011071849234393404,0.011189634864546525,0.9543711735166243,8.554413060043438e-14,0.9389728629411229,1.8438714680545446e-13,2.071945500906625e-13,4.554728858174471e-13
MA0661.1,MEOX1,0.322,0.023674911660777384,0.010070671378091874,0.012485276796230859,1.2507435392904878,8.78194567905762e-23,0.9379661029525641,8.620960665735114e-15,2.886049108624222e-22,2.187495461441631e-14
MA1519.1,LHX5,0.201,0.027385159010600707,0.014782096584216725,0.014487632508833921,0.9067964481923765,5.294152116351537e-16,0.9361983201508386,8.273170574594451e-17,1.3761106197903297e-15,2.294343958605004e-16
MA0896.1,Hmx1,0.383,0.030800942285041225,0.013486454652532391,0.016372202591283865,1.2152404721172605,6.998339399989865e-28,0.9318310706812355,1.4676195174020876e-18,2.719146454371062e-27,4.468751673395744e-18
MA0870.1,Sox1,0.302,0.03221436984687868,0.012838633686690224,0.01713780918727915,1.3538232395143066,3.6833345262167196e-34,0.9316640373950126,2.513645835401411e-19,1.7501704181896007e-33,7.945677089870561e-19
MA1473.1,CDX4,0.319,0.038810365135453474,0.020318021201413426,0.02073027090694935,0.9601785258106341,5.068234488982646e-24,0.9306337840212446,7.246252894243502e-23,1.766777069523857e-23,2.6114515261379964e-22
MA0654.1,ISX,0.201,0.027385159010600707,0.017255594817432274,0.014546525323910483,0.6803678539626986,2.838291329429415e-10,0.9302712281614365,1.2055461388245499e-16,5.707184182626264e-10,3.28225335606976e-16
MA0720.1,Shox2,0.217,0.027385159010600707,0.017255594817432274,0.014546525323910483,0.6803678539626986,2.838291329429415e-10,0.9302712281614365,1.2055461388245499e-16,5.707184182626264e-10,3.28225335606976e-16
MA0701.2,LHX9,0.225,0.027385159010600707,0.017255594817432274,0.014546525323910483,0.6803678539626986,2.838291329429415e-10,0.9302712281614365,1.2055461388245499e-16,5.707184182626264e-10,3.28225335606976e-16
MA1561.1,SOX12,0.442,0.015842167255594817,0.008068315665488811,0.008362779740871613,0.9822043757080094,4.179581452443232e-11,0.9302457468654791,2.940147289314425e-10,8.934005053073499e-11,6.394606057809216e-10
MA0851.1,Foxj3,0.33,0.09422850412249706,0.06007067137809187,0.0519434628975265,0.7026499383815176,3.0854622690895005e-32,0.9246783586869348,3.5834214299037295e-51,1.3950029410550107e-31,2.7002347340486688e-50
MA1496.1,HOXA4,0.328,0.02432273262661955,0.0124263839811543,0.012956419316843345,0.9847134207345773,2.5698172582764715e-16,0.9238179424228742,8.33258935786123e-15,6.750294629134675e-16,2.1215398160288318e-14
MA0869.1,Sox11,0.283,0.054829210836277974,0.025441696113074206,0.029681978798586573,1.151027736788651,4.657001151032446e-44,0.9225829593270498,5.587054464525879e-31,2.7792982869361638e-43,2.7420675200896747e-30
MA0644.1,ESX1,0.304,0.025382803297997643,0.011307420494699646,0.013545347467608953,1.1851878189159843,1.9554182068421175e-22,0.9220103387796947,2.4576929785112366e-15,6.342356444800955e-22,6.547996292747794e-15
MA0653.1,IRF9,0.416,0.04840989399293286,0.029151943462897525,0.026148409893992933,0.7600349872427574,3.3243571698643865e-20,0.9211928975142949,1.475593126602578e-27,1.0163813314421444e-19,6.437382879798381e-27
MA1525.1,NFATC4,0.403,0.05577149587750294,0.03356890459363958,0.030506478209658423,0.7654288627269369,3.2164458689442346e-23,0.9078760047008556,1.15949181004369e-30,1.0808417199245041e-22,5.580521872855437e-30
MA0613.1,FOXG1,0.225,0.04782096584216725,0.02508833922261484,0.026148409893992933,0.9638596668778481,2.708250898461322e-29,0.9026524681492855,2.2449360856369836e-26,1.092083875811971e-28,9.304012888251055e-26
MA0614.1,Foxj2,0.247,0.04782096584216725,0.02508833922261484,0.026148409893992933,0.9638596668778481,2.708250898461322e-29,0.9026524681492855,2.2449360856369836e-26,1.092083875811971e-28,9.304012888251055e-26
MA0675.1,NKX6-2,0.232,0.03392226148409894,0.019787985865724382,0.018433451118963485,0.7976680136919616,7.166142150797114e-16,0.9018012699774958,3.005026926740598e-19,1.8498069358112966e-15,9.41911801406927e-19
MA0132.2,PDX1,0.238,0.017785630153121318,0.009599528857479387,0.009599528857479387,0.8996182206471623,8.532125172444582e-11,0.8996182206471623,8.532125172444582e-11,1.7779232901239267e-10,1.8831258516697213e-10
MA1481.1,DRGX,0.231,0.017785630153121318,0.009599528857479387,0.009599528857479387,0.8996182206471623,8.532125172444582e-11,0.8996182206471623,8.532125172444582e-11,1.7779232901239267e-10,1.8831258516697213e-10
MA0070.1,PBX1,0.31,0.037043580683156656,0.018551236749116608,0.020200235571260307,1.0240079877195516,1.8690468910567177e-25,0.8989119580425913,9.547503709132535e-21,6.703408561193805e-25,3.1796597174164604e-20
MA0889.1,GBX1,0.322,0.019022379269729092,0.008362779740871613,0.010306242638398116,1.19839552592473,1.6938398623036818e-17,0.8950562546664915,2.3251908334207192e-11,4.6627473700315375e-17,5.353680128802026e-11
MA0594.2,HOXA9,0.41,0.001884570082449941,0.001531213191990577,0.0010011778563015312,0.2949580017909612,0.5114798427940015,0.8943610656650307,0.04423191532094334,0.5564341262756796,0.05490009879332234
MA0900.2,HOXA2,0.227,0.010482921083627797,0.005535924617196702,0.005712603062426384,0.924732273277411,3.550876858518129e-7,0.8793880565274308,1.0754200158260473e-6,6.203639663827926e-7,1.92851762453421e-6
MA0904.2,HOXB5,0.296,0.010482921083627797,0.005535924617196702,0.005712603062426384,0.924732273277411,3.550876858518129e-7,0.8793880565274308,1.0754200158260473e-6,6.203639663827926e-7,1.92851762453421e-6
MA0878.2,CDX1,0.347,0.03515901060070671,0.0199057714958775,0.019434628975265017,0.8424114553290858,7.326907549406896e-18,0.8776103499617498,4.726169972747297e-19,2.062593596927375e-17,1.4690511665289513e-18
MA0148.4,FOXA1,0.3,0.05530035335689046,0.027444051825677267,0.030918727915194347,1.0519403203500615,1.560704843474277e-38,0.8749632099862386,1.173909638824238e-28,8.257346193133409e-38,5.307494488259889e-28
MA0624.1,NFATC1,0.411,0.059599528857479385,0.03250883392226148,0.03339222614840989,0.914847500129469,5.3163063602647314e-33,0.8748837214828876,1.0928933175167353e-30,2.418271063876518e-32,5.2941455510875625e-30
MA1487.1,FOXE1,0.297,0.07885747938751472,0.04122497055359246,0.04464075382803298,0.9930037612479043,7.615799728172408e-49,0.8730907897132285,1.5751176042810925e-39,4.9613273353332486e-48,9.25226561254878e-39
MA0158.2,HOXA5,0.321,0.0163133097762073,0.0076560659599528855,0.00901060070671378,1.1010789331261264,1.8368939816565667e-13,0.8649195402852593,1.8579157938442828e-9,4.406182991369128e-13,3.8715228553291475e-9
MA0884.1,DUXA,0.303,0.03327444051825677,0.0160188457008245,0.018551236749116608,1.0787943224196543,5.457835379989936e-25,0.8636929273323671,1.1203419580570013e-17,1.9388310445107106e-24,3.2647464871504806e-17
MA0468.1,DUX4,0.238,0.04069493521790342,0.01866902237926973,0.022791519434628975,1.1557217939873674,1.6199381796466036e-33,0.8622088396553528,3.746910699599911e-21,7.552961762602289e-33,1.2763449232427095e-20
MA0642.1,EN2,0.388,0.01760895170789164,0.00800942285041225,0.00977620730270907,1.1476836353321493,2.573885686056505e-15,0.8584906831824943,5.481733832510463e-10,6.531016060537934e-15,1.178493786470549e-9
MA1495.1,HOXA1,0.291,0.0076560659599528855,0.003062426383981154,0.004240282685512367,1.3203232228095143,6.204124903507356e-9,0.8529541857813315,5.162959094006242e-5,1.174689639090479e-8,8.282940826083131e-5
MA0142.1,Pou5f1::Sox2,0.308,0.07921083627797408,0.04882214369846879,0.04546525323910483,0.7446713045857555,1.923205671958458e-30,0.852460781821463,3.7892982946045977e-38,8.151769495914828e-30,2.125425960733105e-37
MA0793.1,POU6F2,0.288,0.03191990577149588,0.01760895170789164,0.01802120141342756,0.8782374960001935,1.7706236819613276e-17,0.8443009049258464,1.9633493488879107e-16,4.8561958336145233e-17,5.326031324619569e-16
MA0883.1,Dmbx1,0.392,0.01702002355712603,0.010836277974087162,0.009540636042402828,0.658989562250677,1.3367391031136277e-6,0.844059061134878,1.8409089222980427e-9,2.2612412039064994e-6,3.846829288611596e-9
MA0650.2,HOXA13,0.344,0.046760895170789164,0.03380447585394582,0.026619552414605417,0.4872167620972235,1.3934689216546883e-9,0.8422941639742292,4.044705477720836e-23,2.7573682110196218e-9,1.486379451418593e-22
MA0836.2,CEBPD,0.389,0.024499411071849234,0.013780918727915195,0.013839811542991754,0.844493521978327,5.425761886597767e-13,0.8382682332601562,7.596131533158579e-13,1.2688458831980984e-12,1.8398422479663313e-12
MA1577.1,TLX2,0.209,0.022732626619552415,0.014605418138987044,0.012838633686690224,0.6491704156670092,3.525573800880877e-8,0.8373673055552366,5.215788150097675e-12,6.414824525505205e-8,1.2313221392319196e-11
MA1497.1,HOXA6,0.349,0.01702002355712603,0.008598351001177857,0.009599528857479387,0.9949699461081657,4.72533170705656e-12,0.8351223607579095,2.581273764179089e-9,1.0429282406698799e-11,5.334155756447645e-9
MA0593.1,FOXP2,0.305,0.06643109540636043,0.03680800942285041,0.03839811542991755,0.8963901165554804,2.8329473873775125e-35,0.8330385002575162,2.832039460168592e-31,1.3903807572260687e-34,1.4084676248571797e-30
MA0029.1,Mecom,0.28,0.05435806831566549,0.02791519434628975,0.03133097762073027,1.0004908244826227,5.221917412871388e-35,0.8290391646476751,7.641857620018295e-26,2.5461113660144154e-34,3.0982748828987217e-25
MA0635.1,BARHL2,0.344,0.011366313309776208,0.006065959952885748,0.006419316843345112,0.9104166179240053,1.655588740024932e-7,0.8286035423807792,1.3865052213658091e-6,2.940640952520474e-7,2.462697369378318e-6
MA1152.1,SOX15,0.311,0.08144876325088339,0.0502944640753828,0.04782096584216725,0.7432887959864237,4.064285545215799e-31,0.8197539582703374,1.1624102459548467e-36,1.7835041274888155e-30,6.28375393827765e-36
MA1104.2,GATA6,0.313,0.04776207302709069,0.026442873969375735,0.027738515901060072,0.88421254590401,1.7373346207042681e-25,0.8133546840250404,2.819979547709226e-22,6.26111897123374e-25,9.876548087282077e-22
MA0874.1,Arx,0.327,0.021731448763250883,0.011012956419316842,0.012485276796230859,0.9944043552332005,5.7865726301197735e-15,0.8116828108193742,5.143711921516699e-11,1.458372696645051e-14,1.1592776717376006e-10
MA0833.2,ATF4,0.361,0.02944640753828033,0.015547703180212015,0.01702002355712603,0.9406151500230041,4.436286792461856e-18,0.8081603178047219,2.7711349003284267e-14,1.2728730566063631e-17,6.913935236270924e-14
MA0909.2,HOXD13,0.408,0.032332155477031804,0.021908127208480566,0.01884570082449941,0.5763366503399051,3.70605229548958e-9,0.7977626354023025,3.287918403148006e-15,7.107236535823205e-9,8.667092327732907e-15
MA0606.1,NFAT5,0.333,0.07025912838633687,0.0414605418138987,0.04169611307420495,0.8045347253079496,4.519137152299523e-31,0.7960119883777387,1.5800479716640053e-30,1.971506617318973e-30,7.555870428598384e-30
MA0827.1,OLIG3,0.383,0.018433451118963485,0.009540636042402828,0.01071849234393404,0.9610370387352506,2.771722904623525e-12,0.7918636671156503,3.2324770184596565e-9,6.3039795330766764e-12,6.606651659646311e-9
MA0625.1,NFATC3,0.381,0.05176678445229682,0.032273262661955245,0.030800942285041225,0.7105488474577848,3.139732250132387e-19,0.7800441436372778,2.175585101311763e-22,9.368961034395043e-19,7.728507074183692e-22
MA0152.1,NFATC2,0.346,0.08321554770318021,0.05047114252061249,0.05023557126030624,0.7716909776594144,8.72211290400303e-34,0.7787943624366431,2.614287706809125e-34,4.118162168598899e-33,1.3734215699152163e-33
MA0630.1,SHOX,0.228,0.0287396937573616,0.01802120141342756,0.01696113074204947,0.6883048849032339,6.699209311721071e-11,0.7771771786397578,3.7133177498515827e-13,1.4038230748718873e-10,9.052728893429023e-13
MA0717.1,RAX2,0.252,0.0287396937573616,0.01802120141342756,0.01696113074204947,0.6883048849032339,6.699209311721071e-11,0.7771771786397578,3.7133177498515827e-13,1.4038230748718873e-10,9.052728893429023e-13
MA1115.1,POU5F1,0.304,0.0673733804475854,0.04976442873969376,0.04045936395759717,0.46382556440199335,5.252918249689754e-12,0.7763288632545886,3.402374900713289e-28,1.1559519216131436e-11,1.5018767313207773e-27
MA1489.1,FOXN3,0.259,0.23686690223792697,0.15188457008244993,0.1534746760895171,0.7933213290665868,1.36641297183482e-87,0.7755916055360231,3.930884013966402e-84,1.960277071132261e-86,6.981998748616514e-83
MA0882.1,DLX6,0.235,0.017962308598351,0.011012956419316842,0.01060070671378092,0.71445470386511,9.413227749842923e-8,0.7699476926661404,1.1881477174117374e-8,1.6961999761794253e-7,2.3448629555268678e-8
MA0880.1,Dlx3,0.252,0.01696113074204947,0.01065959952885748,0.010070671378091874,0.6778200254315062,7.459825218975733e-7,0.7604395143679934,4.260440415817424e-8,1.2822648878700225e-6,8.298403525325845e-8
MA0881.1,Dlx4,0.253,0.01696113074204947,0.01065959952885748,0.010070671378091874,0.6778200254315062,7.459825218975733e-7,0.7604395143679934,4.260440415817424e-8,1.2822648878700225e-6,8.298403525325845e-8
MA0877.2,BARHL1,0.365,0.0027090694935217904,0.0022968197879858657,0.0015901060070671379,0.23597428830759384,0.5148976058935142,0.7594168506906156,0.0342234718666758,0.5591173420619527,0.043199170918003627
MA0678.1,OLIG2,0.374,0.0160188457008245,0.008775029446407538,0.009540636042402828,0.8766922771024392,1.695403706577392e-9,0.755283330964839,1.2040100204150832e-7,3.337127084714339e-9,2.2971648982855552e-7
MA1501.1,HOXB7,0.356,0.015724381625441698,0.008244994110718492,0.009363957597173145,0.9398898521527316,2.397545205913815e-10,0.7552749442253387,1.5739221815464337e-7,4.87348426052236e-10,2.980065856430557e-7
MA0078.1,Sox17,0.384,0.03356890459363958,0.019022379269729092,0.020200235571260307,0.8400138719188971,4.6760751203935917e-17,0.7517362576244216,2.536955351628464e-14,1.2548028920192877e-16,6.350901652063202e-14
MA0710.1,NOTO,0.29,0.020259128386336867,0.013074204946996466,0.012131919905771496,0.6412397205447586,2.6367055612108387e-7,0.750280015646831,3.232040957394311e-9,4.6721670989626737e-7,6.606651659646311e-9
MA1479.1,DMRTC2,0.298,0.04204946996466431,0.016725559481743226,0.02561837455830389,1.366147203283665,1.476747990795712e-44,0.7387963173336644,5.1458895024660923e-17,8.884306460754849e-44,1.4486164410715867e-16
MA1103.2,FOXK2,0.33,0.04140164899882214,0.023616018845700824,0.025265017667844523,0.8356717962955567,1.9317451389700108e-20,0.735975122550819,1.1162234949949531e-16,5.930378080953202e-20,3.072703790650314e-16
MA0902.2,HOXB2,0.302,0.012485276796230859,0.0077738515901060075,0.007597173144876325,0.688336996798694,1.7150371454472595e-5,0.721634118214577,7.337024138587944e-6,2.727969531990737e-5,1.2467927123887486e-5
MA0893.2,GSX2,0.316,0.014016489988221437,0.008657243816254417,0.008539458186101296,0.7010945148881188,3.599806828087718e-6,0.7209617136619989,2.0377131336270205e-6,5.9070730817032066e-6,3.5600327814654734e-6
