motif_id,tf,motif_gc,frac_unclassified,frac_classified,frac_background,log2OR_vs_classified,p_vs_classified,log2OR_vs_background,p_vs_background,q_vs_classified,q_vs_background
MA0912.2,HOXD3,0.256,0.014016489988221437,0.008657243816254417,0.008539458186101296,0.7010945148881188,3.599806828087718e-6,0.7209617136619989,2.0377131336270205e-6,5.9070730817032066e-6,3.5600327814654734e-6
MA1623.1,Stat2,0.328,0.1670789163722026,0.11113074204946996,0.10865724381625441,0.6819319574547024,2.271382106916789e-50,0.7184058113933138,3.368634343809987e-55,1.5689361590369674e-49,3.1412515256028125e-54
MA0481.3,FOXP1,0.306,0.05453474676089517,0.03604240282685512,0.03392226148409894,0.6250255176663015,2.501958132190122e-16,0.7155842557725572,2.2225051366749597e-20,6.59526772655064e-16,7.271880841927719e-20
MA0035.4,GATA1,0.31,0.027031802120141342,0.014723203769140165,0.016666666666666666,0.8933901437093755,1.853565517368959e-15,0.7120035644443932,6.792970144827283e-11,4.747568401549589e-15,1.5172322539045372e-10
MA1505.1,HOXC8,0.28,0.011778563015312132,0.005889281507656066,0.007243816254416961,1.0049786688795377,6.899839233377334e-9,0.7056960888697302,1.9747493141109334e-5,1.299818199015023e-8,3.2306205884358694e-5
MA0652.1,IRF8,0.45,0.027974087161366314,0.01678445229681979,0.017373380447585393,0.7524670529642639,3.1971539405044026e-12,0.7019352871639558,5.6121516413249145e-11,7.205670210321101e-12,1.2572567941226385e-10
MA0109.1,HLTF,0.397,0.025500588928150766,0.014899882214369846,0.015842167255594817,0.7896548196460805,3.841916601050785e-12,0.6999746830882297,4.2704788670779024e-10,8.581047258634387e-12,9.260980333837544e-10
MA1549.1,POU6F1(var.2),0.328,0.028091872791519434,0.019375736160188457,0.017550058892815076,0.5481023936443878,1.4863084749809815e-7,0.6933332872700876,8.257544251179168e-11,2.646267595073538e-7,1.8333714319582322e-10
MA1603.1,Dmrt1,0.339,0.04134275618374558,0.024617196702002356,0.02603062426383981,0.7722232900883778,5.431652288316713e-18,0.6896813947670133,5.196927314926611e-15,1.5524952517564246e-17,1.3414905802544124e-14
MA1470.1,BACH2(var.2),0.389,0.012131919905771496,0.006183745583038869,0.007597173144876325,0.9775592663200984,9.158618723409058e-9,0.6797969348074108,2.7897995870806393e-5,1.7166657205183813e-8,4.534184078348926e-5
MA0050.2,IRF1,0.357,0.16849234393404006,0.13386336866902238,0.11230859835100118,0.3907196382859646,5.572013992361057e-19,0.67941399229504,2.1287678599351157e-50,1.649493031071964e-18,1.5880608235115964e-49
MA0769.2,TCF7,0.375,0.053769140164899885,0.029976442873969375,0.0342756183745583,0.8781490521594604,4.2906367988222215e-28,0.6785650617051168,1.8987553351074168e-18,1.6846395010112513e-27,5.734702348138189e-18
MA0826.1,OLIG1,0.344,0.014016489988221437,0.0088339222614841,0.0088339222614841,0.6717888480421804,8.196040258330683e-6,0.6717888480421804,8.196040258330683e-6,1.3177254380850625e-5,1.3770824398006058e-5
MA0699.1,LBX2,0.333,0.025206124852767964,0.01713780918727915,0.0160188457008245,0.5676909242836733,2.7315581688957233e-7,0.6665720658571314,2.794950291619686e-9,4.828773445488648e-7,5.75975944074112e-9
MA1420.1,IRF5,0.48,0.019729093050647822,0.012073027090694936,0.01254416961130742,0.7183979326287597,1.8893742670553425e-8,0.6626120916155136,1.681351330749632e-7,3.4974521171793684e-8,3.167394173583903e-7
MA0709.1,Msx3,0.248,0.02120141342756184,0.012779740871613663,0.013545347467608953,0.741343471052297,2.0752333008679874e-9,0.6564728854294555,7.523822307328455e-8,4.063317696712647e-9,1.4616592294966218e-7
MA0676.1,Nr2e1,0.3,0.04729093050647821,0.026972909305064782,0.030683156654888105,0.8398196086204684,3.0134527491405525e-23,0.6485626047575104,2.6558650233502726e-15,1.0172107469949558e-22,7.0390066950658105e-15
MA0047.3,FOXA2,0.297,0.05,0.03468786808009423,0.03250883392226148,0.5501894220790049,2.609987873224865e-12,0.6469596494592613,5.261926827963478e-16,5.954284261240823e-12,1.4171109796609222e-15
MA0517.1,STAT1::STAT2,0.373,0.09952885747938751,0.07850412249705536,0.06595995288574794,0.375528783965011,1.114592861971924e-11,0.646110036237909,2.5061477653861935e-29,2.4241582362421438e-11,1.1612336850795654e-28
MA0817.1,BHLHE23,0.345,0.015842167255594817,0.010011778563015312,0.010188457008244995,0.669034936048602,2.2833210885643095e-6,0.6436135263184083,4.992246657391182e-6,3.819187291634473e-6,8.541779831224362e-6
MA1421.1,TCF7L1,0.354,0.06283863368669022,0.03604240282685512,0.04122497055359246,0.8421252651988606,2.914965036056666e-30,0.6406729462783992,2.8840621821451347e-19,1.2216651218529622e-29,9.078102902448398e-19
MA0768.1,LEF1,0.356,0.06949352179034157,0.039458186101295645,0.045759717314487636,0.8619196004254841,1.8020814857577741e-34,0.6388187214415149,5.8824678083532936e-21,8.673243795969673e-34,1.9678569439603395e-20
MA0072.1,RORA(var.2),0.369,0.028798586572438164,0.018374558303886925,0.01872791519434629,0.6628543255101654,2.652342168310868e-10,0.634897736224524,1.2146462318748798e-9,5.376758852064966e-10,2.559678217453843e-9
MA0461.2,Atoh1,0.413,0.015429917550058892,0.00977620730270907,0.010011778563015312,0.6650557114293177,3.4943180194851754e-6,0.6304629060449858,9.785319437055987e-6,5.7799584091706e-6,1.6367372870053285e-5
MA1518.1,LHX1,0.324,0.012073027090694936,0.0076560659599528855,0.007832744405182567,0.6615242206985312,4.5271179723923644e-5,0.6284774106841852,9.833639372775942e-5,6.949032937046715e-5,1.5411544059014396e-4
MA1124.1,ZNF24,0.324,0.05182567726737338,0.03515901060070671,0.03415783274440518,0.5845223913452005,5.298251342939439e-14,0.6276612439054168,1.0089086671850772e-15,1.2916651966773927e-13,2.6976554326884145e-15
MA1580.1,ZBTB32,0.345,0.026501766784452298,0.015017667844522967,0.017314487632508833,0.8351227923358431,1.0895424444806822e-13,0.626810489898666,8.122670228579974e-9,2.6304163869986697e-13,1.6289010727206076e-8
MA0030.1,FOXF2,0.341,0.03975265017667844,0.023321554770318022,0.026148409893992933,0.7931117398339733,3.977939909414559e-18,0.6240675852804731,2.291717679766807e-12,1.1502105319470004e-17,5.4971748845853315e-12
MA0852.2,FOXK1,0.387,0.04122497055359246,0.02868080094228504,0.027149587750294465,0.5417354021413161,3.3940199305223004e-10,0.623079416037946,9.93607102819223e-13,6.806287280025903e-10,2.398805497421166e-12
MA0620.3,MITF,0.477,0.01336866902237927,0.00977620730270907,0.008716136631330978,0.4555877244474102,0.0022920482248472043,0.622190556369721,4.821706165271234e-5,0.003125901235349204,7.752139653647285e-5
MA0838.1,CEBPG,0.426,0.006065959952885748,0.003474676089517079,0.003945818610129564,0.8024254365452147,6.615890672477201e-4,0.6197453766730419,0.006946544560130771,9.329781553247621e-4,0.009439202626334344
MA0692.1,TFEB,0.555,0.01513545347467609,0.010365135453474675,0.009893992932862191,0.5518750508551032,1.0464182756908767e-4,0.6194812931835889,1.631426790203277e-5,1.5675261720188635e-4,2.704543078870321e-5
MA1657.1,ZNF652,0.331,0.03333333333333333,0.022614840989399292,0.022025912838633685,0.5750005798398226,2.321226095004824e-9,0.6138874742418591,2.3170588881625878e-10,4.533075044171724e-9,5.054169387629504e-10
MA0027.2,EN1,0.253,0.012485276796230859,0.007832744405182567,0.008186101295641932,0.6774039845141404,2.2553009004588303e-5,0.6134647173270701,1.0627807890519598e-4,3.564522185894677e-5,1.6551867821143257e-4
MA0907.1,HOXC13,0.353,0.020906949352179034,0.013074204946996466,0.013780918727915195,0.6875395182540814,2.6072140657995904e-8,0.6107235132232116,5.601277503622599e-7,4.767111992859055e-8,1.0191592726103558e-6
MA0083.3,SRF,0.419,0.01696113074204947,0.010895170789163721,0.011189634864546525,0.6460268368620676,2.131840372172472e-6,0.6072254734820913,7.366541879999876e-6,3.5738267812149753e-6,1.2489636914727063e-5
MA0894.1,HESX1,0.274,0.016431095406360424,0.009069493521790341,0.010895170789163721,0.8659988844317523,1.5606138651454752e-9,0.5995261610236985,1.2946139062114384e-5,3.079941649202446e-9,2.1557633348967256e-5
MA1562.1,SOX14,0.412,0.021613663133097764,0.011307420494699646,0.014428739693757362,0.9480030990489238,7.390891831053578e-14,0.5925768390808673,7.376818796687705e-7,1.7959626403797948e-13,1.3389554312236078e-6
MA0837.1,CEBPE,0.412,0.005241460541813898,0.0033568904593639574,0.003474676089517079,0.6410562456213493,0.009897135993005452,0.5915580271218592,0.01660428406017046,0.012885276528415476,0.021655237602949583
MA0051.1,IRF2,0.412,0.040282685512367494,0.028798586572438164,0.027090694935217905,0.5009021580421936,7.59320171953958e-9,0.591544586318157,1.726991642593187e-11,1.426833370976455e-8,3.988655620354543e-11
MA0479.1,FOXH1,0.401,0.03209658421672556,0.021849234393404006,0.021672555948174323,0.569410283237664,6.201132927156132e-9,0.5813684300441686,3.1769542999286664e-9,1.174689639090479e-8,6.5289474042611166e-9
MA0668.1,NEUROD2,0.478,0.011307420494699646,0.008244994110718492,0.007597173144876325,0.45874995275271147,0.004838460128593881,0.5773100276718425,4.885997878455538e-4,0.006399807191367085,7.304517870396456e-4
MA0523.1,TCF7L2,0.398,0.0607773851590106,0.039517078916372204,0.04210836277974087,0.6529742899750955,2.642168385812804e-19,0.5575125399956518,7.104118060375579e-15,7.915894039423099e-19,1.8211931522474854e-14
MA0495.3,MAFF,0.383,0.04464075382803298,0.02756183745583039,0.031036513545347467,0.7206625280389019,3.048824370417885e-17,0.5443764283333294,5.463409780815494e-11,8.210913286396181e-17,1.2276215953278187e-10
MA0890.1,GBX2,0.3,0.018080094228504123,0.011130742049469965,0.01254416961130742,0.7085626974425522,1.0604647054990311e-7,0.5344609647512042,3.785852381518885e-5,1.9016987266881666e-7,6.113086313015343e-5
MA0122.3,Nkx3-2,0.336,0.03510011778563015,0.02603062426383981,0.024617196702002356,0.4443414270493411,1.3561265774731418e-6,0.5268833223707055,1.5407442618344072e-8,2.2888471194456193e-6,3.032705064191208e-8
MA0818.1,BHLHE22,0.397,0.011425206124852767,0.008186101295641932,0.007950530035335688,0.4842242134829885,0.002886487921114281,0.5265390956595944,0.0012784529579136365,0.003872877678329593,0.0018411697038679012
MA0629.1,Rhox11,0.431,0.01625441696113074,0.011189634864546525,0.011366313309776208,0.5448968748092735,7.034314242509615e-5,0.5220965132500798,1.3245547493506108e-4,1.060120893921651e-4,2.05429904992839e-4
MA0610.1,DMRT3,0.344,0.03256772673733804,0.0160188457008245,0.022968197879858657,1.0467963667407192,2.1800134817356584e-23,0.517505193017185,8.197267644113386e-8,7.425981997145211e-23,1.5883536785736586e-7
MA1570.1,TFAP4(var.2),0.436,0.02685512367491166,0.01878680800942285,0.019022379269729092,0.5267105992246811,7.270316394527723e-7,0.5084144224175136,1.623543878992896e-6,1.2554759329439077e-6,2.870056241063271e-6
MA1683.1,FOXA3,0.319,0.04069493521790342,0.032037691401649,0.028975265017667843,0.35775800408096486,2.2684868692789287e-5,0.5071233644147398,4.289983647186006e-9,3.577782673323638e-5,8.720239239239129e-9
MA0466.2,CEBPB,0.416,0.005771495877502945,0.003769140164899882,0.004063604240282685,0.6137271142822909,0.009142966279730096,0.505586817423271,0.02954947350251622,0.011924218259927712,0.03748963815115153
MA1534.1,NR1I3,0.341,0.03197879858657244,0.02149587750294464,0.022732626619552415,0.5879474424857205,2.3411588154339803e-9,0.5055258876962833,1.979961611982846e-7,4.560063906824411e-9,3.720532399343081e-7
MA0770.1,HSF2,0.364,0.0326266195524146,0.0212603062426384,0.0232037691401649,0.6340436747844638,1.0652675992410433e-10,0.5051465307853825,1.5265947502612678e-7,2.2136201365844522e-10,2.8978108999870375e-7
MA0042.2,FOXI1,0.268,0.03392226148409894,0.022497055359246173,0.024146054181389872,0.6088221097567648,2.2101518130310724e-10,0.5044638991339819,9.070013847719144e-8,4.5048449522436607e-10,1.7349308539483286e-7
MA0033.2,FOXL1,0.225,0.03392226148409894,0.022497055359246173,0.024146054181389872,0.6088221097567648,2.2101518130310724e-10,0.5044638991339819,9.070013847719144e-8,4.5048449522436607e-10,1.7349308539483286e-7
MA0848.1,FOXO4,0.269,0.03392226148409894,0.022497055359246173,0.024146054181389872,0.6088221097567648,2.2101518130310724e-10,0.5044638991339819,9.070013847719144e-8,4.5048449522436607e-10,1.7349308539483286e-7
MA0849.1,FOXO6,0.279,0.03392226148409894,0.022497055359246173,0.024146054181389872,0.6088221097567648,2.2101518130310724e-10,0.5044638991339819,9.070013847719144e-8,4.5048449522436607e-10,1.7349308539483286e-7
MA0850.1,FOXP3,0.292,0.03392226148409894,0.022497055359246173,0.024146054181389872,0.6088221097567648,2.2101518130310724e-10,0.5044638991339819,9.070013847719144e-8,4.5048449522436607e-10,1.7349308539483286e-7
MA1418.1,IRF3,0.459,0.06313309776207303,0.05288574793875147,0.04540636042402827,0.2710811160648426,5.863186811162521e-5,0.5022813643331443,5.992270209387509e-13,8.93799975409533e-5,1.4561021420856943e-12
MA0914.1,ISL2,0.354,0.018610129564193167,0.013074204946996466,0.013250883392226149,0.5165151557298537,5.0986750641368903e-5,0.4969347731259755,9.269789583833297e-5,7.794286061160083e-5,1.4589162509577298e-4
MA0442.2,SOX10,0.39,0.06478209658421673,0.04240282685512368,0.04705535924617197,0.6452040930912251,5.0321488127070463e-20,0.488078219302359,1.25668034942901e-12,1.5322379650120232e-19,3.0241404537872302e-12
MA0480.1,Foxo1,0.365,0.05624263839811543,0.03839811542991755,0.04081272084805654,0.5773008668590095,9.94741880393741e-15,0.48575579941964614,3.998962270602798e-11,2.4818643571027786e-14,9.095200773992949e-11
MA0875.1,BARX1,0.302,0.01419316843345112,0.009717314487632508,0.010188457008244995,0.5517272133099603,1.7366550770622137e-4,0.4829362398319959,9.012035208820598e-4,2.5654350247295276e-4,0.0013156513240274298
MA0611.1,Dux,0.338,0.028798586572438164,0.01790341578327444,0.020789163722025914,0.7009605384982248,3.124997639737007e-11,0.48144728928355324,2.3507433551786135e-6,6.718294637590223e-11,4.087772827420153e-6
MA0623.2,NEUROG1,0.407,0.013309776207302709,0.009422850412249705,0.009599528857479387,0.5026097109489421,8.544645054120304e-4,0.475635039489499,0.001536531630429912,0.0011959296829969505,0.002195886199809798
MA0666.1,MSX1,0.288,0.016607773851590107,0.011955241460541813,0.012014134275618375,0.4800313166620314,3.5101544320716377e-4,0.47287327555395414,4.238286831506343e-4,5.026056058206222e-4,6.37452011351559e-4
MA0708.1,MSX2,0.267,0.016607773851590107,0.011955241460541813,0.012014134275618375,0.4800313166620314,3.5101544320716377e-4,0.47287327555395414,4.238286831506343e-4,5.026056058206222e-4,6.37452011351559e-4
MA0876.1,BSX,0.312,0.016607773851590107,0.011955241460541813,0.012014134275618375,0.4800313166620314,3.5101544320716377e-4,0.47287327555395414,4.238286831506343e-4,5.026056058206222e-4,6.37452011351559e-4
MA0077.1,SOX9,0.358,0.030565371024734982,0.01678445229681979,0.02237926972909305,0.8839965011080996,5.565264853204603e-17,0.46135818840239934,2.9640443205709724e-6,1.4880600646919836e-16,5.118465423948948e-6
MA0868.2,SOX8,0.353,0.038044758539458184,0.020553592461719672,0.028091872791519434,0.9133539115564674,8.466359073190957e-22,0.45199936065399354,3.2702404064015417e-7,2.6876186674895547e-21,6.023702081914938e-7
MA0525.2,TP63,0.441,0.012661955241460542,0.00895170789163722,0.009305064782096584,0.5042897056485387,0.0011101679050403454,0.4481016406129676,0.0034953318229896295,0.0015451217484330182,0.0048198106098895814
MA1588.1,ZNF136,0.4,0.03209658421672556,0.02232037691401649,0.023792697290930507,0.5379775639146557,3.440376879491438e-8,0.44376357227549373,3.888419645462108e-6,6.275112841321792e-8,6.6837812339049135e-6
MA0888.1,EVX2,0.344,0.010129564193168433,0.006007067137809187,0.007479387514723204,0.756968165534098,2.5931252684750375e-5,0.4399563612871751,0.010474362315477659,4.072571474278691e-5,0.014003358937896655
MA0895.1,HMBOX1,0.357,0.015253239104829211,0.010482921083627797,0.011366313309776208,0.5467820981264221,1.1255168320442988e-4,0.4290841018698894,0.0020519360320711286,1.679271113410094e-4,0.002893656483790287
MA0804.1,TBX19,0.432,0.0143698468786808,0.009893992932862191,0.01071849234393404,0.5436222838371935,1.9367524843526954e-4,0.42727255877834325,0.002895153979143331,2.832975202602178e-4,0.004021945751286639
MA0031.1,FOXD1,0.275,0.02597173144876325,0.017962308598351,0.019493521790341577,0.5430554562674244,5.418711598070291e-7,0.4229677984612503,7.05455701039991e-5,9.379022858840921e-7,1.11497871393185e-4
MA0157.2,FOXO3,0.264,0.02597173144876325,0.017962308598351,0.019493521790341577,0.5430554562674244,5.418711598070291e-7,0.4229677984612503,7.05455701039991e-5,9.379022858840921e-7,1.11497871393185e-4
MA0887.1,EVX1,0.346,0.009893992932862191,0.005653710247349823,0.007420494699646643,0.8103129337539002,1.0224056506998439e-5,0.41721076826322395,0.016181453886354377,1.63672664253666e-5,0.021140743606340395
MA0724.1,VENTX,0.317,0.00901060070671378,0.00530035335689046,0.006772673733804476,0.7676401376774185,6.014334235961105e-5,0.41360003686888386,0.02308621126520864,9.119295406558912e-5,0.0297449285040512
MA0019.1,Ddit3::Cebpa,0.483,0.023027090694935217,0.013133097762073028,0.017432273262661956,0.8232740051770533,7.769481911419955e-12,0.4092182505475284,2.8528279438405136e-4,1.6997165706508168e-11,4.3344391977699046e-4
MA0108.2,TBP,0.377,0.021908127208480566,0.016666666666666666,0.016725559481743226,0.40160202273528506,5.073998792202398e-4,0.3964357009245452,5.934071389506173e-4,7.223670036227078e-4,8.783367572562709e-4
MA1112.2,NR4A1,0.402,0.04823321554770318,0.031448763250883395,0.037161366313309775,0.6417734908883573,2.6310822909688834e-15,0.39264662584636495,5.018167572102989e-7,6.653516573094194e-15,9.175375021541249e-7
MA0867.2,SOX4,0.404,0.05129564193168434,0.037926972909305065,0.039693757361601884,0.45550751637403525,2.670612538839991e-9,0.387217661826815,3.217730685403046e-7,5.174745334999048e-9,5.941651216115526e-7
MA0669.1,NEUROG2,0.399,0.01878680800942285,0.010895170789163721,0.014428739693757362,0.7959532000267678,1.9396892481443114e-9,0.3864862717694479,0.001912220821397696,3.807916260830674e-9,0.0027017362362929567
MA0492.1,JUND(var.2),0.393,0.024558303886925797,0.019316843345111898,0.018904593639575973,0.3536140509020691,0.0011008295314378408,0.3852950038673247,4.0005578480767796e-4,0.0015349884681357556,6.053582463824092e-4
MA0511.2,RUNX2,0.502,0.011660777385159011,0.00895170789163722,0.00895170789163722,0.3842787107708152,0.015495320440130855,0.3842787107708152,0.015495320440130855,0.019793679877290443,0.02035124832453806
MA0137.3,STAT1,0.415,0.0447585394581861,0.030565371024734982,0.03480565371024735,0.5711020098163687,6.8844485759683965e-12,0.3775236301197362,3.0127648876362996e-6,1.510529011080125e-11,5.1905833860893285e-6
MA1155.1,ZSCAN4,0.476,0.07143698468786808,0.04946996466431095,0.05624263839811543,0.5635857217842672,2.0337166029969474e-17,0.3682617669922389,1.1248810891502004e-8,5.557335479251731e-17,2.2258920225624658e-8
MA1110.1,NR1H4,0.457,0.019375736160188457,0.015606595995288575,0.01513545347467609,0.3171009702449843,0.009057252836247951,0.3619307043433893,0.003058588669933723,0.0118331184165341,0.004241091352733378
MA0633.1,Twist2,0.423,0.027385159010600707,0.018080094228504123,0.02143698468786808,0.6119310879535432,9.760199429745278e-9,0.3616582394138737,4.3126882480383336e-4,1.824839291877187e-8,6.473371092628968e-4
MA0143.4,SOX2,0.377,0.03651354534746761,0.023616018845700824,0.02868080094228504,0.6472148819499677,3.5798131724030464e-12,0.3597097298277405,5.390986687800226e-5,8.019641521359377e-12,8.61172605802777e-5
MA0038.2,GFI1,0.443,0.02685512367491166,0.018138987043580683,0.021083627797408716,0.5782082007406126,6.85236003232941e-8,0.35717249977979215,5.710602139841254e-4,1.2407428602227523e-7,8.4694019807586e-4
MA1498.1,HOXA7,0.321,0.009187279151943463,0.005653710247349823,0.0071849234393404,0.7026976365278715,1.7929373551094332e-4,0.3562934542026474,0.046690737704514644,2.6329355647866876e-4,0.05747737677816489
MA1502.1,HOXB8,0.302,0.009187279151943463,0.005653710247349823,0.0071849234393404,0.7026976365278715,1.7929373551094332e-4,0.3562934542026474,0.046690737704514644,2.6329355647866876e-4,0.05747737677816489
MA0910.2,HOXD8,0.316,0.009187279151943463,0.005653710247349823,0.0071849234393404,0.7026976365278715,1.7929373551094332e-4,0.3562934542026474,0.046690737704514644,2.6329355647866876e-4,0.05747737677816489
MA0667.1,MYF6,0.406,0.025323910482921083,0.018138987043580683,0.019964664310954065,0.49133839500648,6.399353277789961e-6,0.35051233907750273,0.0010154749811292824,1.0400691819676059e-5,0.00147669461193459
MA1468.1,ATOH7,0.452,0.023674911660777384,0.013486454652532391,0.01872791519434629,0.825471436279937,3.5508529492123048e-12,0.34498680639503293,0.0017504129566663193,7.978723795519215e-12,0.0024920001253302946
MA0731.1,BCL6B,0.381,0.035512367491166076,0.024440518256772674,0.028209658421672557,0.5549718946081753,2.4197153681501233e-9,0.34270497971839964,1.4235126844586564e-4,4.700801209999979e-9,2.2031959805107005e-4
MA0486.2,HSF1,0.372,0.02508833922261484,0.0199057714958775,0.0199057714958775,0.3410386387113876,0.001439513407525774,0.3410386387113876,0.001439513407525774,0.0019923506530876204,0.002061184264902548
MA0862.1,GMEB2,0.413,0.0019434628975265019,0.0017078916372202592,0.001531213191990577,0.1837866101475456,0.7032772278603048,0.3387645040162025,0.4345918511539779,0.7441770382748757,0.46850508809373914
MA0069.1,PAX6,0.432,0.012956419316843345,0.009128386336866903,0.010306242638398116,0.5094482649544859,8.663488177162043e-4,0.33317590361409044,0.02583434313785374,0.0012102925431016636,0.03294430765955366
MA0520.1,Stat6,0.406,0.04628975265017668,0.030918727915194347,0.03745583038869258,0.6048219387649129,2.034420304235513e-13,0.31858756926041504,5.34465857514192e-5,4.864351112050297e-13,8.556041409991143e-5
MA1120.1,SOX13,0.409,0.03515901060070671,0.02420494699646643,0.0284452296819788,0.5543327587842928,3.0063737101402638e-9,0.31542664892300826,4.699211759258541e-4,5.7802958447542186e-9,7.03938147069653e-4
MA0647.1,GRHL1,0.397,0.012897526501766784,0.0077738515901060075,0.010424028268551237,0.7356974732053759,3.543452307746355e-6,0.31001241556590703,0.03809284832609822,5.848264207032701e-6,0.04776010899372987
MA0631.1,Six3,0.407,0.016372202591283865,0.013604240282685512,0.013250883392226149,0.27071910463695625,0.0398383241297979,0.30912057380986796,0.019407533543581785,0.04936775714423461,0.02522303139984671
MA1592.1,ZNF274,0.49,0.03380447585394582,0.027385159010600707,0.02762073027090695,0.3130788709504938,6.598615383320814e-4,0.300385422521921,0.0010631008923753808,9.323043704464634e-4,0.0015429440967160196
MA0482.2,GATA4,0.374,0.031507656065959955,0.024146054181389872,0.025795053003533568,0.3944286164674544,4.1954901372863615e-5,0.2967941401080326,0.0017786898125673046,6.466602566974433e-5,0.0025274335241432556
MA1151.1,RORC,0.419,0.020318021201413426,0.01678445229681979,0.016725559481743226,0.28038903636760465,0.01759028252719866,0.28553753904541085,0.01567835681476728,0.02231692307022143,0.020555455507585925
MA0776.1,MYBL1,0.477,0.003297997644287397,0.0021790341578327445,0.0027090694935217904,0.5929789803551478,0.06103174035895899,0.281872329506652,0.3722232130537019,0.0740319972484283,0.405370097719798
MA1118.1,SIX1,0.411,0.027444051825677267,0.01955241460541814,0.022850412249705535,0.5001816487403098,1.7983204125038124e-6,0.2707604660365242,0.007581210935280096,3.0283228616881356e-6,0.010227094679419442
MA0659.2,MAFG,0.403,0.0392226148409894,0.029917550058892815,0.03280329799764429,0.40426185500480377,3.013891412682744e-6,0.2672399088499913,0.0016485943319389411,5.018667397011891e-6,0.0023515322593239962
MA0145.3,TFCP2,0.457,0.007597173144876325,0.005005889281507656,0.0063604240282685515,0.602717803071151,0.003100676964563903,0.2570537934566743,0.19222969944154522,0.004152791769415927,0.2213014749743715
MA0483.1,Gfi1b,0.415,0.04717314487632509,0.03851590106007067,0.039811542991755,0.30535784951174805,9.031828345885091e-5,0.25571576129378115,9.64354410655043e-4,1.355682886525207e-4,0.0014050945123997307
MA0762.1,ETV2,0.469,0.015076560659599529,0.013780918727915195,0.012661955241460542,0.13126742817131495,0.3392802909698868,0.254803385674578,0.06333954410458778,0.3800346802755789,0.07733436972507772
MA1632.1,ATF2,0.414,0.023910482921083626,0.019022379269729092,0.020141342756183747,0.3366961842195285,0.002119092908284881,0.25271139174039736,0.019784783688209465,0.0029006299258358187,0.02562404276285462
MA1624.1,Stat5a,0.398,0.047585394581861014,0.032037691401649,0.040400471142520614,0.5936761352202052,2.4535209341970917e-13,0.24683042394358293,0.0013590702467192145,5.810560688606446e-13,0.001953499815130123
MA0514.1,Sox3,0.401,0.0765017667844523,0.06625441696113074,0.06531213191990577,0.2233103845041684,2.6459949711691634e-4,0.24542188282369248,6.398978214700729e-5,3.8402962032922097e-4,1.0178332085643376e-4
MA0009.2,TBXT,0.468,0.012720848056537103,0.00983510011778563,0.0107773851590106,0.3744165498583169,0.01353716749453583,0.2414240366521172,0.10695676675620823,0.01735176452048751,0.12683516937578693
MA1150.1,RORB,0.422,0.02131919905771496,0.020023557126030624,0.018197879858657243,0.09223481083103732,0.42319980127227697,0.23263533166401912,0.042527335389301126,0.467714150739435,0.0528756536673644
MA0515.1,Sox6,0.401,0.05035335689045936,0.04151943462897526,0.04328621908127209,0.29147974245823494,1.1116784442214062e-4,0.228738765925844,0.002228390031109594,1.661948135048435e-4,0.0031365640815240697
MA1647.1,PRDM4,0.429,0.04964664310954064,0.04016489988221437,0.042697290930506476,0.3198811219477989,2.718249850696393e-5,0.22792329099631842,0.002473535669455059,4.260114261805692e-5,0.0034685293410027704
MA0687.1,SPIC,0.411,0.04776207302709069,0.046643109540636045,0.041107184923439344,0.03587440570002502,0.6451119762491592,0.22637813792713568,0.0031714489278822184,0.688488604122851,0.004381297963333583
MA0067.1,Pax2,0.516,0.0038280329799764428,0.002591283863368669,0.003297997644287397,0.5594795150201265,0.05452061079828099,0.2140114301195523,0.4664103184673456,0.06667602566478298,0.5006361116210645
MA0842.2,NRL,0.431,0.02061248527679623,0.014899882214369846,0.01784452296819788,0.4758189969891103,7.739444608567987e-5,0.21178942480824328,0.06903445647947846,1.1640374350789755e-4,0.08401256857045829
MA1524.1,MSGN1,0.499,0.01690223792697291,0.014016489988221437,0.014664310954063604,0.2738011924946608,0.034652091296103776,0.20780246571050004,0.10711281059885491,0.0430841001781557,0.12683516937578693
MA1480.1,DPRX,0.399,0.013309776207302709,0.00983510011778563,0.01154299175500589,0.4404213974479972,0.00320358576938599,0.20756266523147748,0.15536622762103527,0.004275268307624237,0.17969489272138345
MA1594.1,ZNF382,0.489,0.027502944640753826,0.021967020023557125,0.023910482921083626,0.3320471077019604,0.001145215772917582,0.20703043346858502,0.039598656081899886,0.0015909328986899742,0.04939899236972795
MA0600.2,RFX2,0.508,0.011484098939929329,0.010954063604240283,0.010011778563015312,0.06876630973102468,0.6802679464743983,0.1995439919097739,0.206520740472184,0.7218775079230457,0.2352129349499989
MA0037.3,GATA3,0.326,0.026914016489988223,0.02308598351001178,0.023557126030624265,0.22674321708705306,0.02606265048552682,0.1969377039162904,0.05262070582558585,0.03262204238624666,0.06456422129257738
MA1544.1,OVOL1,0.408,0.0018256772673733805,0.001177856301531213,0.0015901060070671379,0.6206639050809728,0.16046516811250258,0.19626063885708633,0.6937543660643843,0.1897100085767463,0.7188066070611538
MA0018.4,CREB1,0.424,0.024558303886925797,0.020906949352179034,0.021613663133097764,0.2373168089785438,0.026301708142833655,0.1883804304213419,0.07657058142059074,0.0328111609942373,0.09228053915954877
MA0604.1,Atf1,0.476,0.002414605418138987,0.0020023557126030624,0.0021201413427561835,0.26711102399505987,0.48820064842706123,0.1856406471839895,0.6484177373810588,0.5355848290096878,0.6758311159575664
