bin,position,mean,sem,ko,signal_geno,topology,direction,n_promoters,column
52,582.2784810126582,2.8862385181363175,0.22340845396043413,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
53,632.9113924050635,2.8366332474836624,0.2157436108925521,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
54,683.5443037974683,2.7537430473785203,0.1983025382546278,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
55,734.1772151898736,2.6986833508436394,0.18940301776599813,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
56,784.8101265822784,2.690482928309426,0.1824358368206487,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
57,835.4430379746836,2.7073948086111095,0.18343338207853876,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
58,886.0759493670885,2.692033547006033,0.18144111001499566,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
59,936.7088607594937,2.6803977662363763,0.18053786168733332,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
60,987.3417721518986,2.7214250729924334,0.19324082101506587,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
61,1037.9746835443038,2.786888009654289,0.23627271693917345,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
62,1088.6075949367087,2.7657747247995164,0.27016176712832857,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
63,1139.240506329114,2.740419134881278,0.291366248067287,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
64,1189.8734177215188,2.7475744848404693,0.29210761085154974,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
65,1240.506329113924,2.770683154229857,0.2944410668763819,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
66,1291.1392405063293,2.8335036142449543,0.2783776704969929,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
67,1341.7721518987341,2.8092888237341027,0.2447689788943704,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
68,1392.4050632911394,2.7234205584078444,0.21001371274068917,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
69,1443.0379746835442,2.626141095699201,0.19150173261801554,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
70,1493.6708860759495,2.5653352978964152,0.18359846059822005,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
71,1544.3037974683543,2.5368886160850526,0.17722334346315288,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
72,1594.9367088607596,2.4853830691018035,0.17088512602857087,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
73,1645.5696202531644,2.4690140718845948,0.17267131269654096,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
74,1696.2025316455697,2.4788028602950316,0.1760736618813281,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
75,1746.8354430379745,2.498467058557264,0.17767543380878045,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
76,1797.4683544303798,2.477677627438724,0.1796097520259645,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
77,1848.1012658227846,2.4768671401207056,0.18025323777106975,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
78,1898.73417721519,2.5560458113089277,0.19146103454495791,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
79,1949.3670886075947,2.607956339209456,0.20481398414201515,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
80,2000,2.5765302979215647,0.20852595274178148,DHX36KO,WT,unfiltered,up,767,WT (DHX36KO DEGs)
1,-2000,2.8635436842233952,0.30752128835102555,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
2,-1949.367088607595,2.853071924612645,0.2757249487769602,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
3,-1898.73417721519,2.794408071894019,0.2321379698102229,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
4,-1848.1012658227849,2.7358868806757535,0.2244079872953708,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
5,-1797.4683544303798,2.698623085049742,0.22541966128315152,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
6,-1746.8354430379748,2.623644538220603,0.21548220740246887,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
7,-1696.2025316455697,2.550030383672307,0.21134199723143682,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
8,-1645.5696202531644,2.53507165515284,0.22555254895536098,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
9,-1594.9367088607596,2.5358142191148505,0.23929834637425115,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
10,-1544.3037974683543,2.4680164535536213,0.22930137912926013,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
11,-1493.6708860759495,2.4920599506592924,0.22988284011696186,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
12,-1443.0379746835442,2.5175522908315484,0.2352105037860275,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
13,-1392.4050632911392,2.522965586144463,0.2222395882437652,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
14,-1341.7721518987341,2.49694444030639,0.21093235121984144,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
15,-1291.139240506329,2.5723704709916793,0.23410105690237237,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
16,-1240.506329113924,2.7048954862802477,0.317731498243571,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
17,-1189.873417721519,2.74077648895288,0.3340506292066341,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
18,-1139.240506329114,2.748122361043527,0.32490131256783206,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
19,-1088.607594936709,2.7524402860978943,0.29939369453798736,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
20,-1037.9746835443038,2.742103392802803,0.2743452985326866,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
21,-987.3417721518988,2.7247777945930536,0.26641507201536624,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
22,-936.7088607594937,2.7348984980715425,0.27978002476219677,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
23,-886.0759493670887,2.6875183478277127,0.2856421433887531,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
24,-835.4430379746836,2.7072805901970125,0.2938130482772458,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
25,-784.8101265822784,2.708226837641123,0.28614721510070973,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
26,-734.1772151898733,2.694427357017498,0.276831481232846,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
27,-683.5443037974683,2.6583045348708523,0.2587705887435099,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
28,-632.9113924050632,2.632044188845376,0.23313629710522854,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
29,-582.2784810126582,2.6402338922268407,0.22277074140889505,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
30,-531.6455696202531,2.667591891438182,0.22002328674174806,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
31,-481.0126582278481,2.665070884406269,0.21813395358937898,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
32,-430.37974683544303,2.6327912437512486,0.21402236950289086,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
33,-379.746835443038,2.6311493440687292,0.2179369213167715,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
34,-329.11392405063293,2.7199800265357683,0.2587951743411013,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
35,-278.4810126582279,3.0006994240970264,0.3647682260992299,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
36,-227.84810126582283,3.2103899889235623,0.465704671558968,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
37,-177.21518987341778,3.4148775934657323,0.539971930343991,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
38,-126.58227848101274,3.5419972279596776,0.5641920597882656,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
39,-75.94936708860769,3.6930149536799273,0.5999603656146935,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
40,-25.316455696202638,3.7925144075778743,0.6216066704829936,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
41,25.31645569620241,3.8194483295679755,0.5970970414426663,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
42,75.94936708860769,3.6954448722933506,0.5282970502415101,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
43,126.58227848101251,3.536307130994495,0.4702924515000892,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
44,177.21518987341778,3.3818792657341747,0.4335678910610817,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
45,227.8481012658226,3.274073504060755,0.3976321264330781,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
46,278.4810126582279,3.1162867223112305,0.3460758807345724,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
47,329.1139240506327,2.9970759026473983,0.3167808948749719,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
48,379.746835443038,2.8561084346869094,0.2954764654066112,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
49,430.37974683544326,2.703487527105984,0.26656041513008566,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
50,481.0126582278481,2.540511924856845,0.23710928472192797,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
51,531.6455696202534,2.418133826455472,0.2066495902717442,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
52,582.2784810126582,2.3223347392547677,0.1898352927114193,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
53,632.9113924050635,2.3091031179570916,0.18826191308365642,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
54,683.5443037974683,2.312589267437417,0.18603484606016044,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
55,734.1772151898736,2.344063360728096,0.18879971178278598,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
56,784.8101265822784,2.359818983823805,0.19805461830365306,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
57,835.4430379746836,2.3725249193908766,0.22619075286325227,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
58,886.0759493670885,2.354504268215685,0.2523508668916788,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
59,936.7088607594937,2.3767582471557147,0.2582210393705795,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
60,987.3417721518986,2.375746287438715,0.24269243244626532,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
61,1037.9746835443038,2.39893783630296,0.23194435760064935,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
62,1088.6075949367087,2.400944459142119,0.23116310539190357,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
63,1139.240506329114,2.367522598123524,0.21206773675566643,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
64,1189.8734177215188,2.281692614585773,0.18879393900012625,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
65,1240.506329113924,2.229630112729996,0.17674933413136118,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
66,1291.1392405063293,2.17252420959113,0.16967929369923532,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
67,1341.7721518987341,2.1526357621863625,0.17004691165509273,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
68,1392.4050632911394,2.0932063773864518,0.17481874396488803,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
69,1443.0379746835442,2.1247283663501095,0.19138972443647903,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
70,1493.6708860759495,2.0954869461072794,0.18952061893789895,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
71,1544.3037974683543,2.0385713946654014,0.17837093230048776,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
72,1594.9367088607596,1.9616077243124719,0.1472389963726819,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
73,1645.5696202531644,1.9023816984610893,0.13195946227512073,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
74,1696.2025316455697,1.8812268414407456,0.13153442284141947,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
75,1746.8354430379745,1.862101910705376,0.13544453085640604,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
76,1797.4683544303798,1.884472980516458,0.13959564765491095,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
77,1848.1012658227846,1.8817412317255373,0.1337451600561854,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
78,1898.73417721519,1.8687084033392696,0.133286095703548,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
79,1949.3670886075947,1.882676322388768,0.12817474256162303,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
80,2000,1.9114323501658321,0.12803695725029862,DHX36KO,WT,unfiltered,down,603,WT (DHX36KO DEGs)
1,-2000,6.549927611309186,0.7315203981732592,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
2,-1949.367088607595,6.553284324813748,0.7086773264411087,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
3,-1898.73417721519,6.622773778324092,0.6672137675643015,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
4,-1848.1012658227849,6.53007576055694,0.6141178767721268,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
5,-1797.4683544303798,6.446995894032722,0.5298791768014712,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
6,-1746.8354430379748,6.527149944719295,0.5343586466174891,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
7,-1696.2025316455697,6.886757172437476,0.5752256402660393,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
8,-1645.5696202531644,7.123509785895642,0.6274906608529588,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
9,-1594.9367088607596,7.257104311795116,0.6595044559080613,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
10,-1544.3037974683543,7.098550471317295,0.6404939941427974,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
11,-1493.6708860759495,7.025227601942043,0.6325358629861526,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
12,-1443.0379746835442,7.112986155097834,0.6457138313330426,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
13,-1392.4050632911392,7.238563418339934,0.6549631947143539,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
14,-1341.7721518987341,7.612237562688544,0.7797488726190247,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
15,-1291.139240506329,7.717769729283158,0.8618826118295647,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
16,-1240.506329113924,7.802806193165942,0.9446626753241381,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
17,-1189.873417721519,8.027946137952672,0.9806004911003117,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
18,-1139.240506329114,7.902882279169747,0.8971558874409877,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
19,-1088.607594936709,7.675663203305925,0.7385869915088411,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
20,-1037.9746835443038,7.517927264202995,0.6082767392314694,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
21,-987.3417721518988,7.318876715611222,0.5545743509466723,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
22,-936.7088607594937,7.345664408548167,0.563558043666848,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
23,-886.0759493670887,7.62579321337979,0.6413740285818811,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
24,-835.4430379746836,7.812148563828825,0.7035366738700743,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
25,-784.8101265822784,7.891845322201236,0.7455497620120352,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
26,-734.1772151898733,8.035761602941973,0.7727169143827229,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
27,-683.5443037974683,8.188387187786489,0.7926864692783283,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
28,-632.9113924050632,8.302643100572535,0.8311707856687282,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
29,-582.2784810126582,8.287861167953064,0.836642249256351,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
30,-531.6455696202531,8.386270232960127,0.834956603333504,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
31,-481.0126582278481,8.296061279023013,0.8022586354434281,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
32,-430.37974683544303,8.132426238949389,0.794505331158899,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
33,-379.746835443038,8.018527329445766,0.8558176615817231,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
34,-329.11392405063293,8.124185310957724,1.01509738292756,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
35,-278.4810126582279,8.480666654878267,1.1782445217655517,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
36,-227.84810126582283,8.966578423589441,1.2631618555489221,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
37,-177.21518987341778,9.336206435606861,1.2563968496484519,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
38,-126.58227848101274,9.620988241884296,1.2014779895885943,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
39,-75.94936708860769,9.665415932432106,1.1180817713396756,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
40,-25.316455696202638,9.74131608575775,1.0769456775714072,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
41,25.31645569620241,9.878203109015168,1.0961314957718604,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
42,75.94936708860769,9.792556939864753,1.0762355962186407,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
43,126.58227848101251,9.789704468041135,1.0626326171728262,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
44,177.21518987341778,9.793722699432601,1.0355166049812425,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
45,227.8481012658226,9.583890690675842,0.9737587057541864,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
46,278.4810126582279,9.434856603180823,0.8844572043695667,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
47,329.1139240506327,9.250861616372402,0.8284435099963023,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
48,379.746835443038,8.984520592955892,0.7489313283365234,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
49,430.37974683544326,8.878127073623027,0.7341741822172685,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
50,481.0126582278481,8.68963495040094,0.707635570479639,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
51,531.6455696202534,8.29208440954115,0.6756934925231789,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
52,582.2784810126582,8.039761571025585,0.6698292504343556,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
53,632.9113924050635,7.956055088619997,0.6765646931438742,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
54,683.5443037974683,7.782897054948745,0.659256342631106,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
55,734.1772151898736,7.6737738299656,0.6399397352269331,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
56,784.8101265822784,7.543212412858824,0.6184996332466389,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
57,835.4430379746836,7.594958153616358,0.5998445166341305,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
58,886.0759493670885,7.445085865621311,0.570291048003435,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
59,936.7088607594937,7.264157669625674,0.5641820126452635,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
60,987.3417721518986,7.357852124287261,0.5919917885592597,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
61,1037.9746835443038,7.449564708556054,0.7063716730407327,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
62,1088.6075949367087,7.539619008290581,0.8149537812165446,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
63,1139.240506329114,7.667563874613656,0.8521128415544086,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
64,1189.8734177215188,7.635214166795338,0.8948012882169774,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
65,1240.506329113924,7.576860864737027,0.8824777967777353,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
66,1291.1392405063293,7.3836131063502695,0.7940089098967029,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
67,1341.7721518987341,7.2356261934423936,0.6922068043080575,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
68,1392.4050632911394,7.18256454812963,0.6173076189284756,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
69,1443.0379746835442,7.112904347171414,0.598449760548556,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
70,1493.6708860759495,7.027118340291475,0.6077508954972226,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
71,1544.3037974683543,6.951704222480126,0.5924552516955025,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
72,1594.9367088607596,6.776754392263301,0.5849828535399261,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
73,1645.5696202531644,6.672347055480971,0.591459553973491,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
74,1696.2025316455697,6.778758869516772,0.6100733549906004,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
75,1746.8354430379745,6.844693349598738,0.6527146761112129,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
76,1797.4683544303798,6.861318455158508,0.7285703472804256,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
77,1848.1012658227846,6.9640859163633015,0.7956026245118247,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
78,1898.73417721519,7.189298801974687,0.8876258865361173,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
79,1949.3670886075947,7.304002754780725,0.9463533307936757,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
80,2000,7.259392557795798,0.9220768849904397,DHX36KO,DHX36KO,pooled,up,361,DHX36KO
1,-2000,8.732092553649387,0.9809086118559593,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
2,-1949.367088607595,8.66035564996841,0.8998748030097192,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
3,-1898.73417721519,8.4728348417485,0.7707380176118184,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
4,-1848.1012658227849,8.314702987065552,0.7237403747628876,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
5,-1797.4683544303798,8.1278763206394,0.6956283763128197,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
6,-1746.8354430379748,7.851415496947918,0.6817658745395779,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
7,-1696.2025316455697,7.596754728466061,0.6886886516979158,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
8,-1645.5696202531644,7.345444324381808,0.7325596471167674,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
9,-1594.9367088607596,7.299365477047914,0.7910169481490416,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
10,-1544.3037974683543,6.9961228489571425,0.770998166626997,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
11,-1493.6708860759495,7.004398878855063,0.7707496142439502,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
12,-1443.0379746835442,7.191579835320195,0.7966102388591668,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
13,-1392.4050632911392,7.213792993342623,0.7855951901159284,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
14,-1341.7721518987341,7.044460527856299,0.7665021715594209,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
15,-1291.139240506329,7.479200861883502,0.819368137607027,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
16,-1240.506329113924,7.776447055701668,0.9471467892155822,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
17,-1189.873417721519,7.873604857718691,0.9690672499760827,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
18,-1139.240506329114,7.89807238908186,0.9869601393071047,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
19,-1088.607594936709,7.811707930936881,0.9595011024566606,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
20,-1037.9746835443038,7.667353164422597,0.9274407341157527,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
21,-987.3417721518988,7.598863578099731,0.8923732757605518,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
22,-936.7088607594937,7.663402966374201,0.9391897171997168,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
23,-886.0759493670887,7.820486448122255,0.9909022910858432,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
24,-835.4430379746836,8.061430695614916,0.9995314539896575,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
25,-784.8101265822784,8.174087194151912,0.972929273075103,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
26,-734.1772151898733,8.22739504732646,0.9103827236001361,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
27,-683.5443037974683,8.152801997106971,0.8569587227692963,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
28,-632.9113924050632,7.960773483482658,0.8019332968508673,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
29,-582.2784810126582,7.843184968603418,0.7668221387184257,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
30,-531.6455696202531,7.775357872672115,0.7317715079448158,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
31,-481.0126582278481,7.849293313222574,0.7099885381772824,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
32,-430.37974683544303,8.013136877300045,0.7093000333330675,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
33,-379.746835443038,8.122174619231664,0.7390326908402968,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
34,-329.11392405063293,8.706408441262887,0.990875504596246,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
35,-278.4810126582279,9.642529902904592,1.4081232589061161,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
36,-227.84810126582283,10.297799946250645,1.747076257349923,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
37,-177.21518987341778,11.069182769028007,2.035636970421858,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
38,-126.58227848101274,11.486624057262501,2.079451537975614,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
39,-75.94936708860769,11.726108014620788,2.055791512556221,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
40,-25.316455696202638,12.02880053782294,2.071057545725203,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
41,25.31645569620241,12.329046242626001,2.1196214181267616,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
42,75.94936708860769,12.169701411142418,1.9517786532351404,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
43,126.58227848101251,11.704360729444112,1.7407399874062748,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
44,177.21518987341778,11.224725849050156,1.6030173765586293,DHX36KO,DHX36KO,pooled,down,235,DHX36KO
