bin,position,mean,sem,unit,ko,signal_geno,topology,direction,n_5utr,column
64,1189.8734177215188,3.907901025052164,0.9903669334593311,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
65,1240.506329113924,3.7950165291393505,0.9122160184086177,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
66,1291.1392405063293,3.6524397339072885,0.8070069752555281,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
67,1341.7721518987341,3.259582842985789,0.6853928462902499,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
68,1392.4050632911394,2.5996686773674162,0.5650918616546482,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
69,1443.0379746835442,2.3399004047992182,0.5739422314004302,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
70,1493.6708860759495,2.2932102000479606,0.6061956324264152,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
71,1544.3037974683543,2.3298446481835606,0.6439266904988279,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
72,1594.9367088607596,2.1362795835850283,0.5628665888283939,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
73,1645.5696202531644,2.006299567082349,0.5635755399413545,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
74,1696.2025316455697,1.9528706678222207,0.5339645885612437,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
75,1746.8354430379745,2.015710208789975,0.5369159660947612,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
76,1797.4683544303798,2.063007614098343,0.596376694151706,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
77,1848.1012658227846,1.921901125159918,0.5953672587803507,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
78,1898.73417721519,1.9011419858652003,0.6829002506119891,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
79,1949.3670886075947,1.8839099979868124,0.6875972672654815,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
80,2000,1.5829739154086393,0.47917525706363245,gene,DHX36KO,WT,hybrid,up,17,WT (DHX36KO DEGs)
1,-2000,5.101053720865494,2.2823986484414283,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
2,-1949.367088607595,5.098421322688078,2.284255087241866,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
3,-1898.73417721519,4.8201891323847645,2.088317893073401,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
4,-1848.1012658227849,4.661603571207095,1.8461742666386534,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
5,-1797.4683544303798,4.539089101033333,1.536599368329057,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
6,-1746.8354430379748,4.4252447753686175,1.2577058085627377,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
7,-1696.2025316455697,4.341250804571005,1.1879033698082875,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
8,-1645.5696202531644,4.511134416873638,1.4855142089812667,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
9,-1594.9367088607596,4.9386987476471145,2.033748355642188,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
10,-1544.3037974683543,4.738110455916478,1.935027333587214,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
11,-1493.6708860759495,4.839842338867676,1.6945536956149643,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
12,-1443.0379746835442,5.2574455528381545,1.9997825385396546,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
13,-1392.4050632911392,5.800548706299219,2.207154183861794,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
14,-1341.7721518987341,6.446506301623124,2.588521431030238,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
15,-1291.139240506329,6.449742653675568,2.515751096252784,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
16,-1240.506329113924,7.145011922396146,2.8423617034566653,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
17,-1189.873417721519,8.16142094190304,3.584157812455503,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
18,-1139.240506329114,8.760075886127277,3.9000577846846705,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
19,-1088.607594936709,9.159951491478163,4.262403233803021,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
20,-1037.9746835443038,10.360071578637147,4.917340123647147,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
21,-987.3417721518988,10.819381385399746,4.807933875706526,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
22,-936.7088607594937,11.814441168858455,5.4368948212872,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
23,-886.0759493670887,12.248473247625888,5.739946178120739,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
24,-835.4430379746836,11.199394394984612,5.3829512005429505,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
25,-784.8101265822784,10.757370187808306,4.93620346816128,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
26,-734.1772151898733,10.526344937850267,4.154762226090367,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
27,-683.5443037974683,10.974713730323009,3.60988839438374,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
28,-632.9113924050632,10.975579957900903,3.0066289229490955,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
29,-582.2784810126582,12.612740477292967,3.2436905105584253,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
30,-531.6455696202531,14.668296561546814,3.4327096230889897,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
31,-481.0126582278481,15.371380907755633,3.4644819714951223,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
32,-430.37974683544303,16.159491226184063,3.5052090528482704,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
33,-379.746835443038,16.818485003862627,3.7453799112146755,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
34,-329.11392405063293,18.482574598422417,4.599901967654345,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
35,-278.4810126582279,19.20780301693158,5.281996374038152,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
36,-227.84810126582283,20.26005435747978,6.19494099554511,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
37,-177.21518987341778,21.77355368369665,8.218841127589716,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
38,-126.58227848101274,22.945803279693312,9.694444026169768,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
39,-75.94936708860769,22.4085241990823,9.634315374087256,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
40,-25.316455696202638,21.190710112804023,8.584143336935654,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
41,25.31645569620241,20.08731934192853,8.02230789859152,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
42,75.94936708860769,16.070358100243105,5.9407130732198175,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
43,126.58227848101251,13.795220720645709,4.755859684338834,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
44,177.21518987341778,11.863997006232921,3.7270220337414517,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
45,227.8481012658226,10.682680113804645,3.1620079731269115,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
46,278.4810126582279,9.47566460175392,2.5531767479655487,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
47,329.1139240506327,8.090057611037523,1.917488951748469,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
48,379.746835443038,7.36678117727622,1.5927024723193917,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
49,430.37974683544326,6.368173205852509,1.515823499306525,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
50,481.0126582278481,5.997163290427281,1.5445116082664812,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
51,531.6455696202534,5.994149901989179,1.5478105070239316,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
52,582.2784810126582,5.925160202552111,1.5975760626375548,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
53,632.9113924050635,6.49058565622721,1.9061858771212068,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
54,683.5443037974683,6.336863849285321,2.027007220487731,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
55,734.1772151898736,6.304401838473785,2.234992847564648,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
56,784.8101265822784,6.447991194602771,2.4487735790275167,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
57,835.4430379746836,7.173068948647915,3.0909823424874174,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
58,886.0759493670885,7.2606192409075225,3.095206319493293,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
59,936.7088607594937,7.241291152575077,2.953175612094628,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
60,987.3417721518986,7.083488419361603,2.8465711424137923,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
61,1037.9746835443038,7.11572147558897,2.8493800896306887,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
62,1088.6075949367087,7.404876668881147,2.902700028656494,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
63,1139.240506329114,6.6356909739665495,2.660777923279263,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
64,1189.8734177215188,6.084933714194175,2.405392632674988,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
65,1240.506329113924,5.8802196431771305,2.2689210926611207,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
66,1291.1392405063293,6.097086221438188,2.363994219424671,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
67,1341.7721518987341,5.565072067884298,2.3953378754889894,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
68,1392.4050632911394,5.071183742009676,2.5530847643997103,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
69,1443.0379746835442,4.723062651829842,2.2902648332989686,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
70,1493.6708860759495,4.592090662809519,2.229241629826268,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
71,1544.3037974683543,4.366175305476555,1.9942253695394812,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
72,1594.9367088607596,4.126299779048333,1.8090102037009652,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
73,1645.5696202531644,4.2238977846121175,1.8999445019640075,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
74,1696.2025316455697,4.452490003108978,1.8600862862833678,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
75,1746.8354430379745,4.703861289024354,1.9766582895429827,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
76,1797.4683544303798,5.011749861240387,1.953653590084748,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
77,1848.1012658227846,4.4998322881796415,1.5266305989988667,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
78,1898.73417721519,4.0114852974965025,1.350099860816317,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
79,1949.3670886075947,3.657500419738965,1.201659234885137,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
80,2000,3.422291450622754,1.1122126328559379,gene,DHX36KO,WT,hybrid,down,13,WT (DHX36KO DEGs)
1,-2000,2.598884283003116,0.2395058722522694,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
2,-1949.367088607595,2.6484557482671076,0.23141518842422137,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
3,-1898.73417721519,2.6653395536984497,0.21100941493365466,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
4,-1848.1012658227849,2.6248002711600282,0.19012575997779013,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
5,-1797.4683544303798,2.642224447781754,0.18978537774549603,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
6,-1746.8354430379748,2.6756408490563466,0.20080786953332513,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
7,-1696.2025316455697,2.7159897511269597,0.21416131652300988,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
8,-1645.5696202531644,2.780824808864756,0.22547334269563132,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
9,-1594.9367088607596,2.7719913156656153,0.22027918427358575,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
10,-1544.3037974683543,2.7855571183360386,0.22826313592108183,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
11,-1493.6708860759495,2.814547066461778,0.27804612788118876,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
12,-1443.0379746835442,2.8377759552900437,0.30298986071807316,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
13,-1392.4050632911392,2.8587496718273617,0.32145712867210086,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
14,-1341.7721518987341,2.8594441167449354,0.3325243532240648,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
15,-1291.139240506329,2.791353182670727,0.2985695453615343,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
16,-1240.506329113924,2.7505460863158326,0.24204823689665536,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
17,-1189.873417721519,2.7036000104162285,0.20890883825839185,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
18,-1139.240506329114,2.699664101448761,0.2093570688071086,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
19,-1088.607594936709,2.72708621300299,0.22060773902622982,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
20,-1037.9746835443038,2.7889101719257274,0.24905750302011725,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
21,-987.3417721518988,2.8544758190451955,0.28086098863746645,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
22,-936.7088607594937,2.932371872798805,0.3121410982206552,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
23,-886.0759493670887,2.968658381547025,0.3234067199523697,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
24,-835.4430379746836,2.9522463805197385,0.2968945366464641,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
25,-784.8101265822784,2.992303545399063,0.2940978262463566,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
26,-734.1772151898733,2.970494374101501,0.2925650899791981,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
27,-683.5443037974683,2.9684966577538034,0.29230858765742485,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
28,-632.9113924050632,2.920175245459596,0.26900689128475735,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
29,-582.2784810126582,2.917418493854459,0.26406816965656604,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
30,-531.6455696202531,2.931739335470854,0.2691199081906983,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
31,-481.0126582278481,3.0360618585778654,0.2953491213750886,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
32,-430.37974683544303,3.0308643025750803,0.3132978770993749,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
33,-379.746835443038,3.154640544649195,0.3705303861151321,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
34,-329.11392405063293,3.3926644119022673,0.4489706195325778,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
35,-278.4810126582279,3.6252312023514532,0.4983930590616926,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
36,-227.84810126582283,3.8433498093567393,0.5333283342738261,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
37,-177.21518987341778,3.95283499252855,0.5207467354868388,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
38,-126.58227848101274,3.855058764659433,0.44555314480893277,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
39,-75.94936708860769,3.736725773499011,0.3956050239411936,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
40,-25.316455696202638,3.7363157994814546,0.38814153900583653,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
41,25.31645569620241,3.679432283766658,0.3670196666604336,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
42,75.94936708860769,3.598079895314319,0.35079397380626026,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
43,126.58227848101251,3.4788111702601117,0.31826689527468804,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
44,177.21518987341778,3.3868726486804617,0.27690952135380015,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
45,227.8481012658226,3.2352246858261795,0.2548847521535392,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
46,278.4810126582279,3.145187937942734,0.25791275850739565,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
47,329.1139240506327,3.074612237565343,0.25616148721624993,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
48,379.746835443038,3.0594025186435583,0.2539892135605567,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
49,430.37974683544326,3.0276744481831614,0.24496661456751553,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
50,481.0126582278481,3.0184554988175245,0.24078037421680878,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
51,531.6455696202534,2.978732343202431,0.23831111815053124,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
52,582.2784810126582,2.9439120108260868,0.230487743191224,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
53,632.9113924050635,2.9114069422834814,0.22481808466782757,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
54,683.5443037974683,2.9027746251165305,0.22819636670313173,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
55,734.1772151898736,2.854328192046214,0.219495404103737,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
56,784.8101265822784,2.8370681461992686,0.21433880706020259,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
57,835.4430379746836,2.8420289501602634,0.20683439373476445,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
58,886.0759493670885,2.8193370582288346,0.19665416451899312,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
59,936.7088607594937,2.750933380553732,0.1903817542365475,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
60,987.3417721518986,2.7263781308368378,0.19892189462502233,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
61,1037.9746835443038,2.73068697808836,0.23669363545741404,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
62,1088.6075949367087,2.720877434755987,0.2749752751671802,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
63,1139.240506329114,2.770554011660662,0.2972957249938122,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
64,1189.8734177215188,2.838914476239986,0.30220792531128454,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
65,1240.506329113924,2.8830269470927212,0.3017785186237521,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
66,1291.1392405063293,2.845018774446964,0.28043171489099283,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
67,1341.7721518987341,2.7007908843792623,0.24169448375584177,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
68,1392.4050632911394,2.5909659966635243,0.2055733198739162,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
69,1443.0379746835442,2.538172299276825,0.1883566367985606,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
70,1493.6708860759495,2.511166598636401,0.1877785236963509,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
71,1544.3037974683543,2.4589950766430784,0.1778740567598418,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
72,1594.9367088607596,2.449796722783482,0.180328973995636,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
73,1645.5696202531644,2.468513700215471,0.18984193364853372,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
74,1696.2025316455697,2.500048438198848,0.1980806071507992,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
75,1746.8354430379745,2.475889999364833,0.1952760804864427,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
76,1797.4683544303798,2.4790552062579687,0.19118405127936236,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
77,1848.1012658227846,2.4883834534688294,0.19336538904333858,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
78,1898.73417721519,2.5130543683429853,0.21035571459821092,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
79,1949.3670886075947,2.470980377594095,0.20309389099179614,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
80,2000,2.40840673763798,0.19870889749867987,gene,DHX36KO,WT,unfiltered,up,743,WT (DHX36KO DEGs)
1,-2000,2.8214429469372586,0.2826794474212321,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
2,-1949.367088607595,2.7456900542226013,0.24057566094444158,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
3,-1898.73417721519,2.7090092366974647,0.231982247455165,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
4,-1848.1012658227849,2.644830772023495,0.22580434610669203,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
5,-1797.4683544303798,2.556473859330835,0.21941300991171253,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
6,-1746.8354430379748,2.4855349953520243,0.2180441203090598,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
7,-1696.2025316455697,2.4251023620312617,0.21333712312544967,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
8,-1645.5696202531644,2.4198054542035274,0.21872394251532096,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
9,-1594.9367088607596,2.43243404395368,0.2359273687291136,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
10,-1544.3037974683543,2.4925571240096875,0.24199787998752886,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
11,-1493.6708860759495,2.5417528600602934,0.23901061667144005,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
12,-1443.0379746835442,2.5667031793833868,0.2327374518085594,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
13,-1392.4050632911392,2.619077375968025,0.24955010164934577,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
14,-1341.7721518987341,2.7015967433365513,0.3277134375042007,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
15,-1291.139240506329,2.68677136683709,0.33867683726641135,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
16,-1240.506329113924,2.6896107039917005,0.33022191828100467,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
17,-1189.873417721519,2.717876745243323,0.31104655935341474,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
18,-1139.240506329114,2.6866378937886184,0.27859374532430664,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
19,-1088.607594936709,2.6450502721876856,0.25964491458851535,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
20,-1037.9746835443038,2.717916241655611,0.2822589662940468,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
21,-987.3417721518988,2.705953218602154,0.2987912263101307,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
22,-936.7088607594937,2.6994193235189403,0.3021476730007079,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
23,-886.0759493670887,2.69939215487269,0.29502362019624645,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
24,-835.4430379746836,2.6518710465722433,0.280122251679527,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
25,-784.8101265822784,2.6529437604424073,0.2718605954907724,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
26,-734.1772151898733,2.6500402944477184,0.2550563230694982,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
27,-683.5443037974683,2.6863530518924263,0.2449138269339661,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
28,-632.9113924050632,2.711833270570459,0.24088678756342627,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
29,-582.2784810126582,2.7287261727724443,0.24046845718619594,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
30,-531.6455696202531,2.74612473515479,0.2441814304543471,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
31,-481.0126582278481,2.777716129194928,0.24509249700595084,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
32,-430.37974683544303,2.844661560108945,0.268790663967923,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
33,-379.746835443038,3.1254677708685126,0.38095578771979643,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
34,-329.11392405063293,3.464069957285439,0.49549325593931726,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
35,-278.4810126582279,3.648978232018752,0.573609089617833,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
36,-227.84810126582283,3.6961458506431755,0.5895851539126454,gene,DHX36KO,WT,unfiltered,down,586,WT (DHX36KO DEGs)
