genotype,topology,bin,position,n_motifs,mean,sem
dKO,antiparallel,38,-125,123,24.738566638026047,2.4036247419138768
dKO,antiparallel,39,-75,137,25.036765083067976,2.3219994427819604
dKO,antiparallel,40,-25,136,28.6571270281798,3.7214954257993456
dKO,antiparallel,41,25,151,28.201874518308585,2.8527348474253045
dKO,antiparallel,42,75,178,28.624747892934955,2.951058501333644
dKO,antiparallel,43,125,176,30.28701348012836,2.9918709044517113
dKO,antiparallel,44,175,193,24.895419909258578,2.2492156840271766
dKO,antiparallel,45,225,196,23.918467414473124,1.876146840584086
dKO,antiparallel,46,275,193,25.7580378045821,2.896916839213505
dKO,antiparallel,47,325,179,24.182034338247426,1.8183693961844185
dKO,antiparallel,48,375,140,22.875575790637424,1.6546968726328573
dKO,antiparallel,49,425,153,25.548951609089787,2.6991805802553466
dKO,antiparallel,50,475,151,25.711507000086613,3.056292686609452
dKO,antiparallel,51,525,150,24.8438512571231,2.782520723627036
dKO,antiparallel,52,575,115,23.502048107537515,2.3414687600436923
dKO,antiparallel,53,625,120,18.065647986127633,1.5174659637672077
dKO,antiparallel,54,675,127,21.78336619707842,2.3946870946238037
dKO,antiparallel,55,725,113,19.34555103232155,2.100864594003651
dKO,antiparallel,56,775,119,15.34219107250822,1.1228819103846923
dKO,antiparallel,57,825,94,20.017757886612635,1.5571681964834778
dKO,antiparallel,58,875,99,18.080564584291057,1.7637695537394358
dKO,antiparallel,59,925,90,21.215985785506806,2.4314196372166785
dKO,antiparallel,60,975,91,18.267752478591223,1.6487882312606787
dKO,antiparallel,61,1025,99,19.402970800568,1.9142371451332572
dKO,antiparallel,62,1075,83,17.455439161474516,2.02721014988396
dKO,antiparallel,63,1125,90,17.91055520352725,1.5425539259530567
dKO,antiparallel,64,1175,87,21.15463737890561,2.737266365874502
dKO,antiparallel,65,1225,91,17.84903479688027,1.5818461267330284
dKO,antiparallel,66,1275,94,20.498173446580992,3.0743925342416114
dKO,antiparallel,67,1325,88,23.74032962745704,2.7023275407753022
dKO,antiparallel,68,1375,103,17.72529539946559,2.0906573194548552
dKO,antiparallel,69,1425,95,20.273180776910966,2.2177721508254207
dKO,antiparallel,70,1475,96,21.105282626232682,2.2849164423131776
dKO,antiparallel,71,1525,72,24.203927922159878,3.8886911780445126
dKO,antiparallel,72,1575,95,18.666030259911505,1.853147431451003
dKO,antiparallel,73,1625,86,21.066205665529512,3.6299886305397497
dKO,antiparallel,74,1675,79,22.48507618761474,4.482178907798455
dKO,antiparallel,75,1725,96,16.441972262869065,1.4932381285981375
dKO,antiparallel,76,1775,95,18.839534770538226,2.170255781779848
dKO,antiparallel,77,1825,81,20.133490060580133,2.3752940121373483
dKO,antiparallel,78,1875,81,21.21148599323905,2.1915477537627797
dKO,antiparallel,79,1925,85,17.59775241386273,1.673264733397451
dKO,antiparallel,80,1975,95,20.06076225983261,1.849921318581056
dKO,hybrid,1,-1975,53,23.46303149717144,2.9123312270861015
dKO,hybrid,2,-1925,63,25.09486500346534,3.812210294395592
dKO,hybrid,3,-1875,66,19.897316828361856,2.0636227462675563
dKO,hybrid,4,-1825,66,17.09145308457773,1.9890740854801283
dKO,hybrid,5,-1775,60,23.82519932972456,2.7267954461191852
dKO,hybrid,6,-1725,70,22.83858974363758,3.474365554772301
dKO,hybrid,7,-1675,66,19.56734412915144,2.27546925417149
dKO,hybrid,8,-1625,71,18.681255196037032,2.2254687531708113
dKO,hybrid,9,-1575,63,21.889773884451948,3.037312297676869
dKO,hybrid,10,-1525,69,20.264330405968007,2.2963848809592218
dKO,hybrid,11,-1475,67,21.070576020492275,2.975431749338341
dKO,hybrid,12,-1425,69,18.56075946204317,2.4510847472885513
dKO,hybrid,13,-1375,74,23.703962300368328,2.989098340636076
dKO,hybrid,14,-1325,68,18.14680180363208,2.1299324428845625
dKO,hybrid,15,-1275,60,23.634121438562705,4.235322084547207
dKO,hybrid,16,-1225,72,16.66650516011119,1.5159088706704733
dKO,hybrid,17,-1175,76,17.05850641608779,2.0107243898971716
dKO,hybrid,18,-1125,62,16.88208062756038,1.81279954428412
dKO,hybrid,19,-1075,62,24.285310779181987,3.893489926839176
dKO,hybrid,20,-1025,57,20.025711882284703,2.044282844144695
dKO,hybrid,21,-975,76,20.676989906907675,2.1476596235503633
dKO,hybrid,22,-925,78,18.257720226720316,2.390503166993053
dKO,hybrid,23,-875,79,19.25071075927461,2.2023550047723206
dKO,hybrid,24,-825,83,23.47822303696611,4.71111529283271
dKO,hybrid,25,-775,93,23.52526280052807,2.714650513456039
dKO,hybrid,26,-725,63,24.086495148501402,3.4688319261135603
dKO,hybrid,27,-675,74,17.59411988356247,1.5217409094562349
dKO,hybrid,28,-625,83,19.87222108447889,3.200305594916742
dKO,hybrid,29,-575,87,18.111801398409206,1.4308709437880827
dKO,hybrid,30,-525,97,20.005798684350466,1.9094262953244394
dKO,hybrid,31,-475,87,19.697985075235945,2.22841543892589
dKO,hybrid,32,-425,100,21.91198610436264,2.589977052770322
dKO,hybrid,33,-375,97,22.543888887650063,2.457716219969561
dKO,hybrid,34,-325,115,21.90677892077037,2.20120651762909
dKO,hybrid,35,-275,141,23.571727971069766,1.9425894295199513
dKO,hybrid,36,-225,136,29.684812854902418,4.593372202275313
dKO,hybrid,37,-175,134,30.81056752053025,4.100275528061799
dKO,hybrid,38,-125,190,25.13674941395989,2.280285056611452
dKO,hybrid,39,-75,203,28.30928846602609,2.5620506453425764
dKO,hybrid,40,-25,243,33.49628777727499,3.184064917903769
dKO,hybrid,41,25,235,29.787847266187615,2.327001521179414
dKO,hybrid,42,75,240,30.35309239799654,2.4002405593553533
dKO,hybrid,43,125,275,29.472974814748973,2.580663807025949
dKO,hybrid,44,175,246,27.511737926931556,2.4051290721163716
dKO,hybrid,45,225,238,22.911268963348885,1.4749154835148903
dKO,hybrid,46,275,231,23.84642951309013,1.761947436829314
dKO,hybrid,47,325,201,32.85249212508373,3.3193501912404226
dKO,hybrid,48,375,208,22.82105548231121,1.4650262869956454
dKO,hybrid,49,425,203,23.68027843778302,2.293176068030162
dKO,hybrid,50,475,164,25.694893855287077,2.4778651912356167
dKO,hybrid,51,525,168,19.388571019763585,1.3851410303503884
dKO,hybrid,52,575,142,24.9746532042863,2.027913347903915
dKO,hybrid,53,625,141,20.73928131533007,2.4283036906981876
dKO,hybrid,54,675,142,19.436486540989996,1.7695408584598122
dKO,hybrid,55,725,132,20.049126844225448,1.6070762941727381
dKO,hybrid,56,775,134,17.269821663623794,1.6565305085769229
dKO,hybrid,57,825,114,19.139103845632828,2.3082538037148828
dKO,hybrid,58,875,118,18.984395872512227,1.6311630588523347
dKO,hybrid,59,925,128,20.1568860183107,1.5608532894572136
dKO,hybrid,60,975,86,18.782841286803052,1.9958467961935773
dKO,hybrid,61,1025,110,18.065830992315217,1.285308526646712
dKO,hybrid,62,1075,95,21.871449684476605,2.195617424371001
dKO,hybrid,63,1125,81,18.82598212763862,1.515140405595378
dKO,hybrid,64,1175,98,24.368434613080307,4.423397024080915
dKO,hybrid,65,1225,98,19.614714950848608,1.9287242364569397
dKO,hybrid,66,1275,107,18.875756439541714,1.826947332959912
dKO,hybrid,67,1325,98,18.830984733121007,1.722068908870562
dKO,hybrid,68,1375,92,21.857795184694258,3.203661600408143
dKO,hybrid,69,1425,96,17.346720626131894,1.2010200453666584
dKO,hybrid,70,1475,90,25.67396324172476,3.926411052375073
dKO,hybrid,71,1525,89,24.61347045752855,3.492211424766683
dKO,hybrid,72,1575,84,20.258939512684137,2.002292940587527
dKO,hybrid,73,1625,71,27.23328306580955,3.4984324475424664
dKO,hybrid,74,1675,101,20.745212183494576,1.8329874069551229
dKO,hybrid,75,1725,89,20.743749593838555,2.6012907186900605
dKO,hybrid,76,1775,81,25.87635610657784,3.959277611909133
dKO,hybrid,77,1825,86,23.99013363768387,4.537763915545567
dKO,hybrid,78,1875,90,21.235181761161385,3.5764383934377446
dKO,hybrid,79,1925,86,17.22435760034386,1.8054587312040737
dKO,hybrid,80,1975,84,21.884453400441146,3.774409037037462
dKO,parallel,1,-1975,377,20.101232047612847,1.2568817348286456
dKO,parallel,2,-1925,395,19.234371292368127,0.9827293627962992
dKO,parallel,3,-1875,380,18.931249648346643,0.963854822685594
dKO,parallel,4,-1825,423,18.68909233001362,0.8477378817753554
dKO,parallel,5,-1775,398,21.16774673092485,1.4345100117812568
dKO,parallel,6,-1725,443,21.028368963778675,1.1831900020318362
dKO,parallel,7,-1675,409,18.244875669537855,0.8395332829387772
dKO,parallel,8,-1625,455,18.646180245755655,0.9193067099800809
dKO,parallel,9,-1575,412,19.814173769165084,1.1264175409608743
dKO,parallel,10,-1525,460,20.505188792881636,1.1178577196970396
dKO,parallel,11,-1475,414,19.86782077929295,1.0180178213475095
dKO,parallel,12,-1425,433,19.675467610260117,1.1116069554934562
dKO,parallel,13,-1375,450,19.72218680752868,0.9373995223551703
dKO,parallel,14,-1325,419,21.236528588063102,1.0848175242358127
dKO,parallel,15,-1275,442,19.806631331908036,0.9933792352474323
dKO,parallel,16,-1225,433,18.280040315499406,0.7817185180079315
dKO,parallel,17,-1175,406,18.45130332480933,1.0345668073739323
dKO,parallel,18,-1125,432,19.0965527309374,1.0108005279681527
dKO,parallel,19,-1075,455,18.93921831243141,1.2441527188672545
dKO,parallel,20,-1025,487,18.23116810816586,0.9109788066155121
dKO,parallel,21,-975,466,19.085887140441663,1.0720961618409965
dKO,parallel,22,-925,452,18.757245041888474,0.9522075831525898
dKO,parallel,23,-875,536,19.2814744076403,1.1159418778974213
dKO,parallel,24,-825,491,19.424061565767776,0.9529906218314821
dKO,parallel,25,-775,534,19.760229704516288,1.068663301959087
dKO,parallel,26,-725,519,20.27638840868934,1.0857832716027092
dKO,parallel,27,-675,541,20.883918868388637,1.02243730087499
dKO,parallel,28,-625,519,20.012963161764414,1.0327069808582883
dKO,parallel,29,-575,572,19.666347021010267,1.0152659618216342
dKO,parallel,30,-525,624,19.308552676740135,0.7666615942210505
dKO,parallel,31,-475,611,20.140590707759358,0.8593656221093522
dKO,parallel,32,-425,654,19.37734678216927,0.739139700511894
dKO,parallel,33,-375,687,21.795444165306005,0.9649505829394734
dKO,parallel,34,-325,795,22.296367507890935,0.9006024020732463
dKO,parallel,35,-275,799,25.73067890076125,1.22029023226524
dKO,parallel,36,-225,837,27.3429956437983,1.3738697499986252
dKO,parallel,37,-175,943,27.963440590240054,1.5037399185879463
dKO,parallel,38,-125,1086,30.221650108055393,1.4730153757126927
dKO,parallel,39,-75,1295,31.260969505591746,1.2913772297012842
dKO,parallel,40,-25,1520,30.44202693946594,1.0454449148582667
dKO,parallel,41,25,1385,30.753166176469446,1.108256487036089
dKO,parallel,42,75,1428,28.418367362580426,0.9813805906987839
dKO,parallel,43,125,1327,29.038170223764475,1.0263558886620072
dKO,parallel,44,175,1303,26.0538148229359,0.8606648906490021
dKO,parallel,45,225,1383,26.024264219997818,0.8153246241954668
dKO,parallel,46,275,1279,25.578185833845502,0.881838577292116
dKO,parallel,47,325,1201,23.580409502744512,0.7160544422663698
dKO,parallel,48,375,1145,23.562655414827212,0.8055282995213547
dKO,parallel,49,425,1031,22.43218342673908,0.7558509430529086
dKO,parallel,50,475,1040,22.232166865772168,0.7108948323990769
dKO,parallel,51,525,986,21.002981976325103,0.776862620759384
dKO,parallel,52,575,937,20.63895910592878,0.7683238244392612
dKO,parallel,53,625,890,21.274888353837394,0.8237171390413203
dKO,parallel,54,675,823,21.37884504436814,0.9452293897426041
dKO,parallel,55,725,766,19.85701923067854,0.8143472285950837
dKO,parallel,56,775,737,20.310785051161584,1.0252213038121167
dKO,parallel,57,825,743,18.68896526337519,0.6628628649699255
dKO,parallel,58,875,681,19.445315822968634,1.0670159099229373
dKO,parallel,59,925,661,18.74929718065355,0.8541181475442474
dKO,parallel,60,975,623,19.968038546087342,0.8067876263561763
dKO,parallel,61,1025,620,19.509124252807396,0.9253469748838119
dKO,parallel,62,1075,631,19.956590668662916,1.0699131862663647
dKO,parallel,63,1125,609,19.961040155861706,0.8764981414685429
dKO,parallel,64,1175,631,18.65481860591365,0.9248029490049612
dKO,parallel,65,1225,597,20.72289774334965,1.166928514589525
dKO,parallel,66,1275,564,21.622402713267967,1.2416062332266018
dKO,parallel,67,1325,562,21.254325212520275,1.0169823339954973
dKO,parallel,68,1375,589,22.152310038591516,1.2330037952519632
dKO,parallel,69,1425,574,22.840522951065708,1.2253166330340837
dKO,parallel,70,1475,528,18.790593791916113,0.8237375988251465
dKO,parallel,71,1525,560,19.984298569808793,1.0675270824465972
dKO,parallel,72,1575,483,20.313196036308018,1.275413983599968
dKO,parallel,73,1625,557,19.551277215423074,1.043698223195676
dKO,parallel,74,1675,499,18.894530229994107,0.8804415300163445
dKO,parallel,75,1725,503,20.642477414511465,1.1498573906311422
dKO,parallel,76,1775,514,18.431611623587408,0.8689125083743714
dKO,parallel,77,1825,552,20.086074276505823,1.003347543661292
dKO,parallel,78,1875,495,21.193922610321,1.2288531427176523
dKO,parallel,79,1925,458,18.81916316075127,0.9752993236062006
dKO,parallel,80,1975,488,21.634597720918656,1.342849150390505
