ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	contrast_direction
GO:0002011	morphogenesis of an epithelial sheet	15/1098	63/14485	0.23809523809523808	3.140992280336542	4.877265829497987	5.458201734495564e-5	0.0018174429952646303	0.0014709144580969057	Vangl2/Col5a1/Cd44/Fermt1/Flrt3/Rhoc/Wnt7a/Cd151/Sox11/Wnt5a/Ajuba/Phldb2/Ddr1/Hbegf/Flna	15	dKO_vs_WT_down
GO:0032233	positive regulation of actin filament bundle assembly	15/1098	63/14485	0.23809523809523808	3.140992280336542	4.877265829497987	5.458201734495564e-5	0.0018174429952646303	0.0014709144580969057	S100a10/Rhoc/Wnt4/Limch1/Arhgef5/Pak1/Arhgef10/Fhod1/Tpm1/Sh3pxd2b/Pfn1/Rock2/Synpo2l/Sorbs3/Flna	15	dKO_vs_WT_down
GO:0007249	canonical NF-kappaB signal transduction	39/1098	267/14485	0.14606741573033707	1.9269458259143282	4.378189199767229	5.5893150653805554e-5	0.0018493953810671132	0.001496774540845041	Casp8/Ikbke/Tgm2/Dhx36/Slc39a8/Gbp7/Cth/Lurap1l/Gusb/Cav1/Anxa4/Irak2/Ppm1n/Relb/Irf3/Slco3a1/Ilk/Cyld/Tnfaip3/Prmt2/Arrb2/Flot2/Nr1d1/Traf3/Edn1/Wnt5a/Ajuba/Card10/Rbx1/Litaf/Prkn/Ltb/Prkce/Ticam2/Nfkb2/Casp7/Flna/Mid2/Tmsb4x	39	dKO_vs_WT_down
GO:1903115	regulation of actin filament-based movement	12/1098	43/14485	0.27906976744186046	3.681535137882831	5.0432192138997465	5.724631087456058e-5	0.0018823302594441452	0.0015234297861026155	Zeb2/Sri/Cav1/Rangrf/Dsp/Dbn1/Tnnc1/Pkp2/Dsc2/Bin1/Acta2/Fgf13	12	dKO_vs_WT_down
GO:0042476	odontogenesis	22/1098	117/14485	0.18803418803418803	2.4805785188298852	4.605003999464712	5.929584652393798e-5	0.001920174965654698	0.001554058711286278	Wnt6/Wnt10a/Dlx2/Bmp2/Csf1/Pitx2/Wls/Smo/Zfp422/Fgfr1/Myo5a/Perp/Col1a1/Axin2/Lamb1/Gli3/Inhba/Foxc1/Tfap2a/Edn1/Wnt7b/Tcf7l2	22	dKO_vs_WT_down
GO:0014910	regulation of smooth muscle cell migration	20/1098	101/14485	0.19801980198019803	2.612310411369006	4.656646864137407	5.949221049262798e-5	0.001920174965654698	0.001554058711286278	S100a11/F3/Camk2d/Cav1/Smo/Abhd2/Pak1/Ilk/Fat1/Tpm1/Myo5a/Igfbp3/Has2/Myc/Ccn4/Myh9/Pdgfb/Cyp1b1/Gstp2/Tmsb4x	20	dKO_vs_WT_down
GO:0055017	cardiac muscle tissue growth	20/1098	101/14485	0.19801980198019803	2.612310411369006	4.656646864137407	5.949221049262798e-5	0.001920174965654698	0.001554058711286278	Tgfb2/Camk2d/Foxp1/Ccnd2/Pak1/Fgfr1/Sorbs2/Tgfbr2/Cited2/Gja1/Gli1/Meis1/Adra1b/Nog/Foxc1/Edn1/Zfpm2/Ccn4/Nkx2-5/Pim1	20	dKO_vs_WT_down
GO:0150115	cell-substrate junction organization	21/1098	109/14485	0.1926605504587156	2.5416102672081013	4.626713499186773	5.9904318075952636e-5	0.0019216866914487	0.0015552821990836227	S100a10/Wnt4/Limch1/Rhou/Dapk3/Actg1/Actn1/Dusp22/Vcl/Mmp14/Ajuba/Dmtn/Plec/Myh9/Prickle1/Phldb2/Efna5/Mapre2/Actn3/Cfl1/Arhgap6	21	dKO_vs_WT_down
GO:0045927	positive regulation of growth	39/1098	269/14485	0.1449814126394052	1.912619091149166	4.326939059102181	6.599357799966471e-5	0.0021041952354923397	0.0017029921723039473	Tgfb2/Csf1/Sfn/Smo/Ccnd2/Pak1/Ilk/Tead1/Igf2/Fgfr1/Bbs2/Cyba/Syt1/Gli1/Egfr/Sh3pxd2b/Ntn1/Cxcl16/Erbb2/Krt17/Wnt3/Edn1/Dbn1/Map1b/Wnt5a/Mmp14/Ghr/Ctnnd2/Sema5a/Zfpm2/Ccn4/Prkn/Afdn/Tnfrsf12a/Pim1/Efna5/Hbegf/Actn3/Cfl1	39	dKO_vs_WT_down
GO:0018212	peptidyl-tyrosine modification	14/1098	57/14485	0.24561403508771928	3.240181510241907	4.853123753122085	6.669747742291055e-5	0.0021138278838670624	0.0017107881812027468	Hck/Rap2b/Errfi1/Tpst2/Flt1/Gprc5a/Efemp1/Nedd9/Dmtn/Pdgfb/Ddr1/Efna5/Pkdcc/Socs5	14	dKO_vs_WT_down
GO:1901879	regulation of protein depolymerization	19/1098	94/14485	0.20212765957446807	2.666501957136767	4.642245080612	6.744141333816741e-5	0.0021246064405514896	0.0017195116101663232	Map2/Spta1/Gsn/Dstn/Stmn2/Nes/Wdr1/Map1s/Tpm1/Apc2/Cfl2/Map1b/Dmtn/Sema5a/Sh3bp1/Pdxp/Cfl1/Mid1ip1/Fgf13	19	dKO_vs_WT_down
GO:0032102	negative regulation of response to external stimulus	46/1098	337/14485	0.13649851632047477	1.8007113013680118	4.259387769847239	6.93736969337611e-5	0.0021724703545745066	0.0017582493991044085	Susd4/Dusp10/Cd44/Thbs1/Anxa5/Slc39a8/Sfn/Wnt4/Fndc4/Ppp1r13l/Igf2/Mfhas1/Cyld/Ldlr/Ets1/Ubash3b/Anxa2/Cd109/Ryk/Tnfaip3/Prdm1/Prmt2/Kremen1/Alox12/Arrb2/Nr1d1/Wnt3/Metrnl/Serpinb9/Serpinb9b/Dbn1/Wnt5a/Sema5a/Eppk1/Pdgfb/Phldb2/Dusp1/Pim1/Tap1/Ier3/Socs5/Gstp2/Dtx4/Il33/Cask/Tmsb4x	46	dKO_vs_WT_down
GO:1904888	cranial skeletal system development	17/1098	79/14485	0.21518987341772153	2.8388208710889766	4.693372899720834	7.079521132520431e-5	0.002202747241145737	0.0017827534470001715	Rdh10/Twist2/Tgfb2/Irf6/Dlx2/Slc39a1/Gusb/Hoxa1/Tgfbr2/Chst11/Sh3pxd2b/Nog/Gli3/Tfap2a/Mmp14/Grhl2/Gna14	17	dKO_vs_WT_down
GO:0001649	osteoblast differentiation	32/1098	205/14485	0.15609756097560976	2.0592651828157624	4.374428484584715	7.117791883572997e-5	0.002202747241145737	0.0017827534470001715	Fhl2/Twist2/Creb3l1/Bmp2/Lmna/Ccn1/Wnt4/Cdk6/Smo/Ilk/Igf2/Fgfr1/Junb/Gja1/Gli1/Igfbp3/Sh3pxd2b/Nog/Col1a1/Wnt3/Axin2/Id2/Sox11/Gli3/Bmp6/Pdlim7/Ccn4/Wnt7b/Hdac7/Clic1/Crim1/Cited1	32	dKO_vs_WT_down
GO:0043122	regulation of canonical NF-kappaB signal transduction	36/1098	242/14485	0.1487603305785124	1.9624712098631623	4.324127487757633	7.274006457495117e-5	0.002237926782039872	0.0018112253690715755	Casp8/Ikbke/Tgm2/Dhx36/Slc39a8/Gbp7/Cth/Lurap1l/Cav1/Anxa4/Irak2/Ppm1n/Irf3/Slco3a1/Ilk/Cyld/Tnfaip3/Prmt2/Arrb2/Flot2/Nr1d1/Traf3/Edn1/Wnt5a/Ajuba/Card10/Rbx1/Litaf/Prkn/Ltb/Prkce/Ticam2/Casp7/Flna/Mid2/Tmsb4x	36	dKO_vs_WT_down
GO:0002040	sprouting angiogenesis	23/1098	127/14485	0.18110236220472442	2.3891327108701574	4.503004909701627	7.47147801090109e-5	0.0022853166171715486	0.0018495794708748414	Ptgs2/Creb3l1/Spred1/Thbs1/Tgm2/Sema3e/Flt1/Stard13/E2f8/Parva/Pik3c2a/Efnb2/Adgra2/Cdh13/Itgb1/E2f7/Plk2/Loxl2/Sema5a/Card10/Hdac7/Sema6a/Anxa1	23	dKO_vs_WT_down
GO:0031579	membrane raft organization	9/1098	26/14485	0.34615384615384615	4.566519546027743	5.212738634379729	7.659678388465059e-5	0.0023236965804854463	0.0018806415966673596	Gsn/S100a10/Cav1/Myadm/Ilk/Anxa2/Pmp22/Emp2/Colec12	9	dKO_vs_WT_down
GO:0010927	cellular component assembly involved in morphogenesis	22/1098	119/14485	0.18487394957983194	2.4388881235554334	4.513738282909816	7.729460208799717e-5	0.0023236965804854463	0.0018806415966673596	Cflar/Gpc1/Nfasc/Csrp1/Casq1/Actc1/Myl9/Wdr1/Flnc/Acta1/Itgb1/Tpm1/Pmp22/Krt19/Actg1/Cfl2/Edn1/Synpo2l/Plec/Krt8/Nkx2-5/Epb41l3	22	dKO_vs_WT_down
GO:0032989	cellular anatomical entity morphogenesis	22/1098	119/14485	0.18487394957983194	2.4388881235554334	4.513738282909816	7.729460208799717e-5	0.0023236965804854463	0.0018806415966673596	Cflar/Gpc1/Nfasc/Csrp1/Casq1/Actc1/Myl9/Wdr1/Flnc/Acta1/Itgb1/Tpm1/Pmp22/Krt19/Actg1/Cfl2/Edn1/Synpo2l/Plec/Krt8/Nkx2-5/Epb41l3	22	dKO_vs_WT_down
GO:0060349	bone morphogenesis	20/1098	103/14485	0.1941747572815534	2.56158593736184	4.554897998826629	7.942648877578877e-5	0.002360982386448885	0.001910818186093446	Col3a1/Sp5/Thbs1/Hspg2/Atg9b/Gusb/Serpinh1/Tgfbr2/Cited2/Col1a1/Axin2/Gli3/Foxc1/Bmp6/Tfap2a/Mmp14/Has2/T/Cdx1/Actn3	20	dKO_vs_WT_down
GO:0010634	positive regulation of epithelial cell migration	13/1098	51/14485	0.2549019607843137	3.3627093824779455	4.840674047735986	7.9907045499501e-5	0.002360982386448885	0.001910818186093446	Irs1/Tgfb2/Vim/Glipr2/Irs2/Tgfbr2/Pfn1/Itga3/Sdc2/Has2/Prkce/Mapre2/Hbegf	13	dKO_vs_WT_down
GO:0044319	wound healing, spreading of cells	11/1098	38/14485	0.2894736842105263	3.8187853513565337	4.982746172819777	8.053590386845425e-5	0.002360982386448885	0.001910818186093446	Col5a1/Cd44/Fermt1/Rhoc/Wnt7a/Cd151/Ajuba/Phldb2/Ddr1/Hbegf/Flna	11	dKO_vs_WT_down
GO:0090505	epiboly involved in wound healing	11/1098	38/14485	0.2894736842105263	3.8187853513565337	4.982746172819777	8.053590386845425e-5	0.002360982386448885	0.001910818186093446	Col5a1/Cd44/Fermt1/Rhoc/Wnt7a/Cd151/Ajuba/Phldb2/Ddr1/Hbegf/Flna	11	dKO_vs_WT_down
GO:1901888	regulation of cell junction assembly	40/1098	281/14485	0.1423487544483986	1.8778886231193563	4.2558963797818015	8.077871689047696e-5	0.002360982386448885	0.001910818186093446	Flrt3/S100a10/Adgrl2/Wnt4/Limch1/Cav1/Wnt7a/Ube2m/Numbl/Lrfn3/Fgfr1/Gja1/Palm/Dapk3/Ntn1/Myo1c/Actg1/Rock2/Dusp22/Map1b/Vcl/Wnt5a/Samd4/Mmp14/Dpysl2/Dmtn/Sdc2/Myh9/Prickle1/Pkp2/Igsf11/Phldb2/App/Afdn/Efna5/Cript/Lrfn4/Cfl1/Gpc4/Arhgap6	40	dKO_vs_WT_down
GO:1902904	negative regulation of supramolecular fiber organization	27/1098	162/14485	0.16666666666666666	2.1986945962355797	4.393927181251265	8.288672534879201e-5	0.0024092102876242805	0.0019498505614182243	Map2/Spta1/Gsn/Stmn2/Hspg2/Met/Tacstd2/Myadm/Clip3/Ldlr/Cryab/Tpm1/Apc2/Pfn1/Dbn1/Map1b/Dmtn/Phldb2/Prkn/Tubb4a/Arhgap28/Ssh3/Cfl1/Mid1ip1/Fgf13/Tmsb4x/Arhgap6	27	dKO_vs_WT_down
GO:0008064	regulation of actin polymerization or depolymerization	25/1098	145/14485	0.1724137931034483	2.274511651278186	4.417301389870268	8.556608540663679e-5	0.0024734240402434953	0.0020018207950829718	Arpc5/Spta1/Gsn/Dstn/Wdr1/Eln/Myadm/Plekhg2/Tpm1/Naa80/Pfn1/Myo1c/Cfl2/Dbn1/Dmtn/Sema5a/Cdc42ep1/Sh3bp1/Pdxp/Arhgap28/Prkce/Bin1/Ssh3/Cfl1/Tmsb4x	25	dKO_vs_WT_down
GO:0048638	regulation of developmental growth	46/1098	340/14485	0.13529411764705881	1.784822672238294	4.193854118803342	8.60418533150662e-5	0.0024735857392926956	0.0020019516632697313	Map2/Dusp10/Trim46/Csf1/Plac8/Smo/Foxp1/Ccnd2/Pak1/Ilk/Igf2/Fgfr1/Bbs2/Ryk/Tgfbr2/Cited2/Gja1/Syt1/Gli1/Sh3pxd2b/Ntn1/Nog/Wnt3/Foxc1/Edn1/Dbn1/Map1b/Wnt5a/Lats2/Ghr/Ctnnd2/Sema5a/Zfpm2/Ccn4/Eppk1/App/Prkn/Afdn/Tnfrsf12a/Nkx2-5/Pim1/Efna5/Actn3/Cfl1/Tcf7l2/Fgf13	46	dKO_vs_WT_down
GO:0043535	regulation of blood vessel endothelial cell migration	18/1098	88/14485	0.20454545454545456	2.6983979135618483	4.576659240491415	8.843988078453814e-5	0.0025287076783013867	0.002046563602822979	Ptgs2/Spred1/Thbs1/Stard13/Pik3c2a/Igf2/Fgfr1/Amotl1/Ets1/Alox12/Plk2/Card10/Sh3bp1/Pdgfb/Hdac7/Anxa1/Amot/Tmsb4x	18	dKO_vs_WT_down
GO:0060048	cardiac muscle contraction	21/1098	112/14485	0.1875	2.473531420765027	4.483307177391485	9.036423504261388e-5	0.0025697634624821165	0.00207979135560383	Gsn/Actc1/Camk2d/Sri/Cav1/Met/Ppp1r13l/Tpm1/Smtn/Adra1b/Rangrf/Gaa/Dsp/Tnnc1/Pkp2/Nkx2-5/Dsc2/Bin1/Gsto1/Fgf13/Flna	21	dKO_vs_WT_down
GO:0150116	regulation of cell-substrate junction organization	16/1098	73/14485	0.2191780821917808	2.8914339895700776	4.639746885681384	9.095463796261333e-5	0.002572647044738219	0.002082125130496723	S100a10/Wnt4/Limch1/Rhou/Dapk3/Actg1/Dusp22/Vcl/Mmp14/Dmtn/Myh9/Phldb2/Efna5/Mapre2/Cfl1/Arhgap6	16	dKO_vs_WT_down
GO:0010762	regulation of fibroblast migration	12/1098	45/14485	0.26666666666666666	3.5179113539769276	4.8447000406666705	9.317903449885249e-5	0.002621470056141513	0.002121639147468946	Zeb2/Prr5l/Thbs1/Pak1/Fgfr1/Itgb1/Hyal2/Tfap2a/Dmtn/Pdgfb/Prkce/Acta2	12	dKO_vs_WT_down
GO:0048644	muscle organ morphogenesis	17/1098	81/14485	0.20987654320987653	2.768726528592952	4.571570685911287	9.850746845140481e-5	0.00275663718895128	0.0022310342098876396	Col3a1/Vangl2/Tgfb2/Actc1/Bmp2/Pitx2/Tpm1/Nog/Fzd2/Foxc1/Dsp/Tnnc1/Zfpm2/Pkp2/Nkx2-5/Efemp2/Ankrd1	17	dKO_vs_WT_down
GO:1903034	regulation of response to wounding	26/1098	155/14485	0.16774193548387098	2.2128797226629064	4.3477472168254945	9.9883201280756025e-05	0.002780346676920939	0.0022502230530808023	Thbs1/Fermt1/Anxa5/F3/Wnt4/Cldn4/Cav1/Itgb1/Ubash3b/Anxa2/Cd109/Kremen1/Alox12/Actg1/Dmtn/Ccn4/Eppk1/Pdgfb/Phldb2/Tnfrsf12a/Prkce/Hbegf/Anxa1/Il33/Cask/Flna	26	dKO_vs_WT_down
GO:0090504	epiboly	11/1098	39/14485	0.28205128205128205	3.7208677782448274	4.872700656071637	1.045625768199851e-4	0.002874159373739129	0.0023261486543032193	Col5a1/Cd44/Fermt1/Rhoc/Wnt7a/Cd151/Ajuba/Phldb2/Ddr1/Hbegf/Flna	11	dKO_vs_WT_down
GO:0090287	regulation of cellular response to growth factor stimulus	41/1098	294/14485	0.13945578231292516	1.8397240499114034	4.1658876502063205	1.0514800859306853e-4	0.002874159373739129	0.0023261486543032193	Sulf1/Cflar/Gpc1/Zeb2/Creb3l1/Spred1/Thbs1/Fbn1/Fermt1/Bmp2/Ccn1/Cdkn2b/Wnt4/Peg10/Cav1/Sinhcaf/Ilk/Tgfb1i1/Adgra2/Itgb1/Cd109/Cited2/Chst11/Mtmr4/Nog/Itga3/Sox11/Wnt5a/Lats2/Spry2/Pdgfb/Fstl1/Hspa1a/Ltbp1/Crim1/Sema6a/Fam89b/Tcf7l2/Cask/Apln/Gpc3	41	dKO_vs_WT_down
GO:0051962	positive regulation of nervous system development	45/1098	333/14485	0.13513513513513514	1.7827253482991188	4.138342219926133	1.0519583399388842e-4	0.002874159373739129	0.0023261486543032193	Vim/Zeb2/Pax6/Bmp2/Flrt3/Tgm2/Dhx36/Adgrl2/Wls/Lrp8/Flt1/Met/Smo/Wnt7a/Numbl/Pak1/Ilk/Itgb1/Marcks/Grip1/Egfr/Ntn1/Arrb2/Nog/Wnt3/Id2/Sox11/Gli3/Dbn1/Map1b/Wnt5a/Nefl/Ctnnd2/Sema5a/Myc/Afdn/Tnfrsf12a/Metrn/Efna5/Bin1/Clcf1/Il33/Cask/Cysltr1/Bex1	45	dKO_vs_WT_down
GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	29/1098	182/14485	0.15934065934065933	2.102048679917532	4.284761960955759	1.0543865408318796e-4	0.002874159373739129	0.0023261486543032193	Cd28/Irs1/Tgfb2/Prr5l/Thbs1/Pdgfc/Sema3e/Flt1/Axl/Ilk/Igf2/Irs2/Fgfr1/Mfhas1/Rasd2/Itgb1/Ryk/Unc5b/Egfr/Arrb2/Erbb2/Wnt5a/Spry2/Sema5a/Pdgfb/Ddr1/Hbegf/Il33/Tcf7l2	29	dKO_vs_WT_down
GO:0007009	plasma membrane organization	25/1098	147/14485	0.17006802721088435	2.2435659145261018	4.339972578969791	1.0748276870933853e-4	0.002899829980409385	0.002346924693275435	Spta1/Tgfb2/Col5a1/Gsn/S100a10/Sh3gl2/Atg9b/Tpst2/Cav1/Ehd2/Atp10a/Ilk/Ano9/Arv1/Anxa2/Syt1/Plscr3/Plec/Myh9/Emp2/Epb41l3/Colec12/Bin1/Ahnak/Casp7	25	dKO_vs_WT_down
GO:0030832	regulation of actin filament length	25/1098	147/14485	0.17006802721088435	2.2435659145261018	4.339972578969791	1.0748276870933853e-4	0.002899829980409385	0.002346924693275435	Arpc5/Spta1/Gsn/Dstn/Wdr1/Eln/Myadm/Plekhg2/Tpm1/Naa80/Pfn1/Myo1c/Cfl2/Dbn1/Dmtn/Sema5a/Cdc42ep1/Sh3bp1/Pdxp/Arhgap28/Prkce/Bin1/Ssh3/Cfl1/Tmsb4x	25	dKO_vs_WT_down
GO:0007519	skeletal muscle tissue development	28/1098	174/14485	0.16091954022988506	2.122877541192974	4.267522556048488	1.1577448530051419e-4	0.003078053852239229	0.0024911669449089488	Cflar/Gpc1/Casq1/Bcl9/Pitx2/Selenon/Eln/Cav1/Met/Smo/Foxp1/Igf2/Acta1/Usp2/Cited2/Myl6/Myl6b/Pmp22/Sox11/Cfl2/Flnb/Myc/Plec/Maff/Uqcc2/Actn3/Ankrd1/Tcf7l2	28	dKO_vs_WT_down
GO:0030836	positive regulation of actin filament depolymerization	6/1098	12/14485	0.5	6.596083788706739	5.553916509735541	1.1608398028238975e-4	0.003078053852239229	0.0024911669449089488	Dstn/Wdr1/Cfl2/Sema5a/Pdxp/Cfl1	6	dKO_vs_WT_down
GO:0032271	regulation of protein polymerization	29/1098	183/14485	0.15846994535519127	2.09056207510924	4.251883389608888	1.1642895202349489e-4	0.003078053852239229	0.0024911669449089488	Map2/Arpc5/Spta1/Gsn/Stmn2/Clip1/Eln/Cav1/Met/Myadm/Plekhg2/Clip3/Pak1/Tpm1/Pfn1/Myo1c/Dbn1/Map1b/Dmtn/Cdc42ep1/Hspa1b/Hspa1a/Tubb4a/Arhgap28/Prkce/Bin1/Ssh3/Cfl1/Tmsb4x	29	dKO_vs_WT_down
GO:1905475	regulation of protein localization to membrane	29/1098	183/14485	0.15846994535519127	2.09056207510924	4.251883389608888	1.1642895202349489e-4	0.003078053852239229	0.0024911669449089488	Tmbim1/Acsl3/Gpc1/Gsn/Bcl2l1/Camk2d/Sfn/Actb/Clip3/Sorbs2/Itgb1/Myo5a/Grip1/Egfr/Rangrf/Itga3/Dbn1/Lgals3/Mmp14/Gpc6/Ap2m1/Prkn/Epb41l3/Pkdcc/Cript/Aldh7a1/Stx3/Gpc4/Gpc3	29	dKO_vs_WT_down
GO:0090257	regulation of muscle system process	34/1098	229/14485	0.14847161572052403	1.9586624350744908	4.187823833977217	1.1864636555786386e-4	0.003120992645999609	0.002525918677271365	Ptgs2/Casq1/Gsn/Tnnc2/Lmna/Camk2d/Selenon/Errfi1/Sri/Flt1/Cav1/Foxp1/Pak1/Tead1/Utrn/Smtn/Adra1b/Anxa6/Rangrf/Mtmr4/Rock2/Dsp/Edn1/Dbn1/Adk/Tnnc1/Ccn4/Pkp2/Nkx2-5/Dsc2/Bin1/Actn3/Gsto1/Fgf13	34	dKO_vs_WT_down
GO:0060828	regulation of canonical Wnt signaling pathway	35/1098	239/14485	0.14644351464435146	1.9319073858136893	4.160341975745025	1.2532337277935867e-4	0.0032802301701104772	0.0026547946734354847	Zeb2/Fermt1/Bmp2/Wls/Cdk14/Cav1/Ppm1n/Ruvbl2/Lrrk1/Ilk/Adgra2/Nkd1/Cyld/Apc2/Dapk3/Gli1/Kremen1/Egfr/Tmem88/Nog/Col1a1/Axin2/Gli3/Wnt5a/Lats2/Ctnnd2/Sema5a/Prickle1/App/Prkn/Nkx2-5/Ptk7/Mcc/Tcf7l2/Gpc3	35	dKO_vs_WT_down
GO:0032535	regulation of cellular component size	47/1098	356/14485	0.13202247191011235	1.741662573422566	4.057695436933403	1.3126134522916804e-4	0.0034186432537161044	0.0027668167871390554	Map2/Arpc5/Spta1/Gsn/Dstn/Trim46/Wdr1/Eln/Wnt7a/Myadm/Plekhg2/Pak1/Ilk/Elavl1/Borcs8/Slc12a4/Tpm1/Ryk/Naa80/Ntn1/Pfn1/Myo1c/Wnt3/Cfl2/Edn1/Dbn1/Map1b/Wnt5a/Nefl/Dmtn/Ctnnd2/Sema5a/Cdc42ep1/Sh3bp1/Pdxp/Wnt7b/Ap2m1/Tnfrsf12a/Efna5/Arhgap28/Prkce/Bin1/Ssh3/Cfl1/Fgf13/Msn/Tmsb4x	47	dKO_vs_WT_down
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	35/1098	240/14485	0.14583333333333334	1.9238577717061325	4.133170367203768	1.3629779932867566e-4	0.003532328681123954	0.002858826021698175	Sulf1/Tgfb2/Zeb2/Spred1/Thbs1/Fbn1/Fermt1/Bmp2/Ccn1/Cdkn2b/Peg10/Cav1/Sinhcaf/Ilk/Tgfb1i1/Cd109/Tgfbr2/Cited2/Chst11/Mtmr4/Nog/Itga3/Sox11/Inhba/Bmp6/Wnt5a/Lats2/Spry2/Fstl1/Hspa1a/Ltbp1/Crim1/Fam89b/Tcf7l2/Gpc3	35	dKO_vs_WT_down
GO:0044344	cellular response to fibroblast growth factor stimulus	19/1098	99/14485	0.1919191919191919	2.5318301411197583	4.379877625729643	1.3972097162359847e-4	0.003603294273096821	0.002916260733836201	Sulf1/Gpc1/Creb3l1/Cd44/Thbs1/Flrt3/Wnt4/Fgfr1/Itgb1/Hyal2/Nog/Col1a1/Wnt5a/Fgf17/Spry2/Pdgfb/Zfp36l2/Tcf7l2/Apln	19	dKO_vs_WT_down
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	28/1098	176/14485	0.1590909090909091	2.098753932770326	4.200064221367729	1.4155294066155996e-4	0.0036327318088803266	0.002940085468426239	Igsf9/Tgfb2/Bmp2/Flrt3/Pcdh18/Nexn/Cldn4/Myadm/Lrfn3/Fat1/Palld/Cdh13/Prtg/Tgfbr2/Tnfaip3/Cldn7/Itga3/Ajuba/Cdh24/Lgals1/Scarf2/Igsf11/Cldn6/Efna5/Epcam/Dsc2/Lrfn4/Gpc4	28	dKO_vs_WT_down
GO:0060538	skeletal muscle organ development	29/1098	186/14485	0.15591397849462366	2.0568433319623165	4.154493148527068	1.5582159621878612e-4	0.003979502027704048	0.0032207376428461413	Cflar/Gpc1/Casq1/Bcl9/Pitx2/Cntfr/Selenon/Eln/Cav1/Met/Smo/Foxp1/Igf2/Acta1/Usp2/Cited2/Myl6/Myl6b/Pmp22/Sox11/Cfl2/Flnb/Myc/Plec/Maff/Uqcc2/Actn3/Ankrd1/Tcf7l2	29	dKO_vs_WT_down
GO:0141091	transforming growth factor beta receptor superfamily signaling pathway	43/1098	319/14485	0.13479623824451412	1.7782545637265819	4.025290194285415	1.572221827339453e-4	0.003995873929291237	0.003233987943853591	Sulf1/Col3a1/Tgfb2/Zeb2/Spred1/Thbs1/Fbn1/Fermt1/Bmp2/Ccn1/Cdkn2b/Bmp8b/Selenon/Peg10/Cav1/Zyx/Sinhcaf/Ilk/Tgfb1i1/Cd109/Tgfbr2/Cited2/Chst11/Arrb2/Mtmr4/Nog/Itga3/Sox11/Inhba/Dusp22/Bmp6/Wnt5a/Lats2/Spry2/Fstl1/Rgmb/Hspa1a/Ltbp1/Crim1/Fam89b/Tcf7l2/Gpc3/Cited1	43	dKO_vs_WT_down
GO:0051896	regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	37/1098	261/14485	0.1417624521072797	1.8701540243842862	4.062649085241371	1.6045192077580444e-4	0.004058353630776477	0.0032845547547476163	Cd28/Irs1/Aim2/Tgfb2/Prr5l/Thbs1/Pdgfc/Cdkn2a/Sema3e/Flt1/Axl/Rras/Rcn3/Cavin3/Ilk/Igf2/Irs2/Fgfr1/Mfhas1/Rasd2/Itgb1/Ryk/Hyal2/Unc5b/Egfr/Arrb2/Erbb2/Wnt5a/Spry2/Sema5a/Pdgfb/Hmga1/Ddr1/Hbegf/Clcf1/Il33/Tcf7l2	37	dKO_vs_WT_down
GO:0006941	striated muscle contraction	25/1098	151/14485	0.16556291390728478	2.1841337048697818	4.188989897177117	1.6685649788229418e-4	0.0042001532792284675	0.0033993177231623267	Casq1/Gsn/Actc1/Tnnc2/Camk2d/Selenon/Sri/Cav1/Met/Ppp1r13l/Tpm1/Smtn/Adra1b/Rangrf/Gaa/Dsp/Tnnc1/Pkp2/Nkx2-5/Dsc2/Bin1/Actn3/Gsto1/Fgf13/Flna	25	dKO_vs_WT_down
GO:0008015	blood circulation	55/1098	441/14485	0.12471655328798185	1.6452816706524747	3.941186711762746	1.6847159315963323e-4	0.004220614531489669	0.0034158776658181275	Ptgs2/F5/Tgfb2/Gsn/Zeb2/Actc1/Camk2d/Ddah1/Sh3gl2/Htr1d/Sri/Cav1/Met/Ppp1r13l/Adm/Mmp2/Bbs2/Cyba/Itgb1/Tpm1/Htr1b/Itga9/Gja1/Smtn/Egfr/Adra1b/Rangrf/Gaa/Rock2/Id2/Foxc1/Dsp/Bmp6/Edn1/Ocln/Tnnc1/Plec/Pdgfb/Emp2/Pkp2/App/Nkx2-5/Ier3/Dsc2/Bin1/Hbegf/Gna14/Acta2/Gsto1/Dusp5/Apln/Fgf13/Flna/Cysltr1/Amot	55	dKO_vs_WT_down
GO:0071711	basement membrane organization	11/1098	41/14485	0.2682926829268293	3.539362032964592	4.663120163654845	1.7128549949788237e-4	0.004270772572788432	0.0034564721649734806	Col3a1/Fermt1/Cav1/Col4a1/Itgb1/Pmp22/Pxdn/Lamb1/Tfap2a/Prickle1/Phldb2	11	dKO_vs_WT_down
GO:0030199	collagen fibril organization	14/1098	62/14485	0.22580645161290322	2.9788765497385272	4.471884123105452	1.764605288500693e-4	0.004379051142831201	0.003544105457788134	Col3a1/Tgfb2/Col5a1/Selenon/Serpinh1/Anxa2/Col1a1/Fkbp10/Pxdn/Foxc1/Loxl2/Cyp1b1/Efemp2/Loxl4	14	dKO_vs_WT_down
